"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","direct migration background","6.01","6","1361","4","5","7","7","7","5.95","6.07","1","7","6","6"
"2005","Employed","indirect migration background","5.96","6","545","4","5","7","7","7","5.86","6.06","1","7","6","6"
"2005","Employed","no migration background","5.89","6","10923","4","5","7","7","7","5.87","5.91","1","7","6","6"
"2005","Not Employed","direct migration background","5.97","6","1001","4","5","7","7","7","5.89","6.05","1","7","6","6"
"2005","Not Employed","indirect migration background","5.78","6","283","4","5","7","7","7","5.63","5.93","1","7","6","6"
"2005","Not Employed","no migration background","5.85","6","6569","4","5","7","7","7","5.82","5.88","1","7","6","6"
"2006","Employed","direct migration background","","","","","","","","","","","","","",""
"2006","Employed","indirect migration background","","","","","","","","","","","","","",""
"2006","Employed","no migration background","","","","","","","","","","","","","",""
"2006","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2006","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2006","Not Employed","no migration background","","","","","","","","","","","","","",""
"2007","Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Employed","no migration background","","","","","","","","","","","","","",""
"2007","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Not Employed","no migration background","","","","","","","","","","","","","",""
"2008","Employed","direct migration background","","","","","","","","","","","","","",""
"2008","Employed","indirect migration background","","","","","","","","","","","","","",""
"2008","Employed","no migration background","","","","","","","","","","","","","",""
"2008","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2008","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2008","Not Employed","no migration background","","","","","","","","","","","","","",""
"2009","Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Employed","no migration background","","","","","","","","","","","","","",""
"2009","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Not Employed","no migration background","","","","","","","","","","","","","",""
"2010","Employed","direct migration background","6.04","6","842","4","6","7","7","7","5.97","6.11","1","7","6","6"
"2010","Employed","indirect migration background","5.95","6","482","4","5","7","7","7","5.85","6.05","1","7","6","6"
"2010","Employed","no migration background","5.77","6","9012","4","5","7","7","7","5.75","5.79","1","7","6","6"
"2010","Not Employed","direct migration background","5.9","6","618","4","5","7","7","7","5.8","6","1","7","6","6"
"2010","Not Employed","indirect migration background","5.6","6","176","3","5","7","7","7","5.37","5.83","1","7","6","6"
"2010","Not Employed","no migration background","5.86","6","5530","4","5","7","7","7","5.83","5.89","1","7","6","6"
"2011","Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Employed","no migration background","","","","","","","","","","","","","",""
"2011","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Not Employed","no migration background","","","","","","","","","","","","","",""
"2012","Employed","direct migration background","","","","","","","","","","","","","",""
"2012","Employed","indirect migration background","","","","","","","","","","","","","",""
"2012","Employed","no migration background","","","","","","","","","","","","","",""
"2012","Not Employed","direct migration background","","","","","","","","","","","","","",""
