"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","5.97","6","699","4","5","7","7","7","5.88","6.06","1","7","6","6"
"2005","(Married) couple without C.","indirect migration background","6.07","6","114","5","5","7","7","7","5.85","6.29","2","7","6","7"
"2005","(Married) couple without C.","no migration background","5.94","6","6201","4","5","7","7","7","5.91","5.97","1","7","6","6"
"2005","1-pers.-HH","direct migration background","6.08","7","213","4","6","7","7","7","5.91","6.25","1","7","6","7"
"2005","1-pers.-HH","indirect migration background","6.11","6","93","5","5","7","7","7","5.89","6.33","3","7","6","6"
"2005","1-pers.-HH","no migration background","5.86","6","2655","4","5","7","7","7","5.81","5.91","1","7","6","6"
"2005","Couple + C. GT 16 ","direct migration background","6.08","6","402","5","5","7","7","7","5.98","6.18","3","7","6","7"
"2005","Couple + C. GT 16 ","indirect migration background","5.81","6","205","4","5","7","7","7","5.65","5.97","1","7","6","6"
"2005","Couple + C. GT 16 ","no migration background","5.79","6","3036","4","5","7","7","7","5.75","5.83","1","7","6","6"
"2005","Couple + C. LE 16","direct migration background","6.03","6","529","4","5","7","7","7","5.93","6.13","1","7","6","7"
"2005","Couple + C. LE 16","indirect migration background","5.96","6","176","4","5","7","7","7","5.78","6.14","2","7","6","7"
"2005","Couple + C. LE 16","no migration background","5.86","6","3001","4","5","7","7","7","5.82","5.9","1","7","6","6"
"2005","Couple + C. LE and GT 16","direct migration background","5.96","6","284","4","5","7","7","7","5.82","6.1","2","7","6","7"
"2005","Couple + C. LE and GT 16","indirect migration background","5.86","6","127","4","5","7","7","7","5.66","6.06","3","7","6","6"
"2005","Couple + C. LE and GT 16","no migration background","5.82","6","1294","4","5","7","7","7","5.76","5.88","1","7","6","6"
"2005","Single parent","direct migration background","5.82","6","124","4","5","7","7","7","5.61","6.03","1","7","6","6"
"2005","Single parent","indirect migration background","5.76","6","78","4","5","7","7","7","5.47","6.05","1","7","5","6"
"2005","Single parent","no migration background","5.83","6","896","4","5","7","7","7","5.75","5.91","1","7","6","6"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2006","Single parent","direct migration background","","","","","","","","","","","","","",""
"2006","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2006","Single parent","no migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2007","Single parent","direct migration background","","","","","","","","","","","","","",""
"2007","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2007","Single parent","no migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2008","Single parent","direct migration background","","","","","","","","","","","","","",""
"2008","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2008","Single parent","no migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2009","Single parent","direct migration background","","","","","","","","","","","","","",""
"2009","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2009","Single parent","no migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","direct migration background","5.96","6","479","4","5","7","7","7","5.85","6.07","1","7","6","6"
"2010","(Married) couple without C.","indirect migration background","5.97","6","100","5","5","7","7","7","5.76","6.18","2","7","6","6"
"2010","(Married) couple without C.","no migration background","5.85","6","5732","4","5","7","7","7","5.82","5.88","1","7","6","6"
"2010","1-pers.-HH","direct migration background","5.85","6","163","4","5","7","7","7","5.65","6.05","1","7","6","6"
"2010","1-pers.-HH","indirect migration background","5.81","6","78","4","5","7","7","7","5.51","6.11","1","7","6","7"
"2010","1-pers.-HH","no migration background","5.84","6","2501","4","5","7","7","7","5.79","5.89","1","7","6","6"
"2010","Couple + C. GT 16 ","direct migration background","6.12","6","262","5","6","7","7","7","5.99","6.25","2","7","6","7"
"2010","Couple + C. GT 16 ","indirect migration background","5.7","6","148","4","5","7","7","7","5.5","5.9","1","7","6","6"
"2010","Couple + C. GT 16 ","no migration background","5.73","6","2411","4","5","7","7","7","5.68","5.78","1","7","6","6"
"2010","Couple + C. LE 16","direct migration background","5.85","6","292","4","5","7","7","7","5.71","5.99","1","7","6","6"
"2010","Couple + C. LE 16","indirect migration background","6.2","6","170","5","6","7","7","7","6.02","6.38","1","7","6","7"
"2010","Couple + C. LE 16","no migration background","5.79","6","2086","4","5","7","7","7","5.74","5.84","1","7","6","6"
"2010","Couple + C. LE and GT 16","direct migration background","6.08","6","132","5","5","7","7","7","5.89","6.27","1","7","6","7"
"2010","Couple + C. LE and GT 16","indirect migration background","5.77","6","84","3","5","7","7","7","5.47","6.07","1","7","6","6"
"2010","Couple + C. LE and GT 16","no migration background","5.82","6","829","4","5","7","7","7","5.74","5.9","1","7","6","6"
"2010","Single parent","direct migration background","6.27","7","85","5","6","7","7","7","6.06","6.48","3","7","6","7"
"2010","Single parent","indirect migration background","6.05","6","65","4","6","7","7","7","5.75","6.35","1","7","6","7"
"2010","Single parent","no migration background","5.69","6","738","4","5","7","7","7","5.6","5.78","1","7","6","6"
"2011","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2011","Single parent","direct migration background","","","","","","","","","","","","","",""
"2011","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2011","Single parent","no migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2012","Single parent","direct migration background","","","","","","","","","","","","","",""
"2012","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2012","Single parent","no migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
