"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","6.15","6.45","266","5","6","7","7","6.01","6.29","6","6"
"2005","college entrance qualification","indirect migration background","5.67","6","195","4","5","7","7","5.49","5.85","6","6"
"2005","college entrance qualification","no migration background","5.79","6","4725","4","5","7","7","5.76","5.82","6","6"
"2005","lower secondary degree","direct migration background","5.88","6","596","4","5","7","7","5.78","5.98","6","7"
"2005","lower secondary degree","indirect migration background","6.03","6","252","4","5","7","7","5.89","6.17","6","7"
"2005","lower secondary degree","no migration background","5.91","6","6228","4","5","7","7","5.88","5.94","6","6"
"2005","no degree/no degree yet","direct migration background","6.1","6","216","5","6","7","7","5.95","6.25","6","7"
"2005","no degree/no degree yet","indirect migration background","5.53","5","98","4","5","7","7","5.29","5.77","5","6"
"2005","no degree/no degree yet","no migration background","5.72","6","582","4","5","7","7","5.62","5.82","6","6"
"2005","Other degree","direct migration background","6.01","6","993","4","5","7","7","5.94","6.08","6","6"
"2005","Other degree","indirect migration background","","","","","","","","","","",""
"2005","Other degree","no migration background","6.02","6","109","4","5","7","7","5.8","6.24","6","7"
"2005","secondary school degree","direct migration background","5.99","6","240","4","5","7","7","5.84","6.14","6","7"
"2005","secondary school degree","indirect migration background","6.06","6","203","5","5","7","7","5.91","6.21","6","7"
"2005","secondary school degree","no migration background","5.91","6","5574","4","5","7","7","5.88","5.94","6","6"
"2006","college entrance qualification","direct migration background","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","","","","","","","","","","",""
"2009","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2009","college entrance qualification","no migration background","","","","","","","","","","",""
"2009","lower secondary degree","direct migration background","","","","","","","","","","",""
"2009","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2009","lower secondary degree","no migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2009","Other degree","direct migration background","","","","","","","","","","",""
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","","","","","","","","","","",""
"2009","secondary school degree","direct migration background","","","","","","","","","","",""
"2009","secondary school degree","indirect migration background","","","","","","","","","","",""
"2009","secondary school degree","no migration background","","","","","","","","","","",""
"2010","college entrance qualification","direct migration background","5.81","6","208","4","5","7","7","5.65","5.97","6","6"
"2010","college entrance qualification","indirect migration background","5.81","6","181","5","5","6","7","5.66","5.96","6","6"
"2010","college entrance qualification","no migration background","5.71","6","4273","4","5","7","7","5.68","5.74","6","6"
"2010","lower secondary degree","direct migration background","6.01","6","361","4","5","7","7","5.89","6.13","6","6"
"2010","lower secondary degree","indirect migration background","6.17","7","181","4","6","7","7","5.98","6.36","6","7"
"2010","lower secondary degree","no migration background","5.86","6","4813","4","5","7","7","5.82","5.9","6","6"
