"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","5.91","6","5042","4","5","7","7","7","5.88","5.94","1","7","6","6"
"2005","West Germany","5.89","6","15640","4","5","7","7","7","5.87","5.91","1","7","6","6"
"2006","East Germany","","","","","","","","","","","","","",""
"2006","West Germany","","","","","","","","","","","","","",""
"2007","East Germany","","","","","","","","","","","","","",""
"2007","West Germany","","","","","","","","","","","","","",""
"2008","East Germany","","","","","","","","","","","","","",""
"2008","West Germany","","","","","","","","","","","","","",""
"2009","East Germany","","","","","","","","","","","","","",""
"2009","West Germany","","","","","","","","","","","","","",""
"2010","East Germany","5.86","6","4128","4","5","7","7","7","5.82","5.9","1","7","6","6"
"2010","West Germany","5.83","6","12532","4","5","7","7","7","5.81","5.85","1","7","6","6"
"2011","East Germany","","","","","","","","","","","","","",""
"2011","West Germany","","","","","","","","","","","","","",""
"2012","East Germany","","","","","","","","","","","","","",""
"2012","West Germany","","","","","","","","","","","","","",""
"2013","East Germany","","","","","","","","","","","","","",""
"2013","West Germany","","","","","","","","","","","","","",""
"2014","East Germany","","","","","","","","","","","","","",""
"2014","West Germany","","","","","","","","","","","","","",""
"2015","East Germany","5.86","6","5432","4","5","7","7","7","5.83","5.89","1","7","6","6"
"2015","West Germany","5.89","6","21311","4","5","7","7","7","5.87","5.91","1","7","6","6"
"2016","East Germany","6.64","7","740","6","7","7","7","7","6.59","6.69","1","7","7","7"
"2016","West Germany","6.45","7","3653","5","6","7","7","7","6.43","6.47","1","7","7","7"
"2017","East Germany","6.84","7","265","7","7","7","7","7","6.76","6.92","1","7","7","7"
"2017","West Germany","6.72","7","2604","6","7","7","7","7","6.69","6.75","1","7","7","7"
"2018","East Germany","6.9","7","49","7","7","7","7","7","6.64","7.16","1","7","7","7"
"2018","West Germany","6.7","7","370","6","7","7","7","7","6.61","6.79","1","7","7","7"
"2019","East Germany","","","","","","","","","","","","","",""
"2019","West Germany","6.45","7","253","5","7","7","7","7","6.31","6.59","1","7","7","7"
