"plh0188","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","lower secondary degree","","","",""
"True entirely","1990","Schleswig-Holstein","secondary school degree","","","",""
"True entirely","1990","Schleswig-Holstein","college entrance qualification","","","",""
"True entirely","1990","Schleswig-Holstein","Other degree","","","",""
"True entirely","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"True entirely","1990","Hamburg","lower secondary degree","","","",""
"True entirely","1990","Hamburg","secondary school degree","","","",""
"True entirely","1990","Hamburg","college entrance qualification","","","",""
"True entirely","1990","Hamburg","Other degree","","","",""
"True entirely","1990","Hamburg","no degree/no degree yet","","","",""
"True entirely","1990","Lower Saxony","lower secondary degree","","","",""
"True entirely","1990","Lower Saxony","secondary school degree","","","",""
"True entirely","1990","Lower Saxony","college entrance qualification","","","",""
"True entirely","1990","Lower Saxony","Other degree","","","",""
"True entirely","1990","Lower Saxony","no degree/no degree yet","","","",""
"True entirely","1990","Bremen","lower secondary degree","","","",""
"True entirely","1990","Bremen","secondary school degree","","","",""
"True entirely","1990","Bremen","college entrance qualification","","","",""
"True entirely","1990","Bremen","Other degree","","","",""
"True entirely","1990","Bremen","no degree/no degree yet","","","",""
"True entirely","1990","North Rhine-Westphalia","lower secondary degree","","","",""
"True entirely","1990","North Rhine-Westphalia","secondary school degree","","","",""
"True entirely","1990","North Rhine-Westphalia","college entrance qualification","","","",""
"True entirely","1990","North Rhine-Westphalia","Other degree","","","",""
"True entirely","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"True entirely","1990","Hesse","lower secondary degree","","","",""
"True entirely","1990","Hesse","secondary school degree","","","",""
"True entirely","1990","Hesse","college entrance qualification","","","",""
"True entirely","1990","Hesse","Other degree","","","",""
"True entirely","1990","Hesse","no degree/no degree yet","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"True entirely","1990","Baden-Württemberg","lower secondary degree","","","",""
"True entirely","1990","Baden-Württemberg","secondary school degree","","","",""
"True entirely","1990","Baden-Württemberg","college entrance qualification","","","",""
"True entirely","1990","Baden-Württemberg","Other degree","","","",""
"True entirely","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"True entirely","1990","Bavaria","lower secondary degree","","","",""
"True entirely","1990","Bavaria","secondary school degree","","","",""
"True entirely","1990","Bavaria","college entrance qualification","","","",""
"True entirely","1990","Bavaria","Other degree","","","",""
"True entirely","1990","Bavaria","no degree/no degree yet","","","",""
"True entirely","1990","Berlin","lower secondary degree","7","","",""
"True entirely","1990","Berlin","secondary school degree","17","","",""
"True entirely","1990","Berlin","college entrance qualification","7","","",""
"True entirely","1990","Berlin","Other degree","1","","",""
"True entirely","1990","Berlin","no degree/no degree yet","","","",""
"True entirely","1990","Brandenburg","lower secondary degree","57","0.21339736988258","0.164974115644077","0.261820624121083"
"True entirely","1990","Brandenburg","secondary school degree","59","0.171942529160726","0.131834573356926","0.212050484964526"
"True entirely","1990","Brandenburg","college entrance qualification","13","","",""
"True entirely","1990","Brandenburg","Other degree","1","","",""
"True entirely","1990","Brandenburg","no degree/no degree yet","3","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","lower secondary degree","32","0.198845155936731","0.140698526815629","0.256991785057832"
"True entirely","1990","Mecklenburg-Western Pomerania","secondary school degree","38","0.1566631387716","0.110961801566385","0.202364475976814"
"True entirely","1990","Mecklenburg-Western Pomerania","college entrance qualification","7","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Other degree","1","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"True entirely","1990","Saxony","lower secondary degree","108","0.193910296611054","0.161310417521734","0.226510175700374"
"True entirely","1990","Saxony","secondary school degree","113","0.194652852716605","0.162541129173487","0.226764576259723"
"True entirely","1990","Saxony","college entrance qualification","30","0.184947651220216","0.125344194075688","0.244551108364744"
"True entirely","1990","Saxony","Other degree","2","","",""
"True entirely","1990","Saxony","no degree/no degree yet","1","","",""
"True entirely","1990","Saxony-Anhalt","lower secondary degree","60","0.184216193909103","0.142888498937442","0.225543888880764"
"True entirely","1990","Saxony-Anhalt","secondary school degree","59","0.156669627084397","0.11953188827571","0.193807365893084"
"True entirely","1990","Saxony-Anhalt","college entrance qualification","11","","",""
"True entirely","1990","Saxony-Anhalt","Other degree","1","","",""
"True entirely","1990","Saxony-Anhalt","no degree/no degree yet","2","","",""
"True entirely","1990","Thuringia","lower secondary degree","73","0.219862510513525","0.174836074131796","0.264888946895254"
"True entirely","1990","Thuringia","secondary school degree","69","0.211431640750728","0.168282362733525","0.254580918767931"
"True entirely","1990","Thuringia","college entrance qualification","11","","",""
"True entirely","1990","Thuringia","Other degree","3","","",""
"True entirely","1990","Thuringia","no degree/no degree yet","","","",""
"Tends to agree","1990","Schleswig-Holstein","lower secondary degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","secondary school degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","college entrance qualification","","","",""
"Tends to agree","1990","Schleswig-Holstein","Other degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Tends to agree","1990","Hamburg","lower secondary degree","","","",""
"Tends to agree","1990","Hamburg","secondary school degree","","","",""
"Tends to agree","1990","Hamburg","college entrance qualification","","","",""
"Tends to agree","1990","Hamburg","Other degree","","","",""
"Tends to agree","1990","Hamburg","no degree/no degree yet","","","",""
"Tends to agree","1990","Lower Saxony","lower secondary degree","","","",""
"Tends to agree","1990","Lower Saxony","secondary school degree","","","",""
"Tends to agree","1990","Lower Saxony","college entrance qualification","","","",""
"Tends to agree","1990","Lower Saxony","Other degree","","","",""
"Tends to agree","1990","Lower Saxony","no degree/no degree yet","","","",""
"Tends to agree","1990","Bremen","lower secondary degree","","","",""
"Tends to agree","1990","Bremen","secondary school degree","","","",""
"Tends to agree","1990","Bremen","college entrance qualification","","","",""
"Tends to agree","1990","Bremen","Other degree","","","",""
"Tends to agree","1990","Bremen","no degree/no degree yet","","","",""
"Tends to agree","1990","North Rhine-Westphalia","lower secondary degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","secondary school degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","college entrance qualification","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Other degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Tends to agree","1990","Hesse","lower secondary degree","","","",""
"Tends to agree","1990","Hesse","secondary school degree","","","",""
"Tends to agree","1990","Hesse","college entrance qualification","","","",""
"Tends to agree","1990","Hesse","Other degree","","","",""
"Tends to agree","1990","Hesse","no degree/no degree yet","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Tends to agree","1990","Baden-Württemberg","lower secondary degree","","","",""
"Tends to agree","1990","Baden-Württemberg","secondary school degree","","","",""
"Tends to agree","1990","Baden-Württemberg","college entrance qualification","","","",""
"Tends to agree","1990","Baden-Württemberg","Other degree","","","",""
"Tends to agree","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"Tends to agree","1990","Bavaria","lower secondary degree","","","",""
"Tends to agree","1990","Bavaria","secondary school degree","","","",""
"Tends to agree","1990","Bavaria","college entrance qualification","","","",""
"Tends to agree","1990","Bavaria","Other degree","","","",""
"Tends to agree","1990","Bavaria","no degree/no degree yet","","","",""
"Tends to agree","1990","Berlin","lower secondary degree","23","","",""
"Tends to agree","1990","Berlin","secondary school degree","65","0.422546750415331","0.344019191929132","0.50107430890153"
"Tends to agree","1990","Berlin","college entrance qualification","24","","",""
"Tends to agree","1990","Berlin","Other degree","2","","",""
"Tends to agree","1990","Berlin","no degree/no degree yet","1","","",""
"Tends to agree","1990","Brandenburg","lower secondary degree","116","0.411463799194954","0.353302493095442","0.469625105294465"
"Tends to agree","1990","Brandenburg","secondary school degree","128","0.390115111282496","0.33826747575025","0.441962746814743"
"Tends to agree","1990","Brandenburg","college entrance qualification","36","0.383522539167549","0.285226003566598","0.481819074768501"
