"plh0188","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","1-pers.-HH","middle vocational","62","0.338679575844489","0.270666550996954","0.406692600692023","3"
"Rather not true","1990","1-pers.-HH","inadequately","","","","","3"
"Rather not true","1990","(Married) couple without C. ","general elemantary","32","0.280925472014346","0.198420869292828","0.363430074735864","3"
"Rather not true","1990","1-pers.-HH","higher vocational","4","","","","3"
"Rather not true","1990","(Married) couple without C. ","in school","","","","","3"
"Rather not true","1990","1-pers.-HH","in school","","","","","3"
"Rather not true","1990","1-pers.-HH","general elemantary","26","","","","3"
"Rather not true","1990","1-pers.-HH","vocational + Abi","2","","","","3"
"Rather not true","1990","1-pers.-HH","higher education","7","","","","3"
"Rather not true","1990","(Married) couple without C. ","inadequately","","","","","3"
"Rather not true","1990","(Married) couple without C. ","middle vocational","158","0.278547640298529","0.241151039951176","0.315944240645882","3"
"Rather not true","1990","(Married) couple without C. ","vocational + Abi","1","","","","3"
"Rather not true","1990","(Married) couple without C. ","higher vocational","16","","","","3"
"Rather not true","1990","(Married) couple without C. ","higher education","82","0.401725660975689","0.335261133307324","0.468190188644055","3"
"Rather not true","1990","Single parent ","in school","","","","","3"
"Rather not true","1990","Single parent ","inadequately","","","","","3"
"Rather not true","1990","Single parent ","general elemantary","11","","","","3"
"Rather not true","1990","Single parent ","vocational + Abi","2","","","","3"
"Rather not true","1990","Single parent ","higher education","16","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","in school","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","inadequately","1","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","general elemantary","10","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","middle vocational","251","0.279863933675112","0.249981271137538","0.309746596212687","3"
"Rather not true","1990","Couple + C. LE 16 ","vocational + Abi","14","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","higher vocational","17","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","higher education","152","0.314473218534324","0.271904160839014","0.357042276229635","3"
"Rather not true","1990","Couple + C. GT 16 ","in school","3","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","inadequately","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","general elemantary","40","0.33313514066133","0.250836633383502","0.415433647939158","3"
"Rather not true","1990","Couple + C. GT 16 ","middle vocational","146","0.311114481503909","0.269349650087371","0.352879312920447","3"
"Rather not true","1990","Couple + C. GT 16 ","vocational + Abi","4","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","higher vocational","13","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","higher education","55","0.392067317364096","0.309712449779539","0.474422184948652","3"
"Rather not true","1990","Couple + C. LE and GT 16","in school","3","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","general elemantary","17","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","higher vocational","5","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","higher education","24","","","","3"
"Rather not true","1990","Single parent ","middle vocational","36","0.343882569073023","0.257067515016543","0.430697623129503","3"
"Rather not true","1990","Single parent ","higher vocational","1","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","inadequately","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","middle vocational","40","0.281010167378646","0.208098999552481","0.353921335204811","3"
"Tends to agree","1990","Couple + C. GT 16 ","in school","6","","","","2"
"Tends to agree","1990","(Married) couple without C. ","middle vocational","234","0.437106077026219","0.395726575526375","0.478485578526064","2"
"Tends to agree","1990","(Married) couple without C. ","general elemantary","54","0.479849124306737","0.388139970633538","0.571558277979935","2"
"Tends to agree","1990","1-pers.-HH","general elemantary","44","0.474673272300761","0.374258310751411","0.575088233850111","2"
"Tends to agree","1990","1-pers.-HH","vocational + Abi","4","","","","2"
"Tends to agree","1990","1-pers.-HH","inadequately","","","","","2"
"Tends to agree","1990","1-pers.-HH","middle vocational","59","0.318282065159012","0.251339852608162","0.385224277709862","2"
"Tends to agree","1990","Couple + C. LE 16 ","higher education","216","0.49686823278736","0.451027507955378","0.542708957619342","2"
"Tends to agree","1990","Couple + C. GT 16 ","inadequately","2","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","general elemantary","57","0.44536488675109","0.35858391965589","0.53214585384629","2"
"Tends to agree","1990","Couple + C. LE and GT 16","middle vocational","76","0.50206714872509","0.420963955106018","0.583170342344162","2"
"Tends to agree","1990","(Married) couple without C. ","in school","","","","","2"
"Tends to agree","1990","(Married) couple without C. ","inadequately","3","","","","2"
"Tends to agree","1990","1-pers.-HH","in school","","","","","2"
