"plh0188","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Not Employed","1230","0.369488432651383","0.353590813806926","0.385386051495841","3"
"Rather not true","1992","Employed","2225","0.294923938138561","0.284573969907088","0.305273906370035","3"
"Tends to agree","1992","Not Employed","1530","0.410327464379555","0.39412594027622","0.426528988482889","2"
"Tends to agree","1992","Employed","3646","0.490733316881057","0.479386829772634","0.502079803989481","2"
"Totally disagree","1992","Not Employed","331","0.101533497725549","0.0915853838885982","0.1114816115625","4"
"Totally disagree","1992","Employed","471","0.0634333056808739","0.057901154416906","0.0689654569448418","4"
"True entirely","1992","Not Employed","450","0.118650605243513","0.107999512607431","0.129301697879594","1"
"True entirely","1992","Employed","1115","0.150909439299508","0.142784853513727","0.159034025085289","1"
"Rather not true","1993","Not Employed","1701","0.398841116683532","0.384381068805326","0.413301164561738","3"
"Rather not true","1993","Employed","3015","0.360614348603714","0.350524342959172","0.370704354248256","3"
"Tends to agree","1993","Not Employed","1678","0.357025965679782","0.342877095776764","0.3711748355828","2"
"Tends to agree","1993","Employed","3913","0.435512297758528","0.425093540526477","0.44593105499058","2"
"Totally disagree","1993","Not Employed","597","0.151557705170823","0.14096820894295","0.162147201398695","4"
"Totally disagree","1993","Employed","751","0.0893094031822333","0.0833167039078901","0.0953021024565766","4"
"True entirely","1993","Not Employed","429","0.0925752124658628","0.0840161181394833","0.101134306792242","1"
"True entirely","1993","Employed","1021","0.114563950455524","0.107871409231041","0.121256491680007","1"
"Rather not true","1994","Not Employed","","","","","3"
"Rather not true","1994","Employed","","","","","3"
"Tends to agree","1994","Not Employed","","","","","2"
"Tends to agree","1994","Employed","","","","","2"
"Totally disagree","1994","Not Employed","","","","","4"
"Totally disagree","1994","Employed","","","","","4"
"True entirely","1994","Not Employed","","","","","1"
"True entirely","1994","Employed","","","","","1"
"Rather not true","1995","Not Employed","1537","0.330128319827153","0.316829013255717","0.34342762639859","3"
"Rather not true","1995","Employed","2199","0.264107931038195","0.254735841892527","0.273480020183864","3"
"Tends to agree","1995","Not Employed","2252","0.450299747355701","0.43622937412655","0.464370120584852","2"
"Tends to agree","1995","Employed","4724","0.548262861840826","0.537683098803237","0.558842624878414","2"
"Totally disagree","1995","Not Employed","365","0.0934165404202043","0.0851863935941613","0.101646687246247","4"
"Totally disagree","1995","Employed","295","0.0348107042777838","0.0309139656064581","0.0387074429491096","4"
"True entirely","1995","Not Employed","649","0.126155392396941","0.116765474122436","0.135545310671446","1"
"True entirely","1995","Employed","1282","0.152818502843195","0.145169323747866","0.160467681938525","1"
"Rather not true","1996","Not Employed","1624","0.362587395529166","0.348763668058452","0.37641112299988","3"
"Rather not true","1996","Employed","2482","0.301020010777374","0.291229911503099","0.310810110051649","3"
"Tends to agree","1996","Not Employed","2041","0.42993477100516","0.415699293171994","0.444170248838326","2"
