"plh0188","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","(0) in school","","","",""
"True entirely","1990","(1a) inadequately completed","7","","",""
"True entirely","1990","(1b) general elementary school","56","0.16964392994911","0.129392973706954","0.209894886191267"
"True entirely","1990","(1c) basic vocational qualification","281","0.212383326040835","0.190574209348904","0.234192442732767"
"True entirely","1990","(2b) intermediate general qualification","30","0.140600341901191","0.0900989702862668","0.191101713516115"
"True entirely","1990","(2a) intermediate vocational","263","0.194374424966624","0.173526337084201","0.215222512849046"
"True entirely","1990","(2c_gen) general maturity certificate","7","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","17","","",""
"True entirely","1990","(3a) lower tertiary education","87","0.131997033807632","0.106055126245427","0.157938941369837"
"True entirely","1990","(3b) higher tertiary education","39","0.104691506414276","0.0721490217203316","0.137233991108221"
"Tends to agree","1990","(0) in school","1","","",""
"Tends to agree","1990","(1a) inadequately completed","24","","",""
"Tends to agree","1990","(1b) general elementary school","144","0.436366826989581","0.383180623063097","0.489553030916066"
"Tends to agree","1990","(1c) basic vocational qualification","586","0.428382002548831","0.401995066049769","0.454768939047893"
"Tends to agree","1990","(2b) intermediate general qualification","90","0.521213596975424","0.448637907626842","0.593789286324006"
"Tends to agree","1990","(2a) intermediate vocational","646","0.466024633231105","0.439743439116242","0.492305827345969"
"Tends to agree","1990","(2c_gen) general maturity certificate","18","","",""
"Tends to agree","1990","(2c_voc) vocational maturity certificate","36","0.477250095549942","0.370436031086577","0.584064160013306"
"Tends to agree","1990","(3a) lower tertiary education","289","0.440739939281566","0.402689706031831","0.478790172531302"
"Tends to agree","1990","(3b) higher tertiary education","132","0.394638834181068","0.342685213296321","0.446592455065814"
"Rather not true","1990","(0) in school","","","",""
"Rather not true","1990","(1a) inadequately completed","9","","",""
"Rather not true","1990","(1b) general elementary school","107","0.303425480088492","0.254121194122575","0.352729766054409"
"Rather not true","1990","(1c) basic vocational qualification","389","0.283823759543158","0.259782636831069","0.307864882255248"
"Rather not true","1990","(2b) intermediate general qualification","49","0.269085938521785","0.204655504428967","0.333516372614604"
"Rather not true","1990","(2a) intermediate vocational","388","0.278428833879425","0.254814443663254","0.302043224095596"
"Rather not true","1990","(2c_gen) general maturity certificate","21","","",""
"Rather not true","1990","(2c_voc) vocational maturity certificate","28","","",""
"Rather not true","1990","(3a) lower tertiary education","225","0.341535977537618","0.305191078078495","0.37788087699674"
"Rather not true","1990","(3b) higher tertiary education","128","0.376927323376789","0.325415515048695","0.428439131704882"
"Totally disagree","1990","(0) in school","","","",""
"Totally disagree","1990","(1a) inadequately completed","3","","",""
"Totally disagree","1990","(1b) general elementary school","27","","",""
"Totally disagree","1990","(1c) basic vocational qualification","95","0.075410911867175","0.0613306123099287","0.0894912114244213"
"Totally disagree","1990","(2b) intermediate general qualification","13","","",""
"Totally disagree","1990","(2a) intermediate vocational","87","0.0611721079228461","0.0485465737743078","0.0737976420713843"
"Totally disagree","1990","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","(2c_voc) vocational maturity certificate","3","","",""
"Totally disagree","1990","(3a) lower tertiary education","53","0.0857270493731835","0.064270687240975","0.107183411505392"
"Totally disagree","1990","(3b) higher tertiary education","41","0.123742336027868","0.0887410741120923","0.158743597943643"
"True entirely","1991","(0) in school","","","",""
"True entirely","1991","(1a) inadequately completed","7","","",""
"True entirely","1991","(1b) general elementary school","60","0.211005364172974","0.164285878381702","0.257724849964246"
"True entirely","1991","(1c) basic vocational qualification","184","0.151368431656042","0.131248639715542","0.171488223596542"
"True entirely","1991","(2b) intermediate general qualification","26","","",""
"True entirely","1991","(2a) intermediate vocational","218","0.169032687538958","0.148981082039621","0.189084293038296"
"True entirely","1991","(2c_gen) general maturity certificate","9","","",""
"True entirely","1991","(2c_voc) vocational maturity certificate","14","","",""
"True entirely","1991","(3a) lower tertiary education","76","0.107614910250417","0.0835117712691948","0.13171804923164"
"True entirely","1991","(3b) higher tertiary education","37","0.109072481700805","0.0751814184103063","0.142963544991304"
"Tends to agree","1991","(0) in school","","","",""
"Tends to agree","1991","(1a) inadequately completed","27","","",""
"Tends to agree","1991","(1b) general elementary school","110","0.38422696849672","0.328531670078666","0.439922266914775"
"Tends to agree","1991","(1c) basic vocational qualification","471","0.381917415653676","0.354643077354026","0.409191753953326"
"Tends to agree","1991","(2b) intermediate general qualification","85","0.544917475069486","0.469615928242946","0.620219021896026"
"Tends to agree","1991","(2a) intermediate vocational","591","0.428271677089742","0.401797262610491","0.454746091568994"
"Tends to agree","1991","(2c_gen) general maturity certificate","21","","",""
"Tends to agree","1991","(2c_voc) vocational maturity certificate","37","0.498295097912865","0.388039150615583","0.608551045210147"
"Tends to agree","1991","(3a) lower tertiary education","262","0.402525209093861","0.364381970592134","0.440668447595588"
"Tends to agree","1991","(3b) higher tertiary education","120","0.368562609720788","0.316114819457044","0.421010399984531"
"Rather not true","1991","(0) in school","","","",""
"Rather not true","1991","(1a) inadequately completed","18","","",""
"Rather not true","1991","(1b) general elementary school","98","0.331671683394181","0.277762418542581","0.385580948245782"
"Rather not true","1991","(1c) basic vocational qualification","404","0.334616861012444","0.308128441596296","0.361105280428592"
"Rather not true","1991","(2b) intermediate general qualification","49","0.285345770240902","0.217060480889011","0.353631059592794"
"Rather not true","1991","(2a) intermediate vocational","419","0.31118092491048","0.286410645847067","0.335951203973894"
"Rather not true","1991","(2c_gen) general maturity certificate","10","","",""
"Rather not true","1991","(2c_voc) vocational maturity certificate","22","","",""
"Rather not true","1991","(3a) lower tertiary education","229","0.374613682297553","0.336966954508237","0.412260410086869"
"Rather not true","1991","(3b) higher tertiary education","138","0.432082924147653","0.378227131060782","0.485938717234525"
"Totally disagree","1991","(0) in school","","","",""
"Totally disagree","1991","(1a) inadequately completed","2","","",""
"Totally disagree","1991","(1b) general elementary school","25","","",""
"Totally disagree","1991","(1c) basic vocational qualification","160","0.132097291677838","0.113089628969091","0.151104954386585"
"Totally disagree","1991","(2b) intermediate general qualification","8","","",""
"Totally disagree","1991","(2a) intermediate vocational","114","0.091514710460819","0.0760878966544604","0.106941524267178"
"Totally disagree","1991","(2c_gen) general maturity certificate","3","","",""
"Totally disagree","1991","(2c_voc) vocational maturity certificate","6","","",""
"Totally disagree","1991","(3a) lower tertiary education","68","0.115246198358168","0.0904099638911029","0.140082432825234"
"Totally disagree","1991","(3b) higher tertiary education","30","0.0902819844307536","0.0591246456555314","0.121439323205976"
"True entirely","1992","(0) in school","27","","",""
"True entirely","1992","(1a) inadequately completed","23","","",""
"True entirely","1992","(1b) general elementary school","166","0.103234293416502","0.0878469156697415","0.118621671163262"
"True entirely","1992","(1c) basic vocational qualification","495","0.127313760671468","0.11674079392283","0.137886727420106"
"True entirely","1992","(2b) intermediate general qualification","95","0.174054301300741","0.13970299218562","0.208405610415862"
"True entirely","1992","(2a) intermediate vocational","379","0.147972912185248","0.134095870018966","0.161849954351531"
"True entirely","1992","(2c_gen) general maturity certificate","52","0.17408039068317","0.129587583817038","0.218573197549302"
"True entirely","1992","(2c_voc) vocational maturity certificate","66","0.146539778499333","0.112798520321027","0.180281036677639"
"True entirely","1992","(3a) lower tertiary education","116","0.145501514020836","0.121949073251754","0.169053954789917"
"True entirely","1992","(3b) higher tertiary education","117","0.178776087000371","0.15139033456327","0.206161839437471"
"Tends to agree","1992","(0) in school","53","0.514566563852632","0.417096100894868","0.612037026810396"
"Tends to agree","1992","(1a) inadequately completed","66","0.399209943034662","0.316902202489038","0.481517683580286"
"Tends to agree","1992","(1b) general elementary school","625","0.401972109653619","0.377176670493695","0.426767548813542"
"Tends to agree","1992","(1c) basic vocational qualification","1693","0.442694944028913","0.426939563330887","0.458450324726938"
"Tends to agree","1992","(2b) intermediate general qualification","235","0.518212611317439","0.472942989413376","0.563482233221501"
"Tends to agree","1992","(2a) intermediate vocational","1257","0.485834850119475","0.466301589391274","0.505368110847676"
"Tends to agree","1992","(2c_gen) general maturity certificate","151","0.511552913206247","0.45289858940631","0.570207237006184"
"Tends to agree","1992","(2c_voc) vocational maturity certificate","222","0.5174090338445","0.469733181831045","0.565084885857955"
"Tends to agree","1992","(3a) lower tertiary education","423","0.491137046546806","0.457744596915898","0.524529496177714"
"Tends to agree","1992","(3b) higher tertiary education","381","0.496701208527388","0.46096572005911","0.532436696995665"
"Rather not true","1992","(0) in school","15","","",""
"Rather not true","1992","(1a) inadequately completed","34","0.321840255386468","0.243323052062052","0.400357458710883"
"Rather not true","1992","(1b) general elementary school","551","0.376509622580566","0.352006804122443","0.40101244103869"
"Rather not true","1992","(1c) basic vocational qualification","1332","0.352407204248567","0.337254033310183","0.367560375186951"
"Rather not true","1992","(2b) intermediate general qualification","114","0.266928712784117","0.226851647197132","0.307005778371101"
"Rather not true","1992","(2a) intermediate vocational","732","0.295322590337566","0.277493770127612","0.31315141054752"
"Rather not true","1992","(2c_gen) general maturity certificate","60","0.241026059611939","0.190839038099192","0.291213081124686"
"Rather not true","1992","(2c_voc) vocational maturity certificate","112","0.290406215592152","0.247095065065524","0.333717366118779"
"Rather not true","1992","(3a) lower tertiary education","254","0.284988249850419","0.254836218093128","0.315140281607709"
"Rather not true","1992","(3b) higher tertiary education","215","0.279616722273556","0.247539071683473","0.311694372863638"
"Totally disagree","1992","(0) in school","6","","",""
"Totally disagree","1992","(1a) inadequately completed","13","","",""
"Totally disagree","1992","(1b) general elementary school","160","0.118283974349313","0.101951933928905","0.134616014769721"
"Totally disagree","1992","(1c) basic vocational qualification","298","0.0775840910510522","0.0690985437334589","0.0860696383686455"
"Totally disagree","1992","(2b) intermediate general qualification","24","","",""
"Totally disagree","1992","(2a) intermediate vocational","147","0.0708696473577108","0.0608408800187031","0.0808984146967184"
"Totally disagree","1992","(2c_gen) general maturity certificate","16","","",""
"Totally disagree","1992","(2c_voc) vocational maturity certificate","22","","",""
"Totally disagree","1992","(3a) lower tertiary education","68","0.07837318958194","0.060421396814083","0.096324982349797"
"Totally disagree","1992","(3b) higher tertiary education","39","0.0449059821986861","0.0301041889703088","0.0597077754270633"
"True entirely","1993","(0) in school","31","0.2181079863806","0.146567435677186","0.289648537084014"
"True entirely","1993","(1a) inadequately completed","65","0.107315022113387","0.0845963627950378","0.130033681431736"
"True entirely","1993","(1b) general elementary school","248","0.100060964121125","0.0874901299638857","0.112631798278364"
"True entirely","1993","(1c) basic vocational qualification","397","0.0939795969448646","0.0851177067170142","0.102841487172715"
"True entirely","1993","(2b) intermediate general qualification","71","0.121146621292662","0.0931013086516721","0.149191933933651"
"True entirely","1993","(2a) intermediate vocational","285","0.108579284529459","0.0965745354491804","0.120584033609737"
"True entirely","1993","(2c_gen) general maturity certificate","71","0.161046476057801","0.12511462184863","0.196978330266971"
"True entirely","1993","(2c_voc) vocational maturity certificate","68","0.121215524792021","0.0930000837936064","0.149430965790436"
"True entirely","1993","(3a) lower tertiary education","81","0.0994166271200574","0.0792417354599264","0.119591518780188"
"True entirely","1993","(3b) higher tertiary education","81","0.109974499385088","0.0881443447894409","0.131804653980734"
"Tends to agree","1993","(0) in school","70","0.547550180160596","0.461323775264848","0.633776585056343"
"Tends to agree","1993","(1a) inadequately completed","299","0.366995564510735","0.331617252287675","0.402373876733794"
"Tends to agree","1993","(1b) general elementary school","829","0.339539753852553","0.319701937476363","0.359377570228743"
"Tends to agree","1993","(1c) basic vocational qualification","1594","0.358068167509171","0.343507948714532","0.372628386303811"
"Tends to agree","1993","(2b) intermediate general qualification","246","0.43870050939369","0.396049647429226","0.481351371358154"
"Tends to agree","1993","(2a) intermediate vocational","1189","0.452092899180228","0.432888286823806","0.47129751153665"
"Tends to agree","1993","(2c_gen) general maturity certificate","195","0.478434723480743","0.429603146960509","0.527266300000978"
"Tends to agree","1993","(2c_voc) vocational maturity certificate","273","0.545455303775112","0.502409143998498","0.588501463551726"
"Tends to agree","1993","(3a) lower tertiary education","387","0.444518495217176","0.411014279519819","0.478022710914534"
"Tends to agree","1993","(3b) higher tertiary education","394","0.493707216200111","0.458821696621911","0.528592735778312"
