"plh0188","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","lower secondary degree","32","0.184818629224921","0.127956702538855","0.241680555910987"
"True entirely","1990","16-34 y.","secondary school degree","211","0.172149523596784","0.151154510145871","0.193144537047697"
"True entirely","1990","16-34 y.","college entrance qualification","36","0.159806512489023","0.111820907543787","0.207792117434258"
"True entirely","1990","16-34 y.","Other degree","","","",""
"True entirely","1990","16-34 y.","no degree/no degree yet","6","","",""
"True entirely","1990","35-65 y.","lower secondary degree","227","0.186292775570013","0.164382401956898","0.208203149183128"
"True entirely","1990","35-65 y.","secondary school degree","135","0.181821296488759","0.154013131440253","0.209629461537265"
"True entirely","1990","35-65 y.","college entrance qualification","42","0.135081252930578","0.0966577907669913","0.173504715094164"
"True entirely","1990","35-65 y.","Other degree","6","","",""
"True entirely","1990","35-65 y.","no degree/no degree yet","","","",""
"True entirely","1990","66 and older","lower secondary degree","78","0.221700100849094","0.178550227587615","0.264849974110573"
"True entirely","1990","66 and older","secondary school degree","9","","",""
"True entirely","1990","66 and older","college entrance qualification","1","","",""
"True entirely","1990","66 and older","Other degree","3","","",""
"True entirely","1990","66 and older","no degree/no degree yet","1","","",""
"Tends to agree","1990","16-34 y.","lower secondary degree","92","0.497940711317256","0.424694039426313","0.5711873832082"
"Tends to agree","1990","16-34 y.","secondary school degree","610","0.492332227058547","0.464528294720528","0.520136159396565"
"Tends to agree","1990","16-34 y.","college entrance qualification","91","0.417608739446457","0.3530260248286","0.482191454064314"
"Tends to agree","1990","16-34 y.","Other degree","6","","",""
"Tends to agree","1990","16-34 y.","no degree/no degree yet","18","","",""
"Tends to agree","1990","35-65 y.","lower secondary degree","515","0.423343215211778","0.395538228259851","0.451148202163704"
"Tends to agree","1990","35-65 y.","secondary school degree","311","0.411909302939494","0.376423974699947","0.447394631179041"
"Tends to agree","1990","35-65 y.","college entrance qualification","122","0.41043685619541","0.355140102182568","0.465733610208251"
"Tends to agree","1990","35-65 y.","Other degree","10","","",""
"Tends to agree","1990","35-65 y.","no degree/no degree yet","6","","",""
"Tends to agree","1990","66 and older","lower secondary degree","152","0.432564244593954","0.381099863991124","0.484028625196783"
"Tends to agree","1990","66 and older","secondary school degree","24","","",""
"Tends to agree","1990","66 and older","college entrance qualification","3","","",""
"Tends to agree","1990","66 and older","Other degree","5","","",""
"Tends to agree","1990","66 and older","no degree/no degree yet","1","","",""
"Rather not true","1990","16-34 y.","lower secondary degree","46","0.26373786298244","0.199183730307561","0.328291995657318"
"Rather not true","1990","16-34 y.","secondary school degree","334","0.266684372095308","0.242090237437163","0.291278506753454"
"Rather not true","1990","16-34 y.","college entrance qualification","84","0.369444650212174","0.306238348449689","0.432650951974658"
"Rather not true","1990","16-34 y.","Other degree","3","","",""
"Rather not true","1990","16-34 y.","no degree/no degree yet","7","","",""
"Rather not true","1990","35-65 y.","lower secondary degree","382","0.313972935468727","0.287855265961546","0.340090604975908"
"Rather not true","1990","35-65 y.","secondary school degree","239","0.326219638281274","0.29241781731972","0.360021459242827"
"Rather not true","1990","35-65 y.","college entrance qualification","112","0.363259570082792","0.309196457635509","0.417322682530076"
"Rather not true","1990","35-65 y.","Other degree","14","","",""
"Rather not true","1990","35-65 y.","no degree/no degree yet","2","","",""
"Rather not true","1990","66 and older","lower secondary degree","96","0.255207371609958","0.209918929223112","0.300495813996803"
"Rather not true","1990","66 and older","secondary school degree","13","","",""
"Rather not true","1990","66 and older","college entrance qualification","4","","",""
"Rather not true","1990","66 and older","Other degree","7","","",""
"Rather not true","1990","66 and older","no degree/no degree yet","","","",""
"Totally disagree","1990","16-34 y.","lower secondary degree","9","","",""
"Totally disagree","1990","16-34 y.","secondary school degree","87","0.0688338772493612","0.054753898696973","0.0829138558017495"
"Totally disagree","1990","16-34 y.","college entrance qualification","13","","",""
"Totally disagree","1990","16-34 y.","Other degree","","","",""
"Totally disagree","1990","16-34 y.","no degree/no degree yet","3","","",""
"Totally disagree","1990","35-65 y.","lower secondary degree","89","0.076391073749482","0.0614430748021502","0.0913390726968137"
"Totally disagree","1990","35-65 y.","secondary school degree","54","0.0800497622904736","0.0604843923865465","0.0996151321944006"
"Totally disagree","1990","35-65 y.","college entrance qualification","28","","",""
"Totally disagree","1990","35-65 y.","Other degree","4","","",""
"Totally disagree","1990","35-65 y.","no degree/no degree yet","","","",""
"Totally disagree","1990","66 and older","lower secondary degree","30","0.0905282829469948","0.0607218618652288","0.120334704028761"
"Totally disagree","1990","66 and older","secondary school degree","4","","",""
