"plh0188","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Part Time","Rural Area","276","0.289777124285876","0.259315176387215","0.320239072184536","3"
"Rather not true","1992","Full Time","Rural Area","627","0.308481128235394","0.288414139685646","0.328548116785142","3"
"Rather not true","1992","Full Time","Urban Area","895","0.278170430189546","0.262726746472063","0.293614113907029","3"
"Rather not true","1992","Part Time","Urban Area","400","0.325620849994516","0.299591004790538","0.351650695198493","3"
"Rather not true","1992","Not Working","Urban Area","793","0.37611902869414","0.356098899024425","0.396139158363856","3"
"Rather not true","1992","Not Working","Rural Area","430","0.356037084680514","0.329650640112125","0.382423529248902","3"
"Tends to agree","1992","Full Time","Urban Area","1611","0.497309428625799","0.480077186045432","0.514541671206167","2"
"Tends to agree","1992","Full Time","Rural Area","977","0.482975042709564","0.461263834975137","0.504686250443991","2"
"Tends to agree","1992","Part Time","Rural Area","409","0.495614241437991","0.462041903185309","0.529186579690674","2"
"Tends to agree","1992","Part Time","Urban Area","602","0.479713442127647","0.451962632244873","0.507464252010422","2"
"Tends to agree","1992","Not Working","Urban Area","972","0.408416237565101","0.388101417220934","0.428731057909268","2"
"Tends to agree","1992","Not Working","Rural Area","545","0.413221673780092","0.38608657502373","0.440356772536454","2"
"Totally disagree","1992","Full Time","Urban Area","195","0.060384923062953","0.0521754112847842","0.0685944348411219","4"
"Totally disagree","1992","Full Time","Rural Area","125","0.0651941925179085","0.054468359278995","0.075920025756822","4"
"Totally disagree","1992","Part Time","Urban Area","90","0.0653023188360389","0.0515788689906963","0.0790257686813815","4"
"Totally disagree","1992","Part Time","Rural Area","60","0.0745432952551767","0.0569068668245045","0.0921797236858489","4"
"Totally disagree","1992","Not Working","Urban Area","210","0.100667411342262","0.0882320623155427","0.113102760368982","4"
"Totally disagree","1992","Not Working","Rural Area","120","0.104490467164881","0.087633623061316","0.121347311268447","4"
"True entirely","1992","Full Time","Urban Area","533","0.164135218121702","0.15136944901466","0.176900987228744","1"
"True entirely","1992","Full Time","Rural Area","306","0.143349636537134","0.128124332144429","0.158574940929838","1"
"True entirely","1992","Part Time","Urban Area","153","0.129363389041798","0.110721600797405","0.148005177286192","1"
"True entirely","1992","Part Time","Rural Area","107","0.140065339020956","0.116761559693438","0.163369118348474","1"
"True entirely","1992","Not Working","Urban Area","274","0.114797322398496","0.101622626424915","0.127972018372077","1"
"True entirely","1992","Not Working","Rural Area","170","0.126250774374512","0.107948154689341","0.144553394059684","1"
"Rather not true","1993","Full Time","Urban Area","1392","0.347932230857319","0.333451048601285","0.362413413113353","3"
"Rather not true","1993","Full Time","Rural Area","766","0.382584735232364","0.361738129909616","0.403431340555111","3"
"Rather not true","1993","Part Time","Urban Area","559","0.355970464830186","0.332839537153767","0.379101392506606","3"
"Rather not true","1993","Part Time","Rural Area","298","0.390755710928095","0.357154573257758","0.424356848598432","3"
"Rather not true","1993","Not Working","Urban Area","1116","0.392912026879955","0.375203539710031","0.41062051404988","3"
"Rather not true","1993","Not Working","Rural Area","585","0.411794808038899","0.386746270440647","0.436843345637151","3"
"Tends to agree","1993","Full Time","Rural Area","950","0.43705881031421","0.415783088813097","0.458334531815322","2"
"Tends to agree","1993","Full Time","Urban Area","1896","0.445887338318658","0.430775338885269","0.460999337752047","2"
"Tends to agree","1993","Part Time","Urban Area","719","0.420610801173201","0.39676243762931","0.444459164717092","2"
"Tends to agree","1993","Part Time","Rural Area","348","0.407803877398553","0.373961252786213","0.441646502010893","2"
"Tends to agree","1993","Not Working","Urban Area","1100","0.353176416963064","0.335846489047855","0.370506344878272","2"
"Tends to agree","1993","Not Working","Rural Area","578","0.365436340220532","0.340927600449928","0.389945079991136","2"
"Totally disagree","1993","Full Time","Rural Area","166","0.0818239875709966","0.0700672686479524","0.0935807064940408","4"
"Totally disagree","1993","Full Time","Urban Area","345","0.0868193667153658","0.0782589092324611","0.0953798241982706","4"
"Totally disagree","1993","Part Time","Urban Area","159","0.101261958822068","0.0866881556450455","0.11583576199909","4"
"Totally disagree","1993","Part Time","Rural Area","81","0.0934845397890968","0.0734369075726452","0.113532172005548","4"
"Totally disagree","1993","Not Working","Urban Area","412","0.161136643590763","0.147806011158283","0.174467276023243","4"
"Totally disagree","1993","Not Working","Rural Area","185","0.130629937854984","0.11347847307124","0.147781402638727","4"
"True entirely","1993","Full Time","Urban Area","523","0.119361064108657","0.109504158355144","0.12921796986217","1"
"True entirely","1993","Full Time","Rural Area","206","0.09853246688243","0.0857490319021641","0.111315901862696","1"
"True entirely","1993","Part Time","Urban Area","209","0.122156775174545","0.106336995306603","0.137976555042487","1"
"True entirely","1993","Part Time","Rural Area","83","0.107955871884255","0.0865850174769432","0.129326726291567","1"
"True entirely","1993","Not Working","Urban Area","294","0.0927749125662181","0.0822557591840955","0.103294065948341","1"
"True entirely","1993","Not Working","Rural Area","135","0.0921389138855851","0.0774188816725995","0.106858946098571","1"
"Rather not true","1994","Full Time","Urban Area","","","","","3"
"Rather not true","1994","Full Time","Rural Area","","","","","3"
"Rather not true","1994","Part Time","Urban Area","","","","","3"
"Rather not true","1994","Part Time","Rural Area","","","","","3"
"Rather not true","1994","Not Working","Urban Area","","","","","3"
"Rather not true","1994","Not Working","Rural Area","","","","","3"
"Tends to agree","1994","Full Time","Rural Area","","","","","2"
"Tends to agree","1994","Full Time","Urban Area","","","","","2"
"Tends to agree","1994","Part Time","Urban Area","","","","","2"
"Tends to agree","1994","Part Time","Rural Area","","","","","2"
"Tends to agree","1994","Not Working","Urban Area","","","","","2"
"Tends to agree","1994","Not Working","Rural Area","","","","","2"
"Totally disagree","1994","Full Time","Urban Area","","","","","4"
"Totally disagree","1994","Full Time","Rural Area","","","","","4"
"Totally disagree","1994","Part Time","Urban Area","","","","","4"
"Totally disagree","1994","Part Time","Rural Area","","","","","4"
"Totally disagree","1994","Not Working","Urban Area","","","","","4"
"Totally disagree","1994","Not Working","Rural Area","","","","","4"
"True entirely","1994","Full Time","Urban Area","","","","","1"
"True entirely","1994","Full Time","Rural Area","","","","","1"
"True entirely","1994","Part Time","Urban Area","","","","","1"
"True entirely","1994","Part Time","Rural Area","","","","","1"
"True entirely","1994","Not Working","Urban Area","","","","","1"
"True entirely","1994","Not Working","Rural Area","","","","","1"
"Rather not true","1995","Full Time","Rural Area","538","0.270328300213491","0.251223437355045","0.289433163071936","3"
"Rather not true","1995","Full Time","Urban Area","919","0.241201719782375","0.227642255913651","0.254761183651098","3"
"Rather not true","1995","Part Time","Urban Area","500","0.292185086985032","0.271088225179103","0.313281948790962","3"
"Rather not true","1995","Part Time","Rural Area","242","0.298165521502215","0.266759324716197","0.329571718288233","3"
"Rather not true","1995","Not Working","Urban Area","991","0.316301064294909","0.300263825038804","0.332338303551015","3"
"Rather not true","1995","Not Working","Rural Area","546","0.361313642448947","0.337574242924929","0.385053041972965","3"
"Tends to agree","1995","Full Time","Urban Area","2163","0.566154165928815","0.550446045627721","0.581862286229909","2"
"Tends to agree","1995","Full Time","Rural Area","1191","0.562002536144416","0.540660327955659","0.583344744333172","2"
"Tends to agree","1995","Part Time","Urban Area","926","0.504477393857069","0.481283077746194","0.527671709967944","2"
"Tends to agree","1995","Part Time","Rural Area","444","0.532345401155297","0.49809003258207","0.566600769728524","2"
"Tends to agree","1995","Not Working","Urban Area","1519","0.45400146452225","0.436831428920522","0.471171500123978","2"
"Tends to agree","1995","Not Working","Rural Area","733","0.441951073692714","0.417409242485254","0.466492904900173","2"
"Totally disagree","1995","Full Time","Urban Area","130","0.0339897411686603","0.0282465410774482","0.0397329412598725","4"
"Totally disagree","1995","Full Time","Rural Area","51","0.0245569511492222","0.0178992760295671","0.0312146262688774","4"
"Totally disagree","1995","Part Time","Urban Area","76","0.0450953969424798","0.0354687491821054","0.0547220447028541","4"
"Totally disagree","1995","Part Time","Rural Area","38","0.0372171397049493","0.0242212816818201","0.0502129977280785","4"
"Totally disagree","1995","Not Working","Urban Area","252","0.0984735313008936","0.0881982001531166","0.108748862448671","4"
"Totally disagree","1995","Not Working","Rural Area","113","0.0820112480437084","0.0684518902674474","0.0955706058199694","4"
"True entirely","1995","Full Time","Urban Area","612","0.15865437312015","0.147074537518447","0.170234208721854","1"
"True entirely","1995","Full Time","Rural Area","296","0.143112212492872","0.128048405554882","0.158176019430861","1"
"True entirely","1995","Part Time","Urban Area","283","0.158242122215419","0.141311082637953","0.175173161792886","1"
"True entirely","1995","Part Time","Rural Area","91","0.132271937637539","0.109012727316721","0.155531147958357","1"
"True entirely","1995","Not Working","Urban Area","468","0.131223939881947","0.119579803356069","0.142868076407825","1"
"True entirely","1995","Not Working","Rural Area","181","0.114724035814631","0.0989751340368879","0.130472937592375","1"
"Rather not true","1996","Full Time","Urban Area","1022","0.287071580283888","0.272518257192816","0.301624903374961","3"
