"plh0188","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","general elemantary","52","0.281408056729401","0.217127652112108","0.345688461346695","3"
"Rather not true","1990","16-34 y.","middle vocational","295","0.282485572348144","0.255123758981629","0.309847385714659","3"
"Rather not true","1990","16-34 y.","inadequately","1","","","","3"
"Rather not true","1990","16-34 y.","vocational + Abi","17","","","","3"
"Rather not true","1990","35-65 y.","vocational + Abi","9","","","","3"
"Rather not true","1990","35-65 y.","higher vocational","40","0.223479368574155","0.161759600704736","0.285199136443574","3"
"Rather not true","1990","35-65 y.","higher education","245","0.393484509664449","0.355276621158707","0.431692398170191","3"
"Rather not true","1990","16-34 y.","higher vocational","10","","","","3"
"Rather not true","1990","16-34 y.","in school","6","","","","3"
"Rather not true","1990","35-65 y.","middle vocational","388","0.300827924629061","0.275723215756225","0.325932633501897","3"
"Rather not true","1990","16-34 y.","higher education","94","0.280590727825972","0.231364361965963","0.329817093685981","3"
"Rather not true","1990","35-65 y.","in school","","","","","3"
"Rather not true","1990","35-65 y.","inadequately","","","","","3"
"Rather not true","1990","35-65 y.","general elemantary","67","0.371102296988673","0.301675289797727","0.44052930417962","3"
"Rather not true","1990","66 and older","higher vocational","8","","","","3"
"Rather not true","1990","66 and older","higher education","14","","","","3"
"Rather not true","1990","66 and older","in school","","","","","3"
"Rather not true","1990","66 and older","inadequately","","","","","3"
"Rather not true","1990","66 and older","general elemantary","37","0.239605189536616","0.169399614486395","0.309810764586837","3"
"Rather not true","1990","66 and older","middle vocational","63","0.295311263413958","0.233758786463818","0.356863740364098","3"
"Rather not true","1990","66 and older","vocational + Abi","","","","","3"
"Tends to agree","1990","16-34 y.","higher education","155","0.495000384293121","0.440220464287449","0.549780304298793","2"
"Tends to agree","1990","16-34 y.","middle vocational","504","0.480310373505032","0.449945992754901","0.510674754255163","2"
"Tends to agree","1990","16-34 y.","vocational + Abi","24","","","","2"
"Tends to agree","1990","16-34 y.","general elemantary","89","0.487509475984545","0.416059248295258","0.558959703673831","2"
"Tends to agree","1990","16-34 y.","inadequately","2","","","","2"
"Tends to agree","1990","16-34 y.","higher vocational","27","","","","2"
"Tends to agree","1990","16-34 y.","in school","16","","","","2"
"Tends to agree","1990","35-65 y.","in school","","","","","2"
