"plh0188","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","West Germany","","","",""
"True entirely","1990","16-34 y.","East Germany","286","0.171694654520674","0.153720440591106","0.189668868450243"
"True entirely","1990","35-65 y.","West Germany","","","",""
"True entirely","1990","35-65 y.","East Germany","410","0.176741693666546","0.161166106756283","0.192317280576809"
"True entirely","1990","66 and older","West Germany","","","",""
"True entirely","1990","66 and older","East Germany","93","0.213930375305925","0.175438277537487","0.252422473074363"
"Tends to agree","1990","16-34 y.","West Germany","","","",""
"Tends to agree","1990","16-34 y.","East Germany","817","0.484542073921221","0.460722244605246","0.508361903237196"
"Tends to agree","1990","35-65 y.","West Germany","","","",""
"Tends to agree","1990","35-65 y.","East Germany","967","0.418120969600085","0.397980287190185","0.438261652009984"
"Tends to agree","1990","66 and older","West Germany","","","",""
"Tends to agree","1990","66 and older","East Germany","185","0.431453236319796","0.384963743553119","0.477942729086473"
"Rather not true","1990","16-34 y.","West Germany","","","",""
"Rather not true","1990","16-34 y.","East Germany","475","0.278941376170581","0.257565789433103","0.300316962908059"
"Rather not true","1990","35-65 y.","West Germany","","","",""
"Rather not true","1990","35-65 y.","East Germany","751","0.325103968256282","0.305977427676455","0.344230508836108"
"Rather not true","1990","66 and older","West Germany","","","",""
"Rather not true","1990","66 and older","East Germany","123","0.268687316281388","0.22707901532803","0.310295617234747"
"Totally disagree","1990","16-34 y.","West Germany","","","",""
"Totally disagree","1990","16-34 y.","East Germany","113","0.0648218953875237","0.0530868623909645","0.0765569283840829"
"Totally disagree","1990","35-65 y.","West Germany","","","",""
"Totally disagree","1990","35-65 y.","East Germany","176","0.0800333684770879","0.0689536573056647","0.0911130796485111"
"Totally disagree","1990","66 and older","West Germany","","","",""
"Totally disagree","1990","66 and older","East Germany","35","0.0859290720928907","0.0596224639544369","0.112235680231344"
"True entirely","1991","16-34 y.","West Germany","12","","",""
"True entirely","1991","16-34 y.","East Germany","231","0.151425461927837","0.133357188787803","0.169493735067872"
"True entirely","1991","35-65 y.","West Germany","","","",""
"True entirely","1991","35-65 y.","East Germany","335","0.147368948000836","0.132636861377302","0.162101034624369"
"True entirely","1991","66 and older","West Germany","","","",""
"True entirely","1991","66 and older","East Germany","57","0.158939176539541","0.123330997843338","0.194547355235744"
"Tends to agree","1991","16-34 y.","West Germany","15","","",""
"Tends to agree","1991","16-34 y.","East Germany","686","0.452452953692656","0.427364746390601","0.47754116099471"
"Tends to agree","1991","35-65 y.","West Germany","2","","",""
"Tends to agree","1991","35-65 y.","East Germany","862","0.384648924238036","0.364429236572723","0.404868611903349"
"Tends to agree","1991","66 and older","West Germany","","","",""
"Tends to agree","1991","66 and older","East Germany","167","0.389500884852186","0.342009227785999","0.436992541918373"
"Rather not true","1991","16-34 y.","West Germany","3","","",""
"Rather not true","1991","16-34 y.","East Germany","475","0.312909487478113","0.289537882522015","0.33628109243421"
"Rather not true","1991","35-65 y.","West Germany","5","","",""
"Rather not true","1991","35-65 y.","East Germany","774","0.351263553625745","0.331424022978193","0.371103084273297"
"Rather not true","1991","66 and older","West Germany","","","",""
"Rather not true","1991","66 and older","East Germany","136","0.335749668193149","0.289756400561714","0.381742935824584"
"Totally disagree","1991","16-34 y.","West Germany","1","","",""
