"plh0188","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","West Germany","","","",""
"True entirely","1990","no migration background","East Germany","769","0.181828185722548","0.170282380969775","0.19337399047532"
"True entirely","1990","direct migration background","West Germany","","","",""
"True entirely","1990","direct migration background","East Germany","20","","",""
"True entirely","1990","indirect migration background","West Germany","","","",""
"True entirely","1990","indirect migration background","East Germany","","","",""
"Tends to agree","1990","no migration background","West Germany","","","",""
"Tends to agree","1990","no migration background","East Germany","1891","0.440047583299756","0.425188338723056","0.454906827876455"
"Tends to agree","1990","direct migration background","West Germany","","","",""
"Tends to agree","1990","direct migration background","East Germany","77","0.534140861397633","0.452094537019042","0.616187185776225"
"Tends to agree","1990","indirect migration background","West Germany","","","",""
"Tends to agree","1990","indirect migration background","East Germany","1","","",""
"Rather not true","1990","no migration background","West Germany","","","",""
"Rather not true","1990","no migration background","East Germany","1309","0.301267016196821","0.28753283525686","0.315001197136782"
"Rather not true","1990","direct migration background","West Germany","","","",""
"Rather not true","1990","direct migration background","East Germany","39","0.266459919638862","0.193743616848141","0.339176222429582"
"Rather not true","1990","indirect migration background","West Germany","","","",""
"Rather not true","1990","indirect migration background","East Germany","1","","",""
"Totally disagree","1990","no migration background","West Germany","","","",""
"Totally disagree","1990","no migration background","East Germany","318","0.0768572147808758","0.068883731090645","0.0848306984711066"
"Totally disagree","1990","direct migration background","West Germany","","","",""
"Totally disagree","1990","direct migration background","East Germany","6","","",""
"Totally disagree","1990","indirect migration background","West Germany","","","",""
"Totally disagree","1990","indirect migration background","East Germany","","","",""
"True entirely","1991","no migration background","West Germany","11","","",""
"True entirely","1991","no migration background","East Germany","592","0.146886372433272","0.135910740270538","0.157862004596005"
"True entirely","1991","direct migration background","West Germany","1","","",""
"True entirely","1991","direct migration background","East Germany","31","0.23800506293902","0.167960720992371","0.308049404885668"
"True entirely","1991","indirect migration background","West Germany","","","",""
"True entirely","1991","indirect migration background","East Germany","","","",""
"Tends to agree","1991","no migration background","West Germany","17","","",""
"Tends to agree","1991","no migration background","East Germany","1659","0.409513820939659","0.394267168456765","0.424760473422553"
"Tends to agree","1991","direct migration background","West Germany","","","",""
"Tends to agree","1991","direct migration background","East Germany","54","0.356791240547175","0.277998358582621","0.435584122511728"
"Tends to agree","1991","indirect migration background","West Germany","","","",""
"Tends to agree","1991","indirect migration background","East Germany","2","","",""
"Rather not true","1991","no migration background","West Germany","8","","",""
