"plh0188","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","16-34 y.","Not Employed","146","0.176016845844425","0.149790253536766","0.202243438152084"
"True entirely","1992","16-34 y.","Employed","540","0.173354382443906","0.160092565813035","0.186616199074776"
"True entirely","1992","35-65 y.","Not Employed","157","0.114243012323618","0.0972172793164164","0.13126874533082"
"True entirely","1992","35-65 y.","Employed","571","0.136520211284468","0.126249696527195","0.146790726041742"
"True entirely","1992","66 and older","Not Employed","147","0.102294991055623","0.0863642969171928","0.118225685194053"
"True entirely","1992","66 and older","Employed","4","","",""
"Tends to agree","1992","16-34 y.","Not Employed","424","0.511526740266865","0.477102834080021","0.545950646453709"
"Tends to agree","1992","16-34 y.","Employed","1685","0.537578734681819","0.520111833571265","0.555045635792372"
"Tends to agree","1992","35-65 y.","Not Employed","561","0.413842088688104","0.387481303248502","0.440202874127705"
"Tends to agree","1992","35-65 y.","Employed","1942","0.458697236667129","0.443791589706848","0.47360288362741"
"Tends to agree","1992","66 and older","Not Employed","545","0.373403766260486","0.347975079736811","0.398832452784161"
"Tends to agree","1992","66 and older","Employed","19","","",""
"Rather not true","1992","16-34 y.","Not Employed","200","0.254057781146893","0.224078278342722","0.284037283951064"
"Rather not true","1992","16-34 y.","Employed","780","0.246067314463629","0.230978011691069","0.261156617236189"
"Rather not true","1992","35-65 y.","Not Employed","480","0.372635050829768","0.346756754645539","0.398513347013997"
"Rather not true","1992","35-65 y.","Employed","1435","0.327139857897601","0.313105363269903","0.341174352525299"
"Rather not true","1992","66 and older","Not Employed","550","0.406489355558928","0.380667970398909","0.432310740718947"
"Rather not true","1992","66 and older","Employed","10","","",""
"Totally disagree","1992","16-34 y.","Not Employed","40","0.0583986327418175","0.0422498250984691","0.0745474403851659"
"Totally disagree","1992","16-34 y.","Employed","125","0.0429995684106468","0.0358929329706031","0.0501062038506905"
"Totally disagree","1992","35-65 y.","Not Employed","143","0.09927984815851","0.0832747186047632","0.115284977712257"
"Totally disagree","1992","35-65 y.","Employed","345","0.0776426941508011","0.0696375797795477","0.0856478085220546"
"Totally disagree","1992","66 and older","Not Employed","148","0.117811887124963","0.100863988874513","0.134759785375412"
"Totally disagree","1992","66 and older","Employed","1","","",""
"True entirely","1993","16-34 y.","Not Employed","147","0.118365901607402","0.0998159567484651","0.136915846466339"
"True entirely","1993","16-34 y.","Employed","551","0.146320382066859","0.134979800253998","0.15766096387972"
"True entirely","1993","35-65 y.","Not Employed","144","0.0793868168906725","0.0668700582586339","0.091903575522711"
"True entirely","1993","35-65 y.","Employed","465","0.0931260024990454","0.0850155420201823","0.101236462977909"
"True entirely","1993","66 and older","Not Employed","138","0.0929338946206489","0.0779794479494941","0.107888341291804"
"True entirely","1993","66 and older","Employed","5","","",""
"Tends to agree","1993","16-34 y.","Not Employed","557","0.474174832718699","0.445501705441495","0.502847959995902"
"Tends to agree","1993","16-34 y.","Employed","1855","0.488370742513091","0.472331347935196","0.504410137090985"
"Tends to agree","1993","35-65 y.","Not Employed","633","0.346362999876768","0.324333068281043","0.368392931472493"
"Tends to agree","1993","35-65 y.","Employed","2044","0.400816099415902","0.387139151166699","0.414493047665104"
"Tends to agree","1993","66 and older","Not Employed","488","0.319384596615874","0.295370199925203","0.343398993306546"
"Tends to agree","1993","66 and older","Employed","14","","",""
"Rather not true","1993","16-34 y.","Not Employed","366","0.319537559466845","0.29276140748012","0.346313711453569"
"Rather not true","1993","16-34 y.","Employed","1075","0.299464229828848","0.28476741908446","0.314161040573237"
"Rather not true","1993","35-65 y.","Not Employed","735","0.405945165432798","0.383208538153916","0.42868179271168"
"Rather not true","1993","35-65 y.","Employed","1926","0.401591230483508","0.387909921790801","0.415272539176216"
"Rather not true","1993","66 and older","Not Employed","600","0.424413406703177","0.398956027477499","0.449870785928856"
"Rather not true","1993","66 and older","Employed","14","","",""
"Totally disagree","1993","16-34 y.","Not Employed","95","0.0879217062070547","0.0716606316087056","0.104182780805404"
"Totally disagree","1993","16-34 y.","Employed","250","0.0658446455912022","0.0578866214471323","0.0738026697352722"
"Totally disagree","1993","35-65 y.","Not Employed","280","0.168305017799762","0.150982554054473","0.18562748154505"
"Totally disagree","1993","35-65 y.","Employed","497","0.104466667601544","0.0959304337268168","0.113002901476272"
"Totally disagree","1993","66 and older","Not Employed","222","0.163268102060299","0.144230701627142","0.182305502493456"
"Totally disagree","1993","66 and older","Employed","4","","",""
"True entirely","1994","16-34 y.","Not Employed","","","",""
"True entirely","1994","16-34 y.","Employed","","","",""
"True entirely","1994","35-65 y.","Not Employed","","","",""
"True entirely","1994","35-65 y.","Employed","","","",""
"True entirely","1994","66 and older","Not Employed","","","",""
"True entirely","1994","66 and older","Employed","","","",""
"Tends to agree","1994","16-34 y.","Not Employed","","","",""
"Tends to agree","1994","16-34 y.","Employed","","","",""
"Tends to agree","1994","35-65 y.","Not Employed","","","",""
"Tends to agree","1994","35-65 y.","Employed","","","",""
"Tends to agree","1994","66 and older","Not Employed","","","",""
"Tends to agree","1994","66 and older","Employed","","","",""
"Rather not true","1994","16-34 y.","Not Employed","","","",""
"Rather not true","1994","16-34 y.","Employed","","","",""
"Rather not true","1994","35-65 y.","Not Employed","","","",""
"Rather not true","1994","35-65 y.","Employed","","","",""
"Rather not true","1994","66 and older","Not Employed","","","",""
"Rather not true","1994","66 and older","Employed","","","",""
"Totally disagree","1994","16-34 y.","Not Employed","","","",""
"Totally disagree","1994","16-34 y.","Employed","","","",""
"Totally disagree","1994","35-65 y.","Not Employed","","","",""
"Totally disagree","1994","35-65 y.","Employed","","","",""
"Totally disagree","1994","66 and older","Not Employed","","","",""
"Totally disagree","1994","66 and older","Employed","","","",""
"True entirely","1995","16-34 y.","Not Employed","267","0.18983983179582","0.168989283665306","0.210690379926333"
"True entirely","1995","16-34 y.","Employed","672","0.185706066671508","0.172958898561327","0.198453234781688"
"True entirely","1995","35-65 y.","Not Employed","202","0.106115029446416","0.0924242167849227","0.11980584210791"
"True entirely","1995","35-65 y.","Employed","601","0.130805076149447","0.121346623519528","0.140263528779366"
"True entirely","1995","66 and older","Not Employed","180","0.116105343741979","0.0998936339814349","0.132317053502523"
"True entirely","1995","66 and older","Employed","9","","",""
"Tends to agree","1995","16-34 y.","Not Employed","760","0.567487741275495","0.541147738554784","0.593827743996207"
"Tends to agree","1995","16-34 y.","Employed","2102","0.589402650559123","0.573276742440001","0.605528558678246"
"Tends to agree","1995","35-65 y.","Not Employed","882","0.450868530358249","0.428749652573112","0.472987408143387"
"Tends to agree","1995","35-65 y.","Employed","2604","0.52488703931914","0.510878896305706","0.538895182332574"
"Tends to agree","1995","66 and older","Not Employed","610","0.400136600035574","0.375343388680193","0.424929811390956"
"Tends to agree","1995","66 and older","Employed","18","","",""
"Rather not true","1995","16-34 y.","Not Employed","287","0.210876029228833","0.189187775356701","0.232564283100964"
"Rather not true","1995","16-34 y.","Employed","716","0.205284381637109","0.192044201421171","0.218524561853048"
"Rather not true","1995","35-65 y.","Not Employed","694","0.34906870463486","0.327879093150919","0.370258316118802"
"Rather not true","1995","35-65 y.","Employed","1471","0.300886597221073","0.28802116328754","0.313752031154606"
"Rather not true","1995","66 and older","Not Employed","556","0.364666782304278","0.34030823718792","0.389025327420636"
"Rather not true","1995","66 and older","Employed","12","","",""
"Totally disagree","1995","16-34 y.","Not Employed","45","0.0317963976998522","0.0224679223145973","0.0411248730851071"
"Totally disagree","1995","16-34 y.","Employed","85","0.0196069011322599","0.0150621022425367","0.0241517000219831"
"Totally disagree","1995","35-65 y.","Not Employed","166","0.0939477355604741","0.0809783397644497","0.106917131356498"
"Totally disagree","1995","35-65 y.","Employed","206","0.0434212873103401","0.0377043832123769","0.0491381914083033"
"Totally disagree","1995","66 and older","Not Employed","154","0.119091273918168","0.102700181915735","0.135482365920602"
"Totally disagree","1995","66 and older","Employed","4","","",""
"True entirely","1996","16-34 y.","Not Employed","225","0.15961188016222","0.139524412006684","0.179699348317756"
"True entirely","1996","16-34 y.","Employed","633","0.166236753669645","0.153888774973746","0.178584732365543"
"True entirely","1996","35-65 y.","Not Employed","180","0.101101650231124","0.0873719196981982","0.11483138076405"
"True entirely","1996","35-65 y.","Employed","548","0.118765618606307","0.109699104457956","0.127832132754658"
"True entirely","1996","66 and older","Not Employed","167","0.111232040534098","0.0954099287812246","0.127054152286972"
"True entirely","1996","66 and older","Employed","7","","",""
"Tends to agree","1996","16-34 y.","Not Employed","712","0.588007680970493","0.561012347188258","0.615003014752728"
"Tends to agree","1996","16-34 y.","Employed","1971","0.580566828078887","0.564199851165658","0.596933804992116"
"Tends to agree","1996","35-65 y.","Not Employed","745","0.401845749344774","0.379517026354454","0.424174472335094"
"Tends to agree","1996","35-65 y.","Employed","2419","0.487920548666912","0.473912021122378","0.501929076211445"
"Tends to agree","1996","66 and older","Not Employed","584","0.387546395676807","0.363030162173133","0.412062629180482"
"Tends to agree","1996","66 and older","Employed","20","","",""
"Rather not true","1996","16-34 y.","Not Employed","289","0.216236647458492","0.193657384132649","0.238815910784335"
"Rather not true","1996","16-34 y.","Employed","785","0.223164746318055","0.20935491953257","0.23697457310354"
"Rather not true","1996","35-65 y.","Not Employed","738","0.397548785570036","0.375260135930671","0.419837435209401"
"Rather not true","1996","35-65 y.","Employed","1678","0.345832794030378","0.33250289896264","0.359162689098116"
"Rather not true","1996","66 and older","Not Employed","597","0.394602117795904","0.370006629152869","0.41919760643894"
"Rather not true","1996","66 and older","Employed","19","","",""
"Totally disagree","1996","16-34 y.","Not Employed","51","0.036143791408795","0.0259067226433805","0.0463808601742095"
"Totally disagree","1996","16-34 y.","Employed","103","0.030031671933413","0.0243708498445828","0.0356924940222432"
"Totally disagree","1996","35-65 y.","Not Employed","189","0.0995038148540661","0.0858709099850192","0.113136719723113"
"Totally disagree","1996","35-65 y.","Employed","246","0.0474810386964032","0.0415210397910371","0.0534410376017693"
"Totally disagree","1996","66 and older","Not Employed","169","0.10661944599319","0.0910887199510114","0.122150172035369"
"Totally disagree","1996","66 and older","Employed","4","","",""
"True entirely","1997","16-34 y.","Not Employed","182","0.157227033925658","0.137515003898155","0.17693906395316"
"True entirely","1997","16-34 y.","Employed","402","0.118500873571519","0.107490404705481","0.129511342437556"
"True entirely","1997","35-65 y.","Not Employed","95","0.0547008540205923","0.0443806006635499","0.0650211073776347"
"True entirely","1997","35-65 y.","Employed","332","0.0722628170373222","0.064921145613825","0.0796044884608195"
"True entirely","1997","66 and older","Not Employed","97","0.0672347492443125","0.054739405672379","0.079730092816246"
"True entirely","1997","66 and older","Employed","3","","",""
"Tends to agree","1997","16-34 y.","Not Employed","636","0.487042486513896","0.45997570826347","0.514109264764322"
"Tends to agree","1997","16-34 y.","Employed","1696","0.52751072635288","0.510503021192768","0.544518431512993"
"Tends to agree","1997","35-65 y.","Not Employed","618","0.328848193094869","0.30752674071313","0.350169645476608"
"Tends to agree","1997","35-65 y.","Employed","1913","0.396409546160554","0.382539808336871","0.410279283984236"
"Tends to agree","1997","66 and older","Not Employed","491","0.325988579831623","0.30260021021775","0.349376949445497"
"Tends to agree","1997","66 and older","Employed","18","","",""
"Rather not true","1997","16-34 y.","Not Employed","420","0.296239179520104","0.271513613976037","0.320964745064172"
"Rather not true","1997","16-34 y.","Employed","1026","0.299320721349765","0.283719373400441","0.314922069299089"
"Rather not true","1997","35-65 y.","Not Employed","854","0.452426956030966","0.429837595363558","0.475016316698375"
"Rather not true","1997","35-65 y.","Employed","2065","0.424582869308046","0.410567722682332","0.438598015933759"
"Rather not true","1997","66 and older","Not Employed","707","0.43983179321487","0.415065120470913","0.464598465958826"
"Rather not true","1997","66 and older","Employed","28","","",""
"Totally disagree","1997","16-34 y.","Not Employed","72","0.0594913000403424","0.0466821420730794","0.0723004580076054"
"Totally disagree","1997","16-34 y.","Employed","186","0.0546676787258361","0.0469232093941639","0.0624121480575084"
"Totally disagree","1997","35-65 y.","Not Employed","298","0.164023996853573","0.147218193648258","0.180829800058888"
"Totally disagree","1997","35-65 y.","Employed","468","0.106744767494078","0.0979891637044243","0.115500371283732"
"Totally disagree","1997","66 and older","Not Employed","248","0.166944877709194","0.148337355470061","0.185552399948328"
"Totally disagree","1997","66 and older","Employed","4","","",""
"True entirely","1998","16-34 y.","Not Employed","","","",""
"True entirely","1998","16-34 y.","Employed","","","",""
"True entirely","1998","35-65 y.","Not Employed","","","",""
"True entirely","1998","35-65 y.","Employed","","","",""
"True entirely","1998","66 and older","Not Employed","","","",""
"True entirely","1998","66 and older","Employed","","","",""
"Tends to agree","1998","16-34 y.","Not Employed","","","",""
"Tends to agree","1998","16-34 y.","Employed","","","",""
"Tends to agree","1998","35-65 y.","Not Employed","","","",""
"Tends to agree","1998","35-65 y.","Employed","","","",""
"Tends to agree","1998","66 and older","Not Employed","","","",""
"Tends to agree","1998","66 and older","Employed","","","",""
"Rather not true","1998","16-34 y.","Not Employed","","","",""
"Rather not true","1998","16-34 y.","Employed","","","",""
"Rather not true","1998","35-65 y.","Not Employed","","","",""
"Rather not true","1998","35-65 y.","Employed","","","",""
"Rather not true","1998","66 and older","Not Employed","","","",""
"Rather not true","1998","66 and older","Employed","","","",""
"Totally disagree","1998","16-34 y.","Not Employed","","","",""
"Totally disagree","1998","16-34 y.","Employed","","","",""
"Totally disagree","1998","35-65 y.","Not Employed","","","",""
"Totally disagree","1998","35-65 y.","Employed","","","",""
"Totally disagree","1998","66 and older","Not Employed","","","",""
"Totally disagree","1998","66 and older","Employed","","","",""
"True entirely","1999","16-34 y.","Not Employed","","","",""
"True entirely","1999","16-34 y.","Employed","","","",""
"True entirely","1999","35-65 y.","Not Employed","","","",""
"True entirely","1999","35-65 y.","Employed","","","",""
"True entirely","1999","66 and older","Not Employed","","","",""
"True entirely","1999","66 and older","Employed","","","",""
"Tends to agree","1999","16-34 y.","Not Employed","","","",""
"Tends to agree","1999","16-34 y.","Employed","","","",""
"Tends to agree","1999","35-65 y.","Not Employed","","","",""
"Tends to agree","1999","35-65 y.","Employed","","","",""
"Tends to agree","1999","66 and older","Not Employed","","","",""
"Tends to agree","1999","66 and older","Employed","","","",""
"Rather not true","1999","16-34 y.","Not Employed","","","",""
"Rather not true","1999","16-34 y.","Employed","","","",""
"Rather not true","1999","35-65 y.","Not Employed","","","",""
"Rather not true","1999","35-65 y.","Employed","","","",""
"Rather not true","1999","66 and older","Not Employed","","","",""
"Rather not true","1999","66 and older","Employed","","","",""
"Totally disagree","1999","16-34 y.","Not Employed","","","",""
"Totally disagree","1999","16-34 y.","Employed","","","",""
"Totally disagree","1999","35-65 y.","Not Employed","","","",""
"Totally disagree","1999","35-65 y.","Employed","","","",""
"Totally disagree","1999","66 and older","Not Employed","","","",""
"Totally disagree","1999","66 and older","Employed","","","",""
"True entirely","2000","16-34 y.","Not Employed","","","",""
"True entirely","2000","16-34 y.","Employed","","","",""
"True entirely","2000","35-65 y.","Not Employed","","","",""
"True entirely","2000","35-65 y.","Employed","","","",""
"True entirely","2000","66 and older","Not Employed","","","",""
"True entirely","2000","66 and older","Employed","","","",""
"Tends to agree","2000","16-34 y.","Not Employed","","","",""
"Tends to agree","2000","16-34 y.","Employed","","","",""
"Tends to agree","2000","35-65 y.","Not Employed","","","",""
