"plh0188","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","no migration background","401","0.11359180746377","0.102725886789796","0.124457728137744"
"True entirely","1992","Not Employed","direct migration background","42","0.185570813098925","0.13576022581533","0.235381400382521"
"True entirely","1992","Not Employed","indirect migration background","7","","",""
"True entirely","1992","Employed","no migration background","1062","0.152751143672851","0.144363725885647","0.161138561460055"
"True entirely","1992","Employed","direct migration background","46","0.125332223574094","0.0901387957991795","0.160525651349008"
"True entirely","1992","Employed","indirect migration background","7","","",""
"Tends to agree","1992","Not Employed","no migration background","1415","0.409142176022313","0.392305561639693","0.425978790404933"
"Tends to agree","1992","Not Employed","direct migration background","103","0.426235661342582","0.362873230602107","0.489598092083057"
"Tends to agree","1992","Not Employed","indirect migration background","12","","",""
"Tends to agree","1992","Employed","no migration background","3448","0.488572372351694","0.476918048277324","0.500226696426064"
"Tends to agree","1992","Employed","direct migration background","174","0.527329960661846","0.474262428303035","0.580397493020657"
"Tends to agree","1992","Employed","indirect migration background","24","","",""
"Rather not true","1992","Not Employed","no migration background","1153","0.375308292989594","0.358727584068313","0.391889001910875"
"Rather not true","1992","Not Employed","direct migration background","69","0.290524706512556","0.232354536104678","0.348694876920434"
"Rather not true","1992","Not Employed","indirect migration background","8","","",""
"Rather not true","1992","Employed","no migration background","2108","0.29491339282645","0.284281783098299","0.305545002554601"
"Rather not true","1992","Employed","direct migration background","101","0.289499153355134","0.24129165652476","0.337706650185508"
"Rather not true","1992","Employed","indirect migration background","16","","",""
"Totally disagree","1992","Not Employed","no migration background","307","0.101957723524323","0.0915959379548436","0.112319509093803"
"Totally disagree","1992","Not Employed","direct migration background","20","","",""
"Totally disagree","1992","Not Employed","indirect migration background","4","","",""
"Totally disagree","1992","Employed","no migration background","449","0.0637630911490044","0.0580665910943558","0.069459591203653"
"Totally disagree","1992","Employed","direct migration background","19","","",""
"Totally disagree","1992","Employed","indirect migration background","3","","",""
"True entirely","1993","Not Employed","no migration background","309","0.0880486770145631","0.0785628558940738","0.0975344981350525"
"True entirely","1993","Not Employed","direct migration background","88","0.124306378701271","0.101585329502942","0.147027427899601"
"True entirely","1993","Not Employed","indirect migration background","32","0.121510633982567","0.0719581701466654","0.171063097818468"
"True entirely","1993","Employed","no migration background","731","0.110372147567952","0.102884609701404","0.1178596854345"
"True entirely","1993","Employed","direct migration background","231","0.13829700915281","0.121720396604017","0.154873621701603"
"True entirely","1993","Employed","indirect migration background","59","0.159272901286965","0.118272713451133","0.200273089122798"
"Tends to agree","1993","Not Employed","no migration background","1277","0.352610469651207","0.33661643171422","0.368604507588194"
"Tends to agree","1993","Not Employed","direct migration background","330","0.379738002780212","0.346315790049336","0.413160215511087"
"Tends to agree","1993","Not Employed","indirect migration background","71","0.434039870111062","0.35886934455034","0.509210395671784"
"Tends to agree","1993","Employed","no migration background","3021","0.437193321534561","0.425340507233192","0.44904613583593"
"Tends to agree","1993","Employed","direct migration background","749","0.419406414510962","0.395711003654888","0.443101825367035"
"Tends to agree","1993","Employed","indirect migration background","143","0.463212420966533","0.407342416644396","0.519082425288669"
"Rather not true","1993","Not Employed","no migration background","1364","0.406534999224737","0.390092258428915","0.422977740020559"
"Rather not true","1993","Not Employed","direct migration background","283","0.344051261752374","0.311335871176501","0.376766652328247"
"Rather not true","1993","Not Employed","indirect migration background","54","0.354723505800811","0.282161753496441","0.427285258105182"
"Rather not true","1993","Employed","no migration background","2392","0.362480178258274","0.350993510036474","0.373966846480075"
"Rather not true","1993","Employed","direct migration background","541","0.357393576589278","0.334381463743843","0.380405689434712"
"Rather not true","1993","Employed","indirect migration background","82","0.289856250478769","0.239022535774399","0.340689965183139"
"Totally disagree","1993","Not Employed","no migration background","478","0.152805854109493","0.140761343630186","0.164850364588799"
"Totally disagree","1993","Not Employed","direct migration background","109","0.151904356766143","0.127186369014703","0.176622344517584"
"Totally disagree","1993","Not Employed","indirect migration background","10","","",""
"Totally disagree","1993","Employed","no migration background","584","0.0899543526392128","0.0831176328646097","0.0967910724138158"
"Totally disagree","1993","Employed","direct migration background","145","0.0849029997469509","0.0715183911502816","0.0982876083436202"
"Totally disagree","1993","Employed","indirect migration background","22","","",""
"True entirely","1994","Not Employed","no migration background","","","",""
"True entirely","1994","Not Employed","direct migration background","","","",""
"True entirely","1994","Not Employed","indirect migration background","","","",""
"True entirely","1994","Employed","no migration background","","","",""
"True entirely","1994","Employed","direct migration background","","","",""
"True entirely","1994","Employed","indirect migration background","","","",""
"Tends to agree","1994","Not Employed","no migration background","","","",""
"Tends to agree","1994","Not Employed","direct migration background","","","",""
"Tends to agree","1994","Not Employed","indirect migration background","","","",""
"Tends to agree","1994","Employed","no migration background","","","",""
"Tends to agree","1994","Employed","direct migration background","","","",""
"Tends to agree","1994","Employed","indirect migration background","","","",""
"Rather not true","1994","Not Employed","no migration background","","","",""
"Rather not true","1994","Not Employed","direct migration background","","","",""
"Rather not true","1994","Not Employed","indirect migration background","","","",""
"Rather not true","1994","Employed","no migration background","","","",""
"Rather not true","1994","Employed","direct migration background","","","",""
"Rather not true","1994","Employed","indirect migration background","","","",""
"Totally disagree","1994","Not Employed","no migration background","","","",""
"Totally disagree","1994","Not Employed","direct migration background","","","",""
"Totally disagree","1994","Not Employed","indirect migration background","","","",""
"Totally disagree","1994","Employed","no migration background","","","",""
"Totally disagree","1994","Employed","direct migration background","","","",""
"Totally disagree","1994","Employed","indirect migration background","","","",""
"True entirely","1995","Not Employed","no migration background","422","0.115158624824482","0.104649121776679","0.125668127872286"
"True entirely","1995","Not Employed","direct migration background","179","0.174352046286561","0.151848666452009","0.196855426121113"
"True entirely","1995","Not Employed","indirect migration background","48","0.259550395165215","0.193061601182921","0.326039189147508"
"True entirely","1995","Employed","no migration background","902","0.145136597685492","0.136547747015466","0.153725448355518"
"True entirely","1995","Employed","direct migration background","307","0.1975590316268","0.17864329300993","0.216474770243671"
"True entirely","1995","Employed","indirect migration background","73","0.170380675551993","0.130240179207674","0.210521171896311"
"Tends to agree","1995","Not Employed","no migration background","1655","0.449953940843023","0.433575038515311","0.466332843170735"
"Tends to agree","1995","Not Employed","direct migration background","523","0.451144719312408","0.421631020941461","0.480658417683355"
"Tends to agree","1995","Not Employed","indirect migration background","74","0.460756917790742","0.385157564766378","0.536356270815105"
"Tends to agree","1995","Employed","no migration background","3647","0.55563604410055","0.543519944410323","0.567752143790777"
"Tends to agree","1995","Employed","direct migration background","891","0.499589357291573","0.475835279685052","0.523343434898095"
"Tends to agree","1995","Employed","indirect migration background","186","0.572094019139979","0.519268834625033","0.624919203654925"
"Rather not true","1995","Not Employed","no migration background","1191","0.339875436552922","0.324280842634068","0.355470030471777"
"Rather not true","1995","Not Employed","direct migration background","306","0.281514428306706","0.254839938187569","0.308188918425842"
"Rather not true","1995","Not Employed","indirect migration background","40","0.266932778507216","0.199842018844128","0.334023538170305"
"Rather not true","1995","Employed","no migration background","1693","0.263741160205706","0.252996258727464","0.274486061683948"
"Rather not true","1995","Employed","direct migration background","434","0.268211164905978","0.247163708002867","0.28925862180909"
"Rather not true","1995","Employed","indirect migration background","72","0.250980905916393","0.204689547391614","0.297272264441172"
"Totally disagree","1995","Not Employed","no migration background","276","0.0950119977795721","0.0853578960648967","0.104666099494248"
"Totally disagree","1995","Not Employed","direct migration background","84","0.0929888060943254","0.0757638378001266","0.110213774388524"
"Totally disagree","1995","Not Employed","indirect migration background","5","","",""
"Totally disagree","1995","Employed","no migration background","219","0.0354861980082521","0.0309751008630674","0.0399972951534368"
"Totally disagree","1995","Employed","direct migration background","70","0.034640446175648","0.0259527504644284","0.0433281418868676"
"Totally disagree","1995","Employed","indirect migration background","6","","",""
"True entirely","1996","Not Employed","no migration background","401","0.112359690625577","0.101817005768502","0.122902375482653"
