"plh0188","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","in school","West Germany","","","",""
"True entirely","1990","in school","East Germany","6","","",""
"True entirely","1990","inadequately","West Germany","","","",""
"True entirely","1990","inadequately","East Germany","1","","",""
"True entirely","1990","general elemantary","West Germany","","","",""
"True entirely","1990","general elemantary","East Germany","86","0.161557260665094","0.129801451406572","0.193313069923616"
"True entirely","1990","middle vocational","West Germany","","","",""
"True entirely","1990","middle vocational","East Germany","497","0.203733167439211","0.188047945151693","0.219418389726729"
"True entirely","1990","vocational + Abi","West Germany","","","",""
"True entirely","1990","vocational + Abi","East Germany","17","","",""
"True entirely","1990","higher vocational","West Germany","","","",""
"True entirely","1990","higher vocational","East Germany","54","0.194873789968032","0.146633833504502","0.243113746431561"
"True entirely","1990","higher education","West Germany","","","",""
"True entirely","1990","higher education","East Germany","126","0.122699493973919","0.102303237021602","0.143095750926237"
"Tends to agree","1990","in school","West Germany","","","",""
"Tends to agree","1990","in school","East Germany","16","","",""
"Tends to agree","1990","inadequately","West Germany","","","",""
"Tends to agree","1990","inadequately","East Germany","9","","",""
"Tends to agree","1990","general elemantary","West Germany","","","",""
"Tends to agree","1990","general elemantary","East Germany","234","0.459990897388888","0.416987932524506","0.502993862253269"
"Tends to agree","1990","middle vocational","West Germany","","","",""
"Tends to agree","1990","middle vocational","East Germany","1123","0.435730712336739","0.416420689444511","0.455040735228968"
"Tends to agree","1990","vocational + Abi","West Germany","","","",""
"Tends to agree","1990","vocational + Abi","East Germany","34","0.474512678780312","0.365089801835321","0.583935555725303"
"Tends to agree","1990","higher vocational","West Germany","","","",""
"Tends to agree","1990","higher vocational","East Germany","131","0.520366515613578","0.459523934779448","0.581209096447708"
"Tends to agree","1990","higher education","West Germany","","","",""
"Tends to agree","1990","higher education","East Germany","421","0.425042499899591","0.394310632601681","0.455774367197501"
"Rather not true","1990","in school","West Germany","","","",""
"Rather not true","1990","in school","East Germany","6","","",""
"Rather not true","1990","inadequately","West Germany","","","",""
"Rather not true","1990","inadequately","East Germany","1","","",""
"Rather not true","1990","general elemantary","West Germany","","","",""
"Rather not true","1990","general elemantary","East Germany","156","0.293864246966864","0.254559888121417","0.333168605812312"
"Rather not true","1990","middle vocational","West Germany","","","",""
"Rather not true","1990","middle vocational","East Germany","746","0.293021902998675","0.27529701425332","0.310746791744031"
"Rather not true","1990","vocational + Abi","West Germany","","","",""
"Rather not true","1990","vocational + Abi","East Germany","26","","",""
"Rather not true","1990","higher vocational","West Germany","","","",""
"Rather not true","1990","higher vocational","East Germany","58","0.217106712134741","0.16689718641636","0.267316237853121"
"Rather not true","1990","higher education","West Germany","","","",""
"Rather not true","1990","higher education","East Germany","353","0.353586740848949","0.323866110762214","0.383307370935685"
"Totally disagree","1990","in school","West Germany","","","",""
"Totally disagree","1990","in school","East Germany","3","","",""
"Totally disagree","1990","inadequately","West Germany","","","",""
"Totally disagree","1990","inadequately","East Germany","","","",""
"Totally disagree","1990","general elemantary","West Germany","","","",""
"Totally disagree","1990","general elemantary","East Germany","40","0.084587594979154","0.0605779921763953","0.108597197781913"
"Totally disagree","1990","middle vocational","West Germany","","","",""
"Totally disagree","1990","middle vocational","East Germany","167","0.067514217225374","0.0577429874963976","0.0772854469543505"
"Totally disagree","1990","vocational + Abi","West Germany","","","",""
