"plh0188","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","West Germany","","","",""
"True entirely","1990","lower secondary degree","East Germany","337","0.196480489784646","0.17785381611255","0.215107163456743"
"True entirely","1990","secondary school degree","West Germany","","","",""
"True entirely","1990","secondary school degree","East Germany","355","0.174582055232419","0.158072708704396","0.191091401760442"
"True entirely","1990","college entrance qualification","West Germany","","","",""
"True entirely","1990","college entrance qualification","East Germany","79","0.145623144809909","0.115762056184088","0.17548423343573"
"True entirely","1990","Other degree","West Germany","","","",""
"True entirely","1990","Other degree","East Germany","9","","",""
"True entirely","1990","no degree/no degree yet","West Germany","","","",""
"True entirely","1990","no degree/no degree yet","East Germany","7","","",""
"Tends to agree","1990","lower secondary degree","West Germany","","","",""
"Tends to agree","1990","lower secondary degree","East Germany","759","0.43247675110312","0.409252025666862","0.455701476539378"
"Tends to agree","1990","secondary school degree","West Germany","","","",""
"Tends to agree","1990","secondary school degree","East Germany","945","0.46608925530548","0.444394137863668","0.487784372747292"
"Tends to agree","1990","college entrance qualification","West Germany","","","",""
"Tends to agree","1990","college entrance qualification","East Germany","216","0.412770781422956","0.37109113767786","0.454450425168052"
"Tends to agree","1990","Other degree","West Germany","","","",""
"Tends to agree","1990","Other degree","East Germany","21","","",""
"Tends to agree","1990","no degree/no degree yet","West Germany","","","",""
"Tends to agree","1990","no degree/no degree yet","East Germany","25","","",""
"Rather not true","1990","lower secondary degree","West Germany","","","",""
"Rather not true","1990","lower secondary degree","East Germany","524","0.292511283872474","0.271185330874992","0.313837236869957"
"Rather not true","1990","secondary school degree","West Germany","","","",""
"Rather not true","1990","secondary school degree","East Germany","586","0.286556788896949","0.266892502756627","0.306221075037272"
"Rather not true","1990","college entrance qualification","West Germany","","","",""
"Rather not true","1990","college entrance qualification","East Germany","200","0.368279835207122","0.327446294811665","0.40911337560258"
"Rather not true","1990","Other degree","West Germany","","","",""
"Rather not true","1990","Other degree","East Germany","24","","",""
"Rather not true","1990","no degree/no degree yet","West Germany","","","",""
"Rather not true","1990","no degree/no degree yet","East Germany","9","","",""
"Totally disagree","1990","lower secondary degree","West Germany","","","",""
"Totally disagree","1990","lower secondary degree","East Germany","128","0.0785314752397597","0.0659207661443761","0.0911421843351432"
"Totally disagree","1990","secondary school degree","West Germany","","","",""
"Totally disagree","1990","secondary school degree","East Germany","145","0.0727719005651517","0.0614747665632516","0.0840690345670518"
"Totally disagree","1990","college entrance qualification","West Germany","","","",""
