"plh0188","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Urban Area","467","0.295797919235158","0.272988399946089","0.318607438524226","3"
"Rather not true","1990","Rural Area","856","0.302906692632732","0.285904530676253","0.319908854589211","3"
"Tends to agree","1990","Urban Area","686","0.446703793059868","0.421857672405128","0.471549913714608","2"
"Tends to agree","1990","Rural Area","1245","0.441055382197504","0.422684280130824","0.459426484264184","2"
"Totally disagree","1990","Urban Area","124","0.0813718143922309","0.0677078473315066","0.0950357814529552","4"
"Totally disagree","1990","Rural Area","193","0.0722312307378886","0.0626529703423989","0.0818094911333783","4"
"True entirely","1990","Urban Area","261","0.176126473312744","0.157088859319597","0.195164087305891","1"
"True entirely","1990","Rural Area","512","0.183806694431876","0.169475531476867","0.198137857386885","1"
"Rather not true","1991","Rural Area","889","0.337061486161024","0.319174838772618","0.354948133549431","3"
"Rather not true","1991","Urban Area","473","0.332867201992436","0.308235349251332","0.35749905473354","3"
"Tends to agree","1991","Urban Area","578","0.401422275825123","0.375800074433996","0.42704447721625","2"
"Tends to agree","1991","Rural Area","1112","0.407827839674025","0.389232668429685","0.426423010918365","2"
"Totally disagree","1991","Rural Area","264","0.101796831699604","0.0903550890133663","0.113238574385842","4"
"Totally disagree","1991","Urban Area","149","0.112329497841095","0.0958240149971179","0.128834980685072","4"
"True entirely","1991","Urban Area","206","0.153381024341346","0.13454517332307","0.172216875359623","1"
"True entirely","1991","Rural Area","418","0.153313842465346","0.13968089790374","0.166946787026952","1"
"Rather not true","1992","Urban Area","2088","0.32436486814052","0.313178783103124","0.335550953177916","3"
"Rather not true","1992","Rural Area","1333","0.322573885903553","0.308355019009131","0.336792752797975","3"
"Tends to agree","1992","Rural Area","1931","0.459378424150556","0.444220092581579","0.474536755719533","2"
"Tends to agree","1992","Urban Area","3185","0.459692708534312","0.447784146552622","0.471601270516003","2"
"Totally disagree","1992","Urban Area","495","0.0769142891093101","0.0705473656504863","0.0832812125681339","4"
"Totally disagree","1992","Rural Area","305","0.0817445761756335","0.0734110147103774","0.0900781376408896","4"
"True entirely","1992","Urban Area","960","0.139028134215858","0.130761077312871","0.147295191118845","1"
"True entirely","1992","Rural Area","583","0.136303113770257","0.125866659268239","0.146739568272275","1"
"Rather not true","1993","Urban Area","3067","0.366736027216993","0.35662350610822","0.376848548325766","3"
"Rather not true","1993","Rural Area","1649","0.395848058275854","0.381367049666754","0.410329066884953","3"
"Tends to agree","1993","Urban Area","3715","0.405578183450651","0.395274917129415","0.415881449771886","2"
"Tends to agree","1993","Rural Area","1876","0.402902281281603","0.388378355077584","0.417426207485621","2"
"Totally disagree","1993","Urban Area","916","0.118094614000253","0.111322624040736","0.12486660395977","4"
"Totally disagree","1993","Rural Area","432","0.10363186454755","0.0946067790403841","0.112656950054715","4"
"True entirely","1993","Urban Area","1026","0.109591175332103","0.103036174024481","0.116146176639726","1"
"True entirely","1993","Rural Area","424","0.0976177958949942","0.0888291650234508","0.106406426766538","1"
"Rather not true","1994","Urban Area","","","","","3"
"Rather not true","1994","Rural Area","","","","","3"
"Tends to agree","1994","Urban Area","","","","","2"
"Tends to agree","1994","Rural Area","","","","","2"
"Totally disagree","1994","Urban Area","","","","","4"
"Totally disagree","1994","Rural Area","","","","","4"
"True entirely","1994","Urban Area","","","","","1"
"True entirely","1994","Rural Area","","","","","1"
"Rather not true","1995","Rural Area","1326","0.313749265008931","0.300137364444023","0.327361165573839","3"
"Rather not true","1995","Urban Area","2410","0.28216467983321","0.272782359413769","0.29154700025265","3"
"Tends to agree","1995","Rural Area","2368","0.505980625085644","0.491314177565064","0.520647072606224","2"
"Tends to agree","1995","Urban Area","4608","0.507689689993046","0.497267351797922","0.51811202818817","2"
"Totally disagree","1995","Urban Area","458","0.063041713968045","0.0579750668419211","0.068108361094169","4"
"Totally disagree","1995","Rural Area","202","0.0510926000784191","0.0446334270748418","0.0575517730819964","4"
"True entirely","1995","Rural Area","568","0.129177509827006","0.119338661388005","0.139016358266006","1"
"True entirely","1995","Urban Area","1363","0.147103916205699","0.139719660936804","0.154488171474595","1"
"Rather not true","1996","Rural Area","1476","0.333804741790218","0.319910384165373","0.347699099415063","3"
"Rather not true","1996","Urban Area","2630","0.323611583136019","0.313753900115636","0.333469266156402","3"
"Tends to agree","1996","Rural Area","2191","0.487196685747801","0.472469524978863","0.501923846516739","2"
"Tends to agree","1996","Urban Area","4260","0.481790912793601","0.471262896375016","0.492318929212187","2"
"Totally disagree","1996","Urban Area","493","0.0613882533470018","0.056330584735749","0.0664459219582546","4"
"Totally disagree","1996","Rural Area","268","0.062889282113705","0.0557364962324132","0.0700420679949968","4"
"True entirely","1996","Rural Area","490","0.116109290348276","0.106670328657994","0.125548252038558","1"
"True entirely","1996","Urban Area","1270","0.133209250723378","0.126049645672292","0.140368855774464","1"
"Rather not true","1997","Rural Area","1924","0.431023156911328","0.416313536149448","0.445732777673208","3"
"Rather not true","1997","Urban Area","3176","0.380005864477081","0.36968953021153","0.390322198742633","3"
"Tends to agree","1997","Rural Area","1690","0.384064697326086","0.36961783208927","0.398511562562902","2"
"Tends to agree","1997","Urban Area","3682","0.41767054740874","0.407188701546039","0.42815239327144","2"
"Totally disagree","1997","Rural Area","448","0.117396621639803","0.107835376106685","0.126957867172921","4"
"Totally disagree","1997","Urban Area","827","0.109872937882323","0.103226210960482","0.116519664804165","4"
"True entirely","1997","Rural Area","292","0.0675155241227825","0.0600626033326573","0.0749684449129076","1"
"True entirely","1997","Urban Area","819","0.0924506502318557","0.0862942538360488","0.0986070466276625","1"
"Rather not true","1998","Rural Area","","","","","3"
"Rather not true","1998","Urban Area","","","","","3"
"Tends to agree","1998","Rural Area","","","","","2"
"Tends to agree","1998","Urban Area","","","","","2"
"Totally disagree","1998","Rural Area","","","","","4"
"Totally disagree","1998","Urban Area","","","","","4"
"True entirely","1998","Rural Area","","","","","1"
"True entirely","1998","Urban Area","","","","","1"
"Rather not true","1999","Rural Area","","","","","3"
"Rather not true","1999","Urban Area","","","","","3"
"Tends to agree","1999","Rural Area","","","","","2"
"Tends to agree","1999","Urban Area","","","","","2"
"Totally disagree","1999","Rural Area","","","","","4"
"Totally disagree","1999","Urban Area","","","","","4"
"True entirely","1999","Urban Area","","","","","1"
"True entirely","1999","Rural Area","","","","","1"
"Rather not true","2000","Rural Area","","","","","3"
"Rather not true","2000","Urban Area","","","","","3"
"Tends to agree","2000","Rural Area","","","","","2"
"Tends to agree","2000","Urban Area","","","","","2"
