"plh0188","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","(0) in school","Male","","","",""
"True entirely","1990","(0) in school","Female","","","",""
"True entirely","1990","(1a) inadequately completed","Male","2","","",""
"True entirely","1990","(1a) inadequately completed","Female","5","","",""
"True entirely","1990","(1b) general elementary school","Male","8","","",""
"True entirely","1990","(1b) general elementary school","Female","48","0.173793777476366","0.12980043057824","0.217787124374492"
"True entirely","1990","(1c) basic vocational qualification","Male","145","0.221015967408527","0.189783280527362","0.252248654289693"
"True entirely","1990","(1c) basic vocational qualification","Female","136","0.20402658858043","0.173580379646534","0.234472797514326"
"True entirely","1990","(2b) intermediate general qualification","Male","17","","",""
"True entirely","1990","(2b) intermediate general qualification","Female","13","","",""
"True entirely","1990","(2a) intermediate vocational","Male","159","0.216658364171139","0.186976199759799","0.246340528582478"
"True entirely","1990","(2a) intermediate vocational","Female","104","0.166762690370581","0.137972869825276","0.195552510915885"
"True entirely","1990","(2c_gen) general maturity certificate","Male","4","","",""
"True entirely","1990","(2c_gen) general maturity certificate","Female","3","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","Male","9","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","Female","8","","",""
"True entirely","1990","(3a) lower tertiary education","Male","35","0.133987070075956","0.0920956709025988","0.175878469249314"
"True entirely","1990","(3a) lower tertiary education","Female","52","0.13066093373872","0.0976326830527192","0.163689184424721"
"True entirely","1990","(3b) higher tertiary education","Male","28","","",""
"True entirely","1990","(3b) higher tertiary education","Female","11","","",""
"Tends to agree","1990","(0) in school","Male","1","","",""
"Tends to agree","1990","(0) in school","Female","","","",""
"Tends to agree","1990","(1a) inadequately completed","Male","13","","",""
"Tends to agree","1990","(1a) inadequately completed","Female","11","","",""
"Tends to agree","1990","(1b) general elementary school","Male","14","","",""
"Tends to agree","1990","(1b) general elementary school","Female","130","0.46075862155252","0.4028885524063","0.518628690698739"
"Tends to agree","1990","(1c) basic vocational qualification","Male","300","0.44104880170996","0.403675323913166","0.478422279506755"
"Tends to agree","1990","(1c) basic vocational qualification","Female","286","0.416120041169386","0.378879870756768","0.453360211582005"
"Tends to agree","1990","(2b) intermediate general qualification","Male","43","0.506796604595513","0.401132192121324","0.612461017069702"
"Tends to agree","1990","(2b) intermediate general qualification","Female","47","0.533645249135611","0.433852956353659","0.633437541917562"
"Tends to agree","1990","(2a) intermediate vocational","Male","354","0.476273491289407","0.440289219826188","0.512257762752626"
"Tends to agree","1990","(2a) intermediate vocational","Female","292","0.45332540864513","0.414877330807257","0.491773486483003"
"Tends to agree","1990","(2c_gen) general maturity certificate","Male","9","","",""
"Tends to agree","1990","(2c_gen) general maturity certificate","Female","9","","",""
"Tends to agree","1990","(2c_voc) vocational maturity certificate","Male","23","","",""
"Tends to agree","1990","(2c_voc) vocational maturity certificate","Female","13","","",""
"Tends to agree","1990","(3a) lower tertiary education","Male","111","0.453246817854118","0.392026684083485","0.514466951624751"
"Tends to agree","1990","(3a) lower tertiary education","Female","178","0.432342885625488","0.383794443720479","0.480891327530498"
"Tends to agree","1990","(3b) higher tertiary education","Male","83","0.424855294551272","0.356687147868943","0.4930234412336"
"Tends to agree","1990","(3b) higher tertiary education","Female","49","0.345326453648049","0.265996743326867","0.42465616396923"
"Rather not true","1990","(0) in school","Male","","","",""
"Rather not true","1990","(0) in school","Female","","","",""
"Rather not true","1990","(1a) inadequately completed","Male","6","","",""
"Rather not true","1990","(1a) inadequately completed","Female","3","","",""
"Rather not true","1990","(1b) general elementary school","Male","21","","",""
"Rather not true","1990","(1b) general elementary school","Female","86","0.280524548566048","0.22836676987502","0.332682327257077"
"Rather not true","1990","(1c) basic vocational qualification","Male","189","0.270069225896788","0.236648826869649","0.303489624923927"
"Rather not true","1990","(1c) basic vocational qualification","Female","200","0.297138690822848","0.262611998058243","0.331665383587454"
"Rather not true","1990","(2b) intermediate general qualification","Male","20","","",""
"Rather not true","1990","(2b) intermediate general qualification","Female","29","","",""
"Rather not true","1990","(2a) intermediate vocational","Male","188","0.254026163303715","0.22266203270806","0.285390293899369"
"Rather not true","1990","(2a) intermediate vocational","Female","200","0.30866586051943","0.272988439115949","0.344343281922911"
"Rather not true","1990","(2c_gen) general maturity certificate","Male","8","","",""
"Rather not true","1990","(2c_gen) general maturity certificate","Female","13","","",""
"Rather not true","1990","(2c_voc) vocational maturity certificate","Male","14","","",""
"Rather not true","1990","(2c_voc) vocational maturity certificate","Female","14","","",""
"Rather not true","1990","(3a) lower tertiary education","Male","93","0.351092941430199","0.292393559152866","0.409792323707531"
"Rather not true","1990","(3a) lower tertiary education","Female","132","0.335119481356763","0.288861174042423","0.381377788671102"
"Rather not true","1990","(3b) higher tertiary education","Male","71","0.344160327968513","0.278643682691998","0.409676973245028"
"Rather not true","1990","(3b) higher tertiary education","Female","57","0.430402102576602","0.347792614916209","0.513011590236994"
"Totally disagree","1990","(0) in school","Male","","","",""
"Totally disagree","1990","(0) in school","Female","","","",""
"Totally disagree","1990","(1a) inadequately completed","Male","2","","",""
"Totally disagree","1990","(1a) inadequately completed","Female","1","","",""
"Totally disagree","1990","(1b) general elementary school","Male","6","","",""
"Totally disagree","1990","(1b) general elementary school","Female","21","","",""
"Totally disagree","1990","(1c) basic vocational qualification","Male","44","0.0678660049847243","0.0489339150035225","0.086798094965926"
"Totally disagree","1990","(1c) basic vocational qualification","Female","51","0.0827146794273352","0.0619041046142363","0.103525254240434"
"Totally disagree","1990","(2b) intermediate general qualification","Male","6","","",""
"Totally disagree","1990","(2b) intermediate general qualification","Female","7","","",""
"Totally disagree","1990","(2a) intermediate vocational","Male","39","0.0530419812357392","0.036894400563736","0.0691895619077423"
"Totally disagree","1990","(2a) intermediate vocational","Female","48","0.071246040464859","0.0513788770928699","0.0911132038368481"
"Totally disagree","1990","(2c_gen) general maturity certificate","Male","","","",""
"Totally disagree","1990","(2c_gen) general maturity certificate","Female","","","",""
"Totally disagree","1990","(2c_voc) vocational maturity certificate","Male","2","","",""
"Totally disagree","1990","(2c_voc) vocational maturity certificate","Female","1","","",""
"Totally disagree","1990","(3a) lower tertiary education","Male","15","","",""
"Totally disagree","1990","(3a) lower tertiary education","Female","38","0.101876699279029","0.0722336067175582","0.1315197918405"
"Totally disagree","1990","(3b) higher tertiary education","Male","20","","",""
"Totally disagree","1990","(3b) higher tertiary education","Female","21","","",""
"True entirely","1991","(0) in school","Male","","","",""
"True entirely","1991","(0) in school","Female","","","",""
"True entirely","1991","(1a) inadequately completed","Male","2","","",""
"True entirely","1991","(1a) inadequately completed","Female","5","","",""
"True entirely","1991","(1b) general elementary school","Male","9","","",""
"True entirely","1991","(1b) general elementary school","Female","51","0.215688105370709","0.164498739555791","0.266877471185627"
"True entirely","1991","(1c) basic vocational qualification","Male","94","0.152858686527008","0.124348807620576","0.181368565433441"
"True entirely","1991","(1c) basic vocational qualification","Female","90","0.149906512463827","0.12150788567555","0.178305139252105"
"True entirely","1991","(2b) intermediate general qualification","Male","15","","",""
"True entirely","1991","(2b) intermediate general qualification","Female","11","","",""
"True entirely","1991","(2a) intermediate vocational","Male","137","0.19351083952024","0.164574506381233","0.222447172659247"
"True entirely","1991","(2a) intermediate vocational","Female","81","0.138154582386498","0.111123822168774","0.165185342604223"
