"plh0188","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","in school","6","","",""
"True entirely","1990","no migration background","inadequately","1","","",""
"True entirely","1990","no migration background","general elemantary","85","0.163270983580933","0.130808604936034","0.195733362225833"
"True entirely","1990","no migration background","middle vocational","484","0.204073136137627","0.18815025016449","0.219996022110763"
"True entirely","1990","no migration background","vocational + Abi","17","","",""
"True entirely","1990","no migration background","higher vocational","52","0.197775187224084","0.148200932032605","0.247349442415563"
"True entirely","1990","no migration background","higher education","122","0.121977365588067","0.10125411793673","0.142700613239403"
"True entirely","1990","direct migration background","in school","","","",""
"True entirely","1990","direct migration background","inadequately","","","",""
"True entirely","1990","direct migration background","general elemantary","1","","",""
"True entirely","1990","direct migration background","middle vocational","13","","",""
"True entirely","1990","direct migration background","vocational + Abi","","","",""
"True entirely","1990","direct migration background","higher vocational","2","","",""
"True entirely","1990","direct migration background","higher education","4","","",""
"True entirely","1990","indirect migration background","in school","","","",""
"True entirely","1990","indirect migration background","inadequately","","","",""
"True entirely","1990","indirect migration background","general elemantary","","","",""
"True entirely","1990","indirect migration background","middle vocational","","","",""
"True entirely","1990","indirect migration background","vocational + Abi","","","",""
"True entirely","1990","indirect migration background","higher vocational","","","",""
"True entirely","1990","indirect migration background","higher education","","","",""
"Tends to agree","1990","no migration background","in school","15","","",""
"Tends to agree","1990","no migration background","inadequately","6","","",""
"Tends to agree","1990","no migration background","general elemantary","224","0.457618895325487","0.413862889700908","0.501374900950065"
"Tends to agree","1990","no migration background","middle vocational","1086","0.43358915085199","0.41400984596331","0.453168455740671"
"Tends to agree","1990","no migration background","vocational + Abi","33","0.483755843493566","0.372135484520656","0.595376202466475"
"Tends to agree","1990","no migration background","higher vocational","124","0.510271041049998","0.448055253287774","0.572486828812222"
"Tends to agree","1990","no migration background","higher education","402","0.421751444678577","0.390479786943595","0.453023102413558"
"Tends to agree","1990","direct migration background","in school","1","","",""
"Tends to agree","1990","direct migration background","inadequately","3","","",""
"Tends to agree","1990","direct migration background","general elemantary","10","","",""
"Tends to agree","1990","direct migration background","middle vocational","36","0.505523982312559","0.388400879465472","0.622647085159646"
"Tends to agree","1990","direct migration background","vocational + Abi","1","","",""
"Tends to agree","1990","direct migration background","higher vocational","7","","",""
"Tends to agree","1990","direct migration background","higher education","19","","",""
"Tends to agree","1990","indirect migration background","in school","","","",""
"Tends to agree","1990","indirect migration background","inadequately","","","",""
"Tends to agree","1990","indirect migration background","general elemantary","","","",""
"Tends to agree","1990","indirect migration background","middle vocational","1","","",""
"Tends to agree","1990","indirect migration background","vocational + Abi","","","",""
"Tends to agree","1990","indirect migration background","higher vocational","","","",""
"Tends to agree","1990","indirect migration background","higher education","","","",""
"Rather not true","1990","no migration background","in school","6","","",""
"Rather not true","1990","no migration background","inadequately","1","","",""
"Rather not true","1990","no migration background","general elemantary","150","0.295804670982088","0.255719614171672","0.335889727792505"
"Rather not true","1990","no migration background","middle vocational","727","0.293956464997203","0.275957417104255","0.311955512890152"
"Rather not true","1990","no migration background","vocational + Abi","24","","",""
"Rather not true","1990","no migration background","higher vocational","56","0.220607596088617","0.169000364065942","0.272214828111292"
"Rather not true","1990","no migration background","higher education","342","0.354876388724591","0.324577593662512","0.38517518378667"
"Rather not true","1990","direct migration background","in school","","","",""
"Rather not true","1990","direct migration background","inadequately","","","",""
"Rather not true","1990","direct migration background","general elemantary","6","","",""
"Rather not true","1990","direct migration background","middle vocational","18","","",""
"Rather not true","1990","direct migration background","vocational + Abi","2","","",""
"Rather not true","1990","direct migration background","higher vocational","2","","",""
"Rather not true","1990","direct migration background","higher education","11","","",""
"Rather not true","1990","indirect migration background","in school","","","",""
"Rather not true","1990","indirect migration background","inadequately","","","",""
"Rather not true","1990","indirect migration background","general elemantary","","","",""
"Rather not true","1990","indirect migration background","middle vocational","1","","",""
"Rather not true","1990","indirect migration background","vocational + Abi","","","",""
"Rather not true","1990","indirect migration background","higher vocational","","","",""
"Rather not true","1990","indirect migration background","higher education","","","",""
