"plh0188","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","West Germany","529","0.161256077340951","0.148421251344136","0.174090903337767"
"True entirely","1992","Full Time","East Germany","322","0.148162150589007","0.133252503585386","0.163071797592628"
"True entirely","1992","Part Time","West Germany","180","0.136784485504852","0.118535548311636","0.155033422698068"
"True entirely","1992","Part Time","East Germany","84","0.120961173809316","0.0977782440124038","0.144144103606228"
"True entirely","1992","Not Working","West Germany","309","0.115600140125043","0.103078888627467","0.12812139162262"
"True entirely","1992","Not Working","East Germany","141","0.132403785934213","0.111765328255776","0.153042243612649"
"Tends to agree","1992","Full Time","West Germany","1599","0.502211053966622","0.484761553269655","0.519660554663589"
"Tends to agree","1992","Full Time","East Germany","1027","0.466631775870763","0.445694461102783","0.487569090638744"
"Tends to agree","1992","Part Time","West Germany","684","0.498083793837772","0.471530013871625","0.524637573803918"
"Tends to agree","1992","Part Time","East Germany","336","0.432316355279913","0.397095871346235","0.46753683921359"
"Tends to agree","1992","Not Working","West Germany","1073","0.408628562681783","0.389378206996878","0.427878918366687"
"Tends to agree","1992","Not Working","East Germany","457","0.417987051071345","0.387952859204662","0.448021242938028"
"Rather not true","1992","Full Time","West Germany","864","0.282351385635491","0.266641676884749","0.298061094386233"
"Rather not true","1992","Full Time","East Germany","673","0.300823316694341","0.281576031823176","0.320070601565505"
"Rather not true","1992","Part Time","West Germany","417","0.30631792869475","0.281837107573343","0.330798749816156"
"Rather not true","1992","Part Time","East Germany","271","0.34512422441469","0.311324864201034","0.378923584628347"
"Rather not true","1992","Not Working","West Germany","889","0.374712066623659","0.355756660698166","0.393667472549152"
"Rather not true","1992","Not Working","East Germany","341","0.3459374071216","0.316972200414694","0.374902613828506"
"Totally disagree","1992","Full Time","West Germany","162","0.0541814830569363","0.0462811282348508","0.0620818378790218"
"Totally disagree","1992","Full Time","East Germany","159","0.084382756845889","0.0727172370593252","0.0960482766324527"
"Totally disagree","1992","Part Time","West Germany","81","0.0588137919626266","0.0463187734191935","0.0713088105060596"
