"plh0188","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","Urban Area","","","",""
"True entirely","1990","Schleswig-Holstein","Rural Area","","","",""
"True entirely","1990","Hamburg","Urban Area","","","",""
"True entirely","1990","Hamburg","Rural Area","","","",""
"True entirely","1990","Lower Saxony","Urban Area","","","",""
"True entirely","1990","Lower Saxony","Rural Area","","","",""
"True entirely","1990","Bremen","Urban Area","","","",""
"True entirely","1990","Bremen","Rural Area","","","",""
"True entirely","1990","North Rhine-Westphalia","Urban Area","","","",""
"True entirely","1990","North Rhine-Westphalia","Rural Area","","","",""
"True entirely","1990","Hesse","Urban Area","","","",""
"True entirely","1990","Hesse","Rural Area","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"True entirely","1990","Baden-Württemberg","Urban Area","","","",""
"True entirely","1990","Baden-Württemberg","Rural Area","","","",""
"True entirely","1990","Bavaria","Urban Area","","","",""
"True entirely","1990","Bavaria","Rural Area","","","",""
"True entirely","1990","Berlin","Urban Area","29","","",""
"True entirely","1990","Berlin","Rural Area","","","",""
"True entirely","1990","Brandenburg","Urban Area","11","","",""
"True entirely","1990","Brandenburg","Rural Area","120","0.185999384988335","0.15617803240766","0.215820737569009"
"True entirely","1990","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Rural Area","74","0.178348257523946","0.142940106731163","0.213756408316729"
"True entirely","1990","Saxony","Urban Area","129","0.1952968795754","0.16586640964108","0.224727349509719"
"True entirely","1990","Saxony","Rural Area","118","0.184159754507266","0.153624419234331","0.214695089780201"
"True entirely","1990","Saxony-Anhalt","Urban Area","28","","",""
"True entirely","1990","Saxony-Anhalt","Rural Area","106","0.19452909083821","0.161976082338298","0.227082099338122"
"True entirely","1990","Thuringia","Urban Area","58","0.297048314199039","0.234188027643398","0.35990860075468"
"True entirely","1990","Thuringia","Rural Area","94","0.173235744303148","0.140582011146007","0.205889477460288"
"Tends to agree","1990","Schleswig-Holstein","Urban Area","","","",""
"Tends to agree","1990","Schleswig-Holstein","Rural Area","","","",""
"Tends to agree","1990","Hamburg","Urban Area","","","",""
"Tends to agree","1990","Hamburg","Rural Area","","","",""
"Tends to agree","1990","Lower Saxony","Urban Area","","","",""
"Tends to agree","1990","Lower Saxony","Rural Area","","","",""
"Tends to agree","1990","Bremen","Urban Area","","","",""
"Tends to agree","1990","Bremen","Rural Area","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Urban Area","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Rural Area","","","",""
"Tends to agree","1990","Hesse","Urban Area","","","",""
"Tends to agree","1990","Hesse","Rural Area","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Tends to agree","1990","Baden-Württemberg","Urban Area","","","",""
"Tends to agree","1990","Baden-Württemberg","Rural Area","","","",""
"Tends to agree","1990","Bavaria","Urban Area","","","",""
"Tends to agree","1990","Bavaria","Rural Area","","","",""
"Tends to agree","1990","Berlin","Urban Area","108","0.393152071617862","0.336041678170903","0.45026246506482"
"Tends to agree","1990","Berlin","Rural Area","","","",""
"Tends to agree","1990","Brandenburg","Urban Area","30","0.404821514907917","0.288154243882154","0.521488785933681"
"Tends to agree","1990","Brandenburg","Rural Area","256","0.397336798756508","0.359832940539142","0.434840656973875"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Urban Area","20","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Rural Area","181","0.391133013465267","0.345994383756708","0.436271643173826"
"Tends to agree","1990","Saxony","Urban Area","339","0.48088895481248","0.443796614315685","0.517981295309275"
"Tends to agree","1990","Saxony","Rural Area","281","0.455138095804919","0.415908161348912","0.494368030260926"
"Tends to agree","1990","Saxony-Anhalt","Urban Area","108","0.483015788781832","0.419395853711716","0.546635723851948"
"Tends to agree","1990","Saxony-Anhalt","Rural Area","270","0.474768108603774","0.433701367863444","0.515834849344103"
"Tends to agree","1990","Thuringia","Urban Area","81","0.396628810484067","0.329333548939157","0.463924072028977"
"Tends to agree","1990","Thuringia","Rural Area","257","0.492598534337784","0.449461959640071","0.535735109035496"
"Rather not true","1990","Schleswig-Holstein","Urban Area","","","",""
"Rather not true","1990","Schleswig-Holstein","Rural Area","","","",""
"Rather not true","1990","Hamburg","Urban Area","","","",""
"Rather not true","1990","Hamburg","Rural Area","","","",""
"Rather not true","1990","Lower Saxony","Urban Area","","","",""
"Rather not true","1990","Lower Saxony","Rural Area","","","",""
"Rather not true","1990","Bremen","Urban Area","","","",""
"Rather not true","1990","Bremen","Rural Area","","","",""
"Rather not true","1990","North Rhine-Westphalia","Urban Area","","","",""
"Rather not true","1990","North Rhine-Westphalia","Rural Area","","","",""
