"plh0188","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","no migration background","","","",""
"True entirely","1990","Schleswig-Holstein","direct migration background","","","",""
"True entirely","1990","Schleswig-Holstein","indirect migration background","","","",""
"True entirely","1990","Hamburg","no migration background","","","",""
"True entirely","1990","Hamburg","direct migration background","","","",""
"True entirely","1990","Hamburg","indirect migration background","","","",""
"True entirely","1990","Lower Saxony","no migration background","","","",""
"True entirely","1990","Lower Saxony","direct migration background","","","",""
"True entirely","1990","Lower Saxony","indirect migration background","","","",""
"True entirely","1990","Bremen","no migration background","","","",""
"True entirely","1990","Bremen","direct migration background","","","",""
"True entirely","1990","Bremen","indirect migration background","","","",""
"True entirely","1990","North Rhine-Westphalia","no migration background","","","",""
"True entirely","1990","North Rhine-Westphalia","direct migration background","","","",""
"True entirely","1990","North Rhine-Westphalia","indirect migration background","","","",""
"True entirely","1990","Hesse","no migration background","","","",""
"True entirely","1990","Hesse","direct migration background","","","",""
"True entirely","1990","Hesse","indirect migration background","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","no migration background","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"True entirely","1990","Baden-Württemberg","no migration background","","","",""
"True entirely","1990","Baden-Württemberg","direct migration background","","","",""
"True entirely","1990","Baden-Württemberg","indirect migration background","","","",""
"True entirely","1990","Bavaria","no migration background","","","",""
"True entirely","1990","Bavaria","direct migration background","","","",""
"True entirely","1990","Bavaria","indirect migration background","","","",""
"True entirely","1990","Berlin","no migration background","32","0.114195145829679","0.0771400685859417","0.151250223073416"
"True entirely","1990","Berlin","direct migration background","","","",""
"True entirely","1990","Berlin","indirect migration background","","","",""
"True entirely","1990","Brandenburg","no migration background","131","0.185696665344179","0.157153739762511","0.214239590925848"
"True entirely","1990","Brandenburg","direct migration background","2","","",""
"True entirely","1990","Brandenburg","indirect migration background","","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","no migration background","77","0.167302924295646","0.134388982080273","0.200216866511019"
"True entirely","1990","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"True entirely","1990","Saxony","no migration background","249","0.191792832044588","0.170407296333856","0.213178367755321"
"True entirely","1990","Saxony","direct migration background","5","","",""
"True entirely","1990","Saxony","indirect migration background","","","",""
"True entirely","1990","Saxony-Anhalt","no migration background","126","0.165600993782782","0.139530999705164","0.191670987860399"
"True entirely","1990","Saxony-Anhalt","direct migration background","8","","",""
"True entirely","1990","Saxony-Anhalt","indirect migration background","","","",""
"True entirely","1990","Thuringia","no migration background","154","0.219196739789809","0.188851760924055","0.249541718655563"
"True entirely","1990","Thuringia","direct migration background","2","","",""
"True entirely","1990","Thuringia","indirect migration background","","","",""
"Tends to agree","1990","Schleswig-Holstein","no migration background","","","",""
"Tends to agree","1990","Schleswig-Holstein","direct migration background","","","",""
"Tends to agree","1990","Schleswig-Holstein","indirect migration background","","","",""
"Tends to agree","1990","Hamburg","no migration background","","","",""
"Tends to agree","1990","Hamburg","direct migration background","","","",""
"Tends to agree","1990","Hamburg","indirect migration background","","","",""
"Tends to agree","1990","Lower Saxony","no migration background","","","",""
"Tends to agree","1990","Lower Saxony","direct migration background","","","",""
"Tends to agree","1990","Lower Saxony","indirect migration background","","","",""
"Tends to agree","1990","Bremen","no migration background","","","",""
"Tends to agree","1990","Bremen","direct migration background","","","",""
"Tends to agree","1990","Bremen","indirect migration background","","","",""
"Tends to agree","1990","North Rhine-Westphalia","no migration background","","","",""
"Tends to agree","1990","North Rhine-Westphalia","direct migration background","","","",""
"Tends to agree","1990","North Rhine-Westphalia","indirect migration background","","","",""
"Tends to agree","1990","Hesse","no migration background","","","",""
"Tends to agree","1990","Hesse","direct migration background","","","",""
"Tends to agree","1990","Hesse","indirect migration background","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Tends to agree","1990","Baden-Württemberg","no migration background","","","",""
"Tends to agree","1990","Baden-Württemberg","direct migration background","","","",""
"Tends to agree","1990","Baden-Württemberg","indirect migration background","","","",""
"Tends to agree","1990","Bavaria","no migration background","","","",""
"Tends to agree","1990","Bavaria","direct migration background","","","",""
"Tends to agree","1990","Bavaria","indirect migration background","","","",""
"Tends to agree","1990","Berlin","no migration background","111","0.399006442565851","0.34195327837974","0.456059606751961"
"Tends to agree","1990","Berlin","direct migration background","5","","",""
"Tends to agree","1990","Berlin","indirect migration background","","","",""
"Tends to agree","1990","Brandenburg","no migration background","281","0.398683511326876","0.362744260499644","0.434622762154108"
"Tends to agree","1990","Brandenburg","direct migration background","10","","",""
"Tends to agree","1990","Brandenburg","indirect migration background","","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","no migration background","197","0.389528031328088","0.346526211219418","0.432529851436758"
"Tends to agree","1990","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Tends to agree","1990","Saxony","no migration background","604","0.463327995888372","0.436242216273006","0.490413775503737"
"Tends to agree","1990","Saxony","direct migration background","25","","",""
"Tends to agree","1990","Saxony","indirect migration background","","","",""
"Tends to agree","1990","Saxony-Anhalt","no migration background","369","0.478826293459858","0.443791237303097","0.51386134961662"
"Tends to agree","1990","Saxony-Anhalt","direct migration background","13","","",""
"Tends to agree","1990","Saxony-Anhalt","indirect migration background","","","",""
"Tends to agree","1990","Thuringia","no migration background","329","0.451986577201048","0.415481156988437","0.488491997413659"
"Tends to agree","1990","Thuringia","direct migration background","17","","",""
"Tends to agree","1990","Thuringia","indirect migration background","1","","",""
"Rather not true","1990","Schleswig-Holstein","no migration background","","","",""
"Rather not true","1990","Schleswig-Holstein","direct migration background","","","",""
"Rather not true","1990","Schleswig-Holstein","indirect migration background","","","",""
"Rather not true","1990","Hamburg","no migration background","","","",""
"Rather not true","1990","Hamburg","direct migration background","","","",""
"Rather not true","1990","Hamburg","indirect migration background","","","",""
"Rather not true","1990","Lower Saxony","no migration background","","","",""
"Rather not true","1990","Lower Saxony","direct migration background","","","",""
"Rather not true","1990","Lower Saxony","indirect migration background","","","",""
"Rather not true","1990","Bremen","no migration background","","","",""
"Rather not true","1990","Bremen","direct migration background","","","",""
"Rather not true","1990","Bremen","indirect migration background","","","",""
"Rather not true","1990","North Rhine-Westphalia","no migration background","","","",""
"Rather not true","1990","North Rhine-Westphalia","direct migration background","","","",""
"Rather not true","1990","North Rhine-Westphalia","indirect migration background","","","",""
"Rather not true","1990","Hesse","no migration background","","","",""
"Rather not true","1990","Hesse","direct migration background","","","",""
"Rather not true","1990","Hesse","indirect migration background","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rather not true","1990","Baden-Württemberg","no migration background","","","",""
"Rather not true","1990","Baden-Württemberg","direct migration background","","","",""
"Rather not true","1990","Baden-Württemberg","indirect migration background","","","",""
"Rather not true","1990","Bavaria","no migration background","","","",""
"Rather not true","1990","Bavaria","direct migration background","","","",""
"Rather not true","1990","Bavaria","indirect migration background","","","",""
"Rather not true","1990","Berlin","no migration background","107","0.370822971201875","0.314546790299779","0.427099152103972"
"Rather not true","1990","Berlin","direct migration background","6","","",""
"Rather not true","1990","Berlin","indirect migration background","","","",""
"Rather not true","1990","Brandenburg","no migration background","228","0.312729942570445","0.278700740143732","0.346759144997157"
"Rather not true","1990","Brandenburg","direct migration background","7","","",""
"Rather not true","1990","Brandenburg","indirect migration background","","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","no migration background","176","0.361639009643282","0.319269306412302","0.404008712874262"
"Rather not true","1990","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rather not true","1990","Saxony","no migration background","377","0.285286612734448","0.26075934037549","0.309813885093406"
"Rather not true","1990","Saxony","direct migration background","8","","",""
"Rather not true","1990","Saxony","indirect migration background","","","",""
"Rather not true","1990","Saxony-Anhalt","no migration background","237","0.290398668317091","0.258562037944253","0.32223529868993"
"Rather not true","1990","Saxony-Anhalt","direct migration background","9","","",""
"Rather not true","1990","Saxony-Anhalt","indirect migration background","1","","",""
"Rather not true","1990","Thuringia","no migration background","184","0.255122272561329","0.223146896060679","0.287097649061979"
"Rather not true","1990","Thuringia","direct migration background","6","","",""
"Rather not true","1990","Thuringia","indirect migration background","","","",""
"Totally disagree","1990","Schleswig-Holstein","no migration background","","","",""
"Totally disagree","1990","Schleswig-Holstein","direct migration background","","","",""
"Totally disagree","1990","Schleswig-Holstein","indirect migration background","","","",""
"Totally disagree","1990","Hamburg","no migration background","","","",""
"Totally disagree","1990","Hamburg","direct migration background","","","",""
"Totally disagree","1990","Hamburg","indirect migration background","","","",""
"Totally disagree","1990","Lower Saxony","no migration background","","","",""
"Totally disagree","1990","Lower Saxony","direct migration background","","","",""
"Totally disagree","1990","Lower Saxony","indirect migration background","","","",""
"Totally disagree","1990","Bremen","no migration background","","","",""
"Totally disagree","1990","Bremen","direct migration background","","","",""
"Totally disagree","1990","Bremen","indirect migration background","","","",""
