"plh0188","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Urban Area","Male","133","0.186918538496255","0.158482263195214","0.215354813797296"
"True entirely","1990","Urban Area","Female","128","0.166827047850507","0.141246854352253","0.192407241348761"
"True entirely","1990","Rural Area","Male","266","0.19778842936153","0.17652427840838","0.21905258031468"
"True entirely","1990","Rural Area","Female","246","0.171042358200724","0.151714339525028","0.19037037687642"
"Tends to agree","1990","Urban Area","Male","331","0.458511347906012","0.422165967696021","0.494856728116002"
"Tends to agree","1990","Urban Area","Female","355","0.43652932929266","0.402500627301989","0.470558031283331"
"Tends to agree","1990","Rural Area","Male","603","0.448758947619628","0.422207972121009","0.475309923118246"
"Tends to agree","1990","Rural Area","Female","642","0.434022571196481","0.408582106336683","0.459463036056278"
"Rather not true","1990","Urban Area","Male","210","0.284751255096894","0.251832692149249","0.31766981804454"
"Rather not true","1990","Urban Area","Female","257","0.305316730325837","0.27371784717657","0.336915613475104"
"Rather not true","1990","Rural Area","Male","395","0.289683851269018","0.2654684800066","0.313899222531437"
"Rather not true","1990","Rural Area","Female","461","0.314978212651299","0.291135164356672","0.338821260945926"
"Totally disagree","1990","Urban Area","Male","48","0.0698188585008395","0.0512301323492454","0.0884075846524336"
"Totally disagree","1990","Urban Area","Female","76","0.0913268925309962","0.0715614660523472","0.111092319009645"
"Totally disagree","1990","Rural Area","Male","84","0.0637687717498236","0.0507251338947362","0.076812409604911"
"Totally disagree","1990","Rural Area","Female","109","0.0799568579514967","0.0660348689937467","0.0938788469092467"
"True entirely","1991","Urban Area","Male","111","0.170213430653049","0.141713751362016","0.198713109944082"
"True entirely","1991","Urban Area","Female","95","0.13795842710446","0.11307798274172","0.1628388714672"
"True entirely","1991","Rural Area","Male","221","0.161478260847728","0.14136688410694","0.181589637588517"
"True entirely","1991","Rural Area","Female","197","0.145796684943084","0.127291035162507","0.164302334723661"
"Tends to agree","1991","Urban Area","Male","281","0.411704889207359","0.374384128139532","0.449025650275186"
"Tends to agree","1991","Urban Area","Female","297","0.392000889375665","0.356778816745868","0.427222962005461"
"Tends to agree","1991","Rural Area","Male","554","0.427966027683181","0.400923756387754","0.455008298978608"
"Tends to agree","1991","Rural Area","Female","558","0.389286172112696","0.363717789688993","0.414854554536399"
"Rather not true","1991","Urban Area","Male","217","0.328021293342172","0.292418126137567","0.363624460546777"
"Rather not true","1991","Urban Area","Female","256","0.337307238430233","0.303196678060226","0.37141779880024"
"Rather not true","1991","Rural Area","Male","389","0.314215250265872","0.288844392647674","0.339586107884071"
"Rather not true","1991","Rural Area","Female","500","0.358096512291629","0.332955381855053","0.383237642728205"
"Totally disagree","1991","Urban Area","Male","59","0.0900603867974202","0.068351725152679","0.111769048442161"
"Totally disagree","1991","Urban Area","Female","90","0.132733445089642","0.108254855398721","0.157212034780563"
"Totally disagree","1991","Rural Area","Male","122","0.0963404612032185","0.0802141741589137","0.112466748247523"
"Totally disagree","1991","Rural Area","Female","142","0.10682063065259","0.0906231750438019","0.123018086261379"
"True entirely","1992","Urban Area","Male","497","0.154744924573232","0.142159044124762","0.167330805021701"
"True entirely","1992","Urban Area","Female","463","0.125050678688768","0.114178872773037","0.135922484604498"
"True entirely","1992","Rural Area","Male","307","0.146927358253636","0.131384217357705","0.162470499149568"
"True entirely","1992","Rural Area","Female","276","0.126400210339773","0.112383311837833","0.140417108841713"
"Tends to agree","1992","Urban Area","Male","1558","0.485179300802958","0.467786855994219","0.502571745611697"
"Tends to agree","1992","Urban Area","Female","1627","0.437026648742726","0.420723740145068","0.453329557340384"
"Tends to agree","1992","Rural Area","Male","940","0.467035311522688","0.44513155927544","0.488939063769936"
"Tends to agree","1992","Rural Area","Female","991","0.452241406893193","0.431247100487694","0.473235713298693"
"Rather not true","1992","Urban Area","Male","895","0.290936185946089","0.275130147518502","0.306742224373677"
"Rather not true","1992","Urban Area","Female","1193","0.354094088170655","0.338375585158157","0.369812591183152"
"Rather not true","1992","Rural Area","Male","605","0.308331378170328","0.288056776023241","0.328605980317415"
"Rather not true","1992","Rural Area","Female","728","0.335849387884961","0.315927644617387","0.355771131152534"
"Totally disagree","1992","Urban Area","Male","222","0.0691395886777206","0.0603110834659967","0.0779680938894446"
"Totally disagree","1992","Urban Area","Female","273","0.0838285843978518","0.0747199839938683","0.0929371848018353"
"Totally disagree","1992","Rural Area","Male","141","0.077705952053348","0.0659527476942979","0.0894591564123981"
"Totally disagree","1992","Rural Area","Female","164","0.0855089948820729","0.0737134667780962","0.0973045229860497"
"True entirely","1993","Urban Area","Male","521","0.115814432629731","0.106197126232558","0.125431739026905"
"True entirely","1993","Urban Area","Female","505","0.1038108942482","0.0948702862773486","0.112751502219051"
"True entirely","1993","Rural Area","Male","201","0.0950052703869845","0.0824879991832442","0.107522541590725"
"True entirely","1993","Rural Area","Female","223","0.100025308101231","0.0876908955437143","0.112359720658747"
"Tends to agree","1993","Urban Area","Male","1888","0.42411204421554","0.409259197449853","0.438964890981228"
"Tends to agree","1993","Urban Area","Female","1827","0.388363577068903","0.374077543304328","0.402649610833479"
"Tends to agree","1993","Rural Area","Male","946","0.420939660161185","0.399863833344841","0.44201548697753"
"Tends to agree","1993","Rural Area","Female","930","0.386280353691626","0.366264012447153","0.406296694936098"
"Rather not true","1993","Urban Area","Male","1417","0.34934452109269","0.335015948989367","0.363673093196013"
"Rather not true","1993","Urban Area","Female","1650","0.382889592635095","0.368641262395743","0.397137922874446"
"Rather not true","1993","Rural Area","Male","764","0.382326112715748","0.361581306174721","0.403070919256775"
"Rather not true","1993","Rural Area","Female","885","0.408308893160799","0.388102429523031","0.428515356798568"
"Totally disagree","1993","Urban Area","Male","427","0.110729002062038","0.101298210266733","0.120159793857344"
"Totally disagree","1993","Urban Area","Female","489","0.124935936047803","0.115244026146814","0.134627845948791"
"Totally disagree","1993","Rural Area","Male","197","0.101728956736082","0.0888245280156516","0.114633385456512"
"Totally disagree","1993","Rural Area","Female","235","0.105385445046345","0.0927626168885629","0.118008273204127"
"True entirely","1994","Urban Area","Male","","","",""
"True entirely","1994","Urban Area","Female","","","",""
"True entirely","1994","Rural Area","Male","","","",""
"True entirely","1994","Rural Area","Female","","","",""
"Tends to agree","1994","Urban Area","Male","","","",""
"Tends to agree","1994","Urban Area","Female","","","",""
"Tends to agree","1994","Rural Area","Male","","","",""
"Tends to agree","1994","Rural Area","Female","","","",""
"Rather not true","1994","Urban Area","Male","","","",""
"Rather not true","1994","Urban Area","Female","","","",""
"Rather not true","1994","Rural Area","Male","","","",""
"Rather not true","1994","Rural Area","Female","","","",""
"Totally disagree","1994","Urban Area","Male","","","",""
"Totally disagree","1994","Urban Area","Female","","","",""
"Totally disagree","1994","Rural Area","Male","","","",""
"Totally disagree","1994","Rural Area","Female","","","",""
"True entirely","1995","Urban Area","Male","672","0.149475133253357","0.13875041038788","0.160199856118835"
"True entirely","1995","Urban Area","Female","691","0.144955922521114","0.134774414634798","0.15513743040743"
"True entirely","1995","Rural Area","Male","318","0.144461979415437","0.129646480902691","0.159277477928183"
"True entirely","1995","Rural Area","Female","250","0.114787955983109","0.101763439789218","0.127812472177001"
"Tends to agree","1995","Urban Area","Male","2237","0.51752407404361","0.502493997277863","0.532554150809356"
"Tends to agree","1995","Urban Area","Female","2371","0.498781102374184","0.484321092744748","0.513241112003621"
"Tends to agree","1995","Rural Area","Male","1163","0.512471162548974","0.491406490501832","0.533535834596116"
"Tends to agree","1995","Rural Area","Female","1205","0.499870112858572","0.479440517191391","0.520299708525754"
"Rather not true","1995","Urban Area","Male","1118","0.271992074222594","0.258607508815458","0.28537663962973"
"Rather not true","1995","Urban Area","Female","1292","0.291379649263765","0.278238411086206","0.304520887441325"
"Rather not true","1995","Rural Area","Male","601","0.303638238770309","0.28425994565913","0.323016531881488"
"Rather not true","1995","Rural Area","Female","725","0.323268284012889","0.304157451954835","0.342379116070944"
"Totally disagree","1995","Urban Area","Male","219","0.0610087184804388","0.0538095087250946","0.0682079282357831"
"Totally disagree","1995","Urban Area","Female","239","0.0648833258409362","0.0577597292006866","0.0720069224811858"
"Totally disagree","1995","Rural Area","Male","81","0.0394286192652795","0.0312271731220245","0.0476300654085345"
"Totally disagree","1995","Rural Area","Female","121","0.0620736471454291","0.0522147625611813","0.071932531729677"
"True entirely","1996","Urban Area","Male","633","0.134065050161565","0.123692483243863","0.144437617079266"
"True entirely","1996","Urban Area","Female","637","0.132431671601347","0.122536942412709","0.142326400789985"
"True entirely","1996","Rural Area","Male","253","0.120527097336278","0.106758663790203","0.134295530882352"
"True entirely","1996","Rural Area","Female","237","0.111937799204191","0.0989875939931209","0.124888004415261"
"Tends to agree","1996","Urban Area","Male","2085","0.50425069174772","0.489029798734044","0.519471584761397"
"Tends to agree","1996","Urban Area","Female","2175","0.461383964131474","0.446831818744692","0.475936109518256"
"Tends to agree","1996","Rural Area","Male","1078","0.498659755837487","0.477515159597395","0.519804352077579"
"Tends to agree","1996","Rural Area","Female","1113","0.476372741765409","0.45585870401425","0.496886779516569"
"Rather not true","1996","Urban Area","Male","1208","0.308719024969086","0.294655479459948","0.322782570478224"
"Rather not true","1996","Urban Area","Female","1422","0.337142957179423","0.323343146740975","0.35094276761787"
"Rather not true","1996","Rural Area","Male","700","0.328480009693644","0.308618379212608","0.34834164017468"
"Rather not true","1996","Rural Area","Female","776","0.338832592225017","0.319391758611124","0.358273425838911"
"Totally disagree","1996","Urban Area","Male","219","0.0529652331216293","0.0461471195829004","0.0597833466603583"
"Totally disagree","1996","Urban Area","Female","274","0.0690414070877565","0.0616406502222379","0.0764421639532751"
"Totally disagree","1996","Rural Area","Male","117","0.0523331371325916","0.0429153865459981","0.0617508877191852"
"Totally disagree","1996","Rural Area","Female","151","0.0728568668053821","0.0621816866232999","0.0835320469874642"
"True entirely","1997","Urban Area","Male","427","0.0982938317328686","0.0891799207012316","0.107407742764506"
"True entirely","1997","Urban Area","Female","392","0.0870925079252955","0.0787656928723213","0.0954193229782696"
"True entirely","1997","Rural Area","Male","139","0.0640692181454495","0.0536306200414331","0.0745078162494659"
"True entirely","1997","Rural Area","Female","153","0.070745085283513","0.0601271603061663","0.0813630102608598"
"Tends to agree","1997","Urban Area","Male","1783","0.419990616010592","0.404881243262766","0.435099988758417"
"Tends to agree","1997","Urban Area","Female","1899","0.415543066390471","0.400989835742611","0.430096297038331"
"Tends to agree","1997","Rural Area","Male","853","0.399962581949423","0.379079506960173","0.420845656938673"
"Tends to agree","1997","Rural Area","Female","837","0.369166661268058","0.349182191160001","0.389151131376116"
"Rather not true","1997","Urban Area","Male","1504","0.376649079460262","0.361815570796135","0.391482588124388"
"Rather not true","1997","Urban Area","Female","1672","0.383084004666554","0.368727948149399","0.397440061183708"
"Rather not true","1997","Rural Area","Male","906","0.421761939770182","0.400710459978222","0.442813419562143"
"Rather not true","1997","Rural Area","Female","1018","0.439701918279837","0.419147138423657","0.460256698136016"
"Totally disagree","1997","Urban Area","Male","385","0.105066472796278","0.0956792614136749","0.114453684178881"
"Totally disagree","1997","Urban Area","Female","442","0.11428042101768","0.104885153015602","0.123675689019757"
"Totally disagree","1997","Rural Area","Male","216","0.114206260134945","0.100647909598512","0.127764610671378"
