"plh0188","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","(0) in school","West Germany","","","",""
"True entirely","1990","(0) in school","East Germany","","","",""
"True entirely","1990","(1a) inadequately completed","West Germany","","","",""
"True entirely","1990","(1a) inadequately completed","East Germany","7","","",""
"True entirely","1990","(1b) general elementary school","West Germany","","","",""
"True entirely","1990","(1b) general elementary school","East Germany","56","0.16964392994911","0.129392973706954","0.209894886191267"
"True entirely","1990","(1c) basic vocational qualification","West Germany","","","",""
"True entirely","1990","(1c) basic vocational qualification","East Germany","281","0.212383326040835","0.190574209348904","0.234192442732767"
"True entirely","1990","(2b) intermediate general qualification","West Germany","","","",""
"True entirely","1990","(2b) intermediate general qualification","East Germany","30","0.140600341901191","0.0900989702862668","0.191101713516115"
"True entirely","1990","(2a) intermediate vocational","West Germany","","","",""
"True entirely","1990","(2a) intermediate vocational","East Germany","263","0.194374424966624","0.173526337084201","0.215222512849046"
"True entirely","1990","(2c_gen) general maturity certificate","West Germany","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","East Germany","7","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","West Germany","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"True entirely","1990","(3a) lower tertiary education","West Germany","","","",""
"True entirely","1990","(3a) lower tertiary education","East Germany","87","0.131997033807632","0.106055126245427","0.157938941369837"
"True entirely","1990","(3b) higher tertiary education","West Germany","","","",""
"True entirely","1990","(3b) higher tertiary education","East Germany","39","0.104691506414276","0.0721490217203316","0.137233991108221"
"Tends to agree","1990","(0) in school","West Germany","","","",""
"Tends to agree","1990","(0) in school","East Germany","1","","",""
"Tends to agree","1990","(1a) inadequately completed","West Germany","","","",""
"Tends to agree","1990","(1a) inadequately completed","East Germany","24","","",""
"Tends to agree","1990","(1b) general elementary school","West Germany","","","",""
"Tends to agree","1990","(1b) general elementary school","East Germany","144","0.436366826989581","0.383180623063097","0.489553030916066"
"Tends to agree","1990","(1c) basic vocational qualification","West Germany","","","",""
"Tends to agree","1990","(1c) basic vocational qualification","East Germany","586","0.428382002548831","0.401995066049769","0.454768939047893"
"Tends to agree","1990","(2b) intermediate general qualification","West Germany","","","",""
