"plh0188","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","(0) in school","","","",""
"True entirely","1990","16-34 y.","(1a) inadequately completed","6","","",""
"True entirely","1990","16-34 y.","(1b) general elementary school","5","","",""
"True entirely","1990","16-34 y.","(1c) basic vocational qualification","26","","",""
"True entirely","1990","16-34 y.","(2b) intermediate general qualification","29","","",""
"True entirely","1990","16-34 y.","(2a) intermediate vocational","156","0.183791391584252","0.158244921013133","0.209337862155371"
"True entirely","1990","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"True entirely","1990","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"True entirely","1990","16-34 y.","(3a) lower tertiary education","34","0.151145917933685","0.104238793089383","0.198053042777987"
"True entirely","1990","16-34 y.","(3b) higher tertiary education","9","","",""
"True entirely","1990","35-65 y.","(0) in school","","","",""
"True entirely","1990","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1990","35-65 y.","(1b) general elementary school","22","","",""
"True entirely","1990","35-65 y.","(1c) basic vocational qualification","206","0.211635541026259","0.186009530384388","0.23726155166813"
"True entirely","1990","35-65 y.","(2b) intermediate general qualification","1","","",""
"True entirely","1990","35-65 y.","(2a) intermediate vocational","101","0.216857831214648","0.179719243857539","0.253996418571756"
"True entirely","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"True entirely","1990","35-65 y.","(3a) lower tertiary education","46","0.113957128316439","0.0825810907424828","0.145333165890396"
"True entirely","1990","35-65 y.","(3b) higher tertiary education","30","0.115594819872161","0.0746277419976233","0.156561897746699"
"True entirely","1990","66 and older","(0) in school","","","",""
"True entirely","1990","66 and older","(1a) inadequately completed","1","","",""
"True entirely","1990","66 and older","(1b) general elementary school","29","","",""
"True entirely","1990","66 and older","(1c) basic vocational qualification","49","0.231576176067604","0.175057945858519","0.288094406276688"
"True entirely","1990","66 and older","(2b) intermediate general qualification","","","",""
"True entirely","1990","66 and older","(2a) intermediate vocational","6","","",""
"True entirely","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","66 and older","(3a) lower tertiary education","7","","",""
"True entirely","1990","66 and older","(3b) higher tertiary education","","","",""
"Tends to agree","1990","16-34 y.","(0) in school","1","","",""
"Tends to agree","1990","16-34 y.","(1a) inadequately completed","17","","",""
"Tends to agree","1990","16-34 y.","(1b) general elementary school","6","","",""
"Tends to agree","1990","16-34 y.","(1c) basic vocational qualification","87","0.533550229995627","0.456490896147292","0.610609563843961"
"Tends to agree","1990","16-34 y.","(2b) intermediate general qualification","83","0.519732184936022","0.444183832469879","0.595280537402165"
"Tends to agree","1990","16-34 y.","(2a) intermediate vocational","426","0.479451783873703","0.446500625241551","0.512402942505855"
"Tends to agree","1990","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Tends to agree","1990","16-34 y.","(2c_voc) vocational maturity certificate","24","","",""
"Tends to agree","1990","16-34 y.","(3a) lower tertiary education","112","0.507434247019102","0.441963684000666","0.572904810037537"
"Tends to agree","1990","16-34 y.","(3b) higher tertiary education","43","0.467057091919149","0.367255423029174","0.566858760809124"
"Tends to agree","1990","35-65 y.","(0) in school","","","",""
"Tends to agree","1990","35-65 y.","(1a) inadequately completed","6","","",""
"Tends to agree","1990","35-65 y.","(1b) general elementary school","80","0.452693291031839","0.379570037781091","0.525816544282587"
"Tends to agree","1990","35-65 y.","(1c) basic vocational qualification","414","0.422167124273402","0.391181053325314","0.453153195221489"
"Tends to agree","1990","35-65 y.","(2b) intermediate general qualification","2","","",""
"Tends to agree","1990","35-65 y.","(2a) intermediate vocational","205","0.424496513058565","0.37995360534493","0.469039420772201"
"Tends to agree","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","35-65 y.","(2c_voc) vocational maturity certificate","11","","",""
"Tends to agree","1990","35-65 y.","(3a) lower tertiary education","161","0.402826932770887","0.354397505154987","0.451256360386787"
"Tends to agree","1990","35-65 y.","(3b) higher tertiary education","85","0.367356501403379","0.305588499598054","0.429124503208705"
"Tends to agree","1990","66 and older","(0) in school","","","",""
"Tends to agree","1990","66 and older","(1a) inadequately completed","1","","",""
"Tends to agree","1990","66 and older","(1b) general elementary school","58","0.439331107335297","0.355919239798697","0.522742974871897"
"Tends to agree","1990","66 and older","(1c) basic vocational qualification","85","0.400301216856929","0.334656278733772","0.465946154980085"
"Tends to agree","1990","66 and older","(2b) intermediate general qualification","5","","",""
"Tends to agree","1990","66 and older","(2a) intermediate vocational","15","","",""
"Tends to agree","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1990","66 and older","(3a) lower tertiary education","16","","",""
"Tends to agree","1990","66 and older","(3b) higher tertiary education","4","","",""
"Rather not true","1990","16-34 y.","(0) in school","","","",""
"Rather not true","1990","16-34 y.","(1a) inadequately completed","7","","",""
"Rather not true","1990","16-34 y.","(1b) general elementary school","8","","",""
"Rather not true","1990","16-34 y.","(1c) basic vocational qualification","40","0.245619691819045","0.179128837094738","0.312110546543352"
"Rather not true","1990","16-34 y.","(2b) intermediate general qualification","44","0.257435532401196","0.191321327846958","0.323549736955434"
"Rather not true","1990","16-34 y.","(2a) intermediate vocational","243","0.274497943702764","0.245063447234055","0.303932440171473"
"Rather not true","1990","16-34 y.","(2c_gen) general maturity certificate","20","","",""
"Rather not true","1990","16-34 y.","(2c_voc) vocational maturity certificate","18","","",""
"Rather not true","1990","16-34 y.","(3a) lower tertiary education","60","0.254576686900323","0.197529414735151","0.311623959065495"
"Rather not true","1990","16-34 y.","(3b) higher tertiary education","34","0.339053489353409","0.244357902309688","0.433749076397131"
"Rather not true","1990","35-65 y.","(0) in school","","","",""
"Rather not true","1990","35-65 y.","(1a) inadequately completed","2","","",""
"Rather not true","1990","35-65 y.","(1b) general elementary school","63","0.364187699740263","0.29349652653165","0.434878872948877"
"Rather not true","1990","35-65 y.","(1c) basic vocational qualification","286","0.290019499552626","0.261551300611184","0.318487698494067"
"Rather not true","1990","35-65 y.","(2b) intermediate general qualification","4","","",""
"Rather not true","1990","35-65 y.","(2a) intermediate vocational","138","0.293327216909801","0.252297087753365","0.334357346066238"
"Rather not true","1990","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Rather not true","1990","35-65 y.","(2c_voc) vocational maturity certificate","10","","",""
"Rather not true","1990","35-65 y.","(3a) lower tertiary education","156","0.399733529352793","0.35136562044968","0.448101438255907"
"Rather not true","1990","35-65 y.","(3b) higher tertiary education","89","0.382887087057255","0.320605762641729","0.445168411472781"
"Rather not true","1990","66 and older","(0) in school","","","",""
"Rather not true","1990","66 and older","(1a) inadequately completed","","","",""
"Rather not true","1990","66 and older","(1b) general elementary school","36","0.239537819170107","0.167807214339638","0.311268424000575"
"Rather not true","1990","66 and older","(1c) basic vocational qualification","63","0.28294031467031","0.222591843346115","0.343288785994504"
"Rather not true","1990","66 and older","(2b) intermediate general qualification","1","","",""
"Rather not true","1990","66 and older","(2a) intermediate vocational","7","","",""
"Rather not true","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rather not true","1990","66 and older","(3a) lower tertiary education","9","","",""
"Rather not true","1990","66 and older","(3b) higher tertiary education","5","","",""
"Totally disagree","1990","16-34 y.","(0) in school","","","",""
"Totally disagree","1990","16-34 y.","(1a) inadequately completed","3","","",""
"Totally disagree","1990","16-34 y.","(1b) general elementary school","1","","",""
"Totally disagree","1990","16-34 y.","(1c) basic vocational qualification","8","","",""
"Totally disagree","1990","16-34 y.","(2b) intermediate general qualification","12","","",""
"Totally disagree","1990","16-34 y.","(2a) intermediate vocational","58","0.0622588808392808","0.0463217596927558","0.0781960019858059"
"Totally disagree","1990","16-34 y.","(2c_gen) general maturity certificate","","","",""
