"plh0188","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","1309","0.301267016196821","0.28753283525686","0.315001197136782","3"
"Rather not true","1990","direct migration background","39","0.266459919638862","0.193743616848141","0.339176222429582","3"
"Rather not true","1990","indirect migration background","1","","","","3"
"Tends to agree","1990","no migration background","1891","0.440047583299756","0.425188338723056","0.454906827876455","2"
"Tends to agree","1990","direct migration background","77","0.534140861397633","0.452094537019042","0.616187185776225","2"
"Tends to agree","1990","indirect migration background","1","","","","2"
"Totally disagree","1990","no migration background","318","0.0768572147808758","0.068883731090645","0.0848306984711066","4"
"Totally disagree","1990","direct migration background","6","","","","4"
"Totally disagree","1990","indirect migration background","","","","","4"
"True entirely","1990","no migration background","769","0.181828185722548","0.170282380969775","0.19337399047532","1"
"True entirely","1990","direct migration background","20","","","","1"
"True entirely","1990","indirect migration background","","","","","1"
"Rather not true","1991","no migration background","1349","0.335743971965457","0.321169063225199","0.350318880705716","3"
"Rather not true","1991","direct migration background","43","0.317580328085507","0.2412789050651","0.393881751105914","3"
"Rather not true","1991","indirect migration background","1","","","","3"
"Tends to agree","1991","no migration background","1676","0.409850449521861","0.394671988901257","0.425028910142466","2"
"Tends to agree","1991","direct migration background","54","0.354463662611945","0.27606181821798","0.432865507005911","2"
"Tends to agree","1991","indirect migration background","2","","","","2"
"Totally disagree","1991","no migration background","405","0.105517813678256","0.0960361898757243","0.114999437480788","4"
"Totally disagree","1991","direct migration background","14","","","","4"
"Totally disagree","1991","indirect migration background","","","","","4"
"True entirely","1991","no migration background","603","0.148887764834425","0.137901327017053","0.159874202651796","1"
"True entirely","1991","direct migration background","32","0.242976044288056","0.172682310493965","0.313269778082147","1"
"True entirely","1991","indirect migration background","","","","","1"
"Rather not true","1992","no migration background","3261","0.325550462904523","0.31652002693187","0.334580898877177","3"
"Rather not true","1992","direct migration background","170","0.289935462738183","0.2528168509462","0.327054074530165","3"
"Rather not true","1992","indirect migration background","24","","","","3"
