"plh0188","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","(Married) couple without C. ","no migration background","278","0.302635093951553","0.272604914095014","0.332665273808091","3"
"Rather not true","1990","Single parent ","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","indirect migration background","1","","","","3"
"Rather not true","1990","1-pers.-HH","no migration background","95","0.305694047972347","0.255217222095544","0.35617087384915","3"
"Rather not true","1990","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","no migration background","252","0.314853256615967","0.282688688325403","0.34701782490653","3"
"Rather not true","1990","Couple + C. GT 16 ","direct migration background","9","","","","3"
"Rather not true","1990","1-pers.-HH","direct migration background","6","","","","3"
"Rather not true","1990","1-pers.-HH","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","no migration background","91","0.290261403622489","0.239898048869622","0.340624758375355","3"
"Rather not true","1990","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Rather not true","1990","(Married) couple without C. ","direct migration background","13","","","","3"
"Rather not true","1990","(Married) couple without C. ","indirect migration background","","","","","3"
"Rather not true","1990","Single parent ","no migration background","65","0.359006260554097","0.289503756600576","0.428508764507618","3"
"Rather not true","1990","Single parent ","direct migration background","1","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","no migration background","434","0.288192436596754","0.264888087711472","0.311496785482036","3"
"Rather not true","1990","Couple + C. LE 16 ","direct migration background","10","","","","3"
"Tends to agree","1990","(Married) couple without C. ","no migration background","369","0.422598923945748","0.390308686913344","0.454889160978152","2"
"Tends to agree","1990","Single parent ","indirect migration background","1","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","1-pers.-HH","no migration background","122","0.384607893588861","0.331304095010861","0.437911692166862","2"
"Tends to agree","1990","Couple + C. LE and GT 16","direct migration background","6","","","","2"
"Tends to agree","1990","Single parent ","direct migration background","3","","","","2"
"Tends to agree","1990","(Married) couple without C. ","direct migration background","35","0.62883162126562","0.503412621083492","0.754250621447748","2"
"Tends to agree","1990","1-pers.-HH","direct migration background","4","","","","2"
"Tends to agree","1990","1-pers.-HH","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","no migration background","149","0.485742476376767","0.430284481616983","0.541200471136551","2"
"Tends to agree","1990","(Married) couple without C. ","indirect migration background","","","","","2"
"Tends to agree","1990","Single parent ","no migration background","79","0.423214195697104","0.351631188186179","0.49479720320803","2"
"Tends to agree","1990","Couple + C. LE 16 ","no migration background","680","0.480783741924638","0.455076030695885","0.50649145315339","2"
"Tends to agree","1990","Couple + C. LE 16 ","direct migration background","14","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","no migration background","345","0.420998986463394","0.386807969370939","0.45519000355585","2"
"Tends to agree","1990","Couple + C. GT 16 ","direct migration background","9","","","","2"
"Totally disagree","1990","Couple + C. LE 16 ","no migration background","90","0.0584364379452372","0.0463671659702673","0.0705057099202071","4"
"Totally disagree","1990","1-pers.-HH","no migration background","38","0.110717214712038","0.0763376304667535","0.145096798957322","4"
"Totally disagree","1990","Single parent ","indirect migration background","","","","","4"
"Totally disagree","1990","1-pers.-HH","direct migration background","","","","","4"
"Totally disagree","1990","1-pers.-HH","indirect migration background","","","","","4"
"Totally disagree","1990","(Married) couple without C. ","no migration background","83","0.0928755461524005","0.0739018311556366","0.111849261149164","4"
"Totally disagree","1990","(Married) couple without C. ","direct migration background","2","","","","4"
"Totally disagree","1990","(Married) couple without C. ","indirect migration background","","","","","4"
"Totally disagree","1990","Single parent ","no migration background","18","","","","4"
"Totally disagree","1990","Single parent ","direct migration background","","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","direct migration background","","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","direct migration background","2","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","no migration background","47","0.0623164456172197","0.0455762195080031","0.0790566717264363","4"
"Totally disagree","1990","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","no migration background","18","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","direct migration background","1","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"True entirely","1990","1-pers.-HH","no migration background","65","0.198980843726754","0.155238687531572","0.242722999921936","1"
"True entirely","1990","1-pers.-HH","direct migration background","6","","","","1"
"True entirely","1990","1-pers.-HH","indirect migration background","","","","","1"
"True entirely","1990","(Married) couple without C. ","no migration background","169","0.181890435950299","0.156674278243916","0.207106593656681","1"
"True entirely","1990","(Married) couple without C. ","direct migration background","7","","","","1"
"True entirely","1990","(Married) couple without C. ","indirect migration background","","","","","1"
"True entirely","1990","Single parent ","no migration background","21","","","","1"
"True entirely","1990","Single parent ","direct migration background","1","","","","1"
"True entirely","1990","Single parent ","indirect migration background","","","","","1"
"True entirely","1990","Couple + C. LE 16 ","no migration background","247","0.172587383533371","0.153143635855726","0.192031131211016","1"
"True entirely","1990","Couple + C. LE 16 ","direct migration background","1","","","","1"
"True entirely","1990","Couple + C. LE 16 ","indirect migration background","","","","","1"
"True entirely","1990","Couple + C. GT 16 ","no migration background","157","0.201831311303419","0.174035878084216","0.229626744522623","1"
"True entirely","1990","Couple + C. GT 16 ","direct migration background","4","","","","1"
"True entirely","1990","Couple + C. GT 16 ","indirect migration background","","","","","1"
"True entirely","1990","Couple + C. LE and GT 16","no migration background","54","0.162935686973105","0.12195697389225","0.203914400053959","1"
"True entirely","1990","Couple + C. LE and GT 16","direct migration background","","","","","1"
"True entirely","1990","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Rather not true","1991","1-pers.-HH","no migration background","97","0.339329717922559","0.284359305531349","0.394300130313768","3"
"Rather not true","1991","1-pers.-HH","direct migration background","4","","","","3"
"Rather not true","1991","1-pers.-HH","indirect migration background","","","","","3"
"Rather not true","1991","(Married) couple without C. ","no migration background","274","0.329334144505556","0.297552239446839","0.361116049564272","3"
