"plh0188","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","in school","Male","2","","",""
"True entirely","1990","in school","Female","4","","",""
"True entirely","1990","inadequately","Male","","","",""
"True entirely","1990","inadequately","Female","1","","",""
"True entirely","1990","general elemantary","Male","25","","",""
"True entirely","1990","general elemantary","Female","61","0.160282974706546","0.123444997107328","0.197120952305764"
"True entirely","1990","middle vocational","Male","262","0.222358553933247","0.19906294848166","0.245654159384835"
"True entirely","1990","middle vocational","Female","235","0.186321051845086","0.165228177215791","0.207413926474381"
"True entirely","1990","vocational + Abi","Male","9","","",""
"True entirely","1990","vocational + Abi","Female","8","","",""
"True entirely","1990","higher vocational","Male","46","0.194543983709756","0.142236170058018","0.246851797361494"
"True entirely","1990","higher vocational","Female","8","","",""
"True entirely","1990","higher education","Male","63","0.130314883031591","0.0994159347129545","0.161213831350227"
"True entirely","1990","higher education","Female","63","0.11578034668178","0.0887435983909437","0.142817094972615"
"Tends to agree","1990","in school","Male","11","","",""
"Tends to agree","1990","in school","Female","5","","",""
"Tends to agree","1990","inadequately","Male","3","","",""
"Tends to agree","1990","inadequately","Female","6","","",""
"Tends to agree","1990","general elemantary","Male","57","0.407671808006929","0.324778828876862","0.490564787136996"
"Tends to agree","1990","general elemantary","Female","177","0.474724798878304","0.424582988332676","0.524866609423931"
"Tends to agree","1990","middle vocational","Male","559","0.449017717755424","0.421152788936392","0.476882646574457"
"Tends to agree","1990","middle vocational","Female","564","0.423309231884563","0.396543529949113","0.450074933820012"
"Tends to agree","1990","vocational + Abi","Male","21","","",""
"Tends to agree","1990","vocational + Abi","Female","13","","",""
"Tends to agree","1990","higher vocational","Male","107","0.501918243508843","0.435848357302911","0.567988129714774"
"Tends to agree","1990","higher vocational","Female","24","","",""
"Tends to agree","1990","higher education","Male","194","0.44065506777496","0.39508759864175","0.486222536908169"
"Tends to agree","1990","higher education","Female","227","0.41085732092579","0.369284192124904","0.452430449726675"
"Rather not true","1990","in school","Male","4","","",""
"Rather not true","1990","in school","Female","2","","",""
"Rather not true","1990","inadequately","Male","1","","",""
"Rather not true","1990","inadequately","Female","","","",""
"Rather not true","1990","general elemantary","Male","41","0.33369093510783","0.254149893820192","0.413231976395467"
"Rather not true","1990","general elemantary","Female","115","0.282648407649886","0.237434201710218","0.327862613589553"
"Rather not true","1990","middle vocational","Male","335","0.272332428725053","0.247393742434416","0.29727111501569"
"Rather not true","1990","middle vocational","Female","411","0.31236365022896","0.28725704895206","0.337470251505859"
"Rather not true","1990","vocational + Abi","Male","13","","",""
"Rather not true","1990","vocational + Abi","Female","13","","",""
"Rather not true","1990","higher vocational","Male","52","0.22755194729404","0.172151704233729","0.282952190354352"
"Rather not true","1990","higher vocational","Female","6","","",""
"Rather not true","1990","higher education","Male","164","0.348018300623722","0.30429787174964","0.391738729497805"
"Rather not true","1990","higher education","Female","189","0.358646082901474","0.318119603746225","0.399172562056723"
"Totally disagree","1990","in school","Male","2","","",""
"Totally disagree","1990","in school","Female","1","","",""
"Totally disagree","1990","inadequately","Male","","","",""
"Totally disagree","1990","inadequately","Female","","","",""
"Totally disagree","1990","general elemantary","Male","12","","",""
"Totally disagree","1990","general elemantary","Female","28","","",""
"Totally disagree","1990","middle vocational","Male","68","0.0562912995862757","0.0433791960667875","0.0692034031057639"
"Totally disagree","1990","middle vocational","Female","99","0.0780060660413918","0.0634780440765533","0.0925340880062302"
"Totally disagree","1990","vocational + Abi","Male","2","","",""
"Totally disagree","1990","vocational + Abi","Female","1","","",""
"Totally disagree","1990","higher vocational","Male","15","","",""
"Totally disagree","1990","higher vocational","Female","1","","",""
"Totally disagree","1990","higher education","Male","35","0.081011748569727","0.0559682700202438","0.10605522711921"
"Totally disagree","1990","higher education","Female","59","0.114716249490957","0.0877878420688763","0.141644656913037"
"True entirely","1991","in school","Male","1","","",""
"True entirely","1991","in school","Female","","","",""
"True entirely","1991","inadequately","Male","1","","",""
"True entirely","1991","inadequately","Female","5","","",""
"True entirely","1991","general elemantary","Male","24","","",""
"True entirely","1991","general elemantary","Female","62","0.191809674576973","0.149835533409036","0.23378381574491"
"True entirely","1991","middle vocational","Male","196","0.172309878207102","0.150530470110449","0.194089286303755"
"True entirely","1991","middle vocational","Female","168","0.145302450837977","0.125568104499485","0.165036797176469"
"True entirely","1991","vocational + Abi","Male","9","","",""
"True entirely","1991","vocational + Abi","Female","5","","",""
"True entirely","1991","higher vocational","Male","41","0.179256249778133","0.126491848151886","0.232020651404379"
"True entirely","1991","higher vocational","Female","7","","",""
"True entirely","1991","higher education","Male","65","0.137661661539359","0.105541160786472","0.169782162292246"
"True entirely","1991","higher education","Female","48","0.0797404937967132","0.05641247655133","0.103068511042096"
"Tends to agree","1991","in school","Male","3","","",""
"Tends to agree","1991","in school","Female","2","","",""
"Tends to agree","1991","inadequately","Male","11","","",""
"Tends to agree","1991","inadequately","Female","9","","",""
"Tends to agree","1991","general elemantary","Male","54","0.44415849354015","0.356349296075184","0.531967691005116"
