"plh0188","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Thuringia","inadequately","","","","","3"
"Rather not true","1990","Thuringia","general elemantary","14","","","","3"
"Rather not true","1990","Thuringia","middle vocational","128","0.261912098927391","0.222822449093827","0.301001748760955","3"
"Rather not true","1990","Thuringia","vocational + Abi","5","","","","3"
"Rather not true","1990","Thuringia","higher vocational","8","","","","3"
"Rather not true","1990","Thuringia","higher education","34","0.264862521396658","0.189870198303302","0.339854844490014","3"
"Rather not true","1990","Thuringia","in school","1","","","","3"
"Rather not true","1990","Schleswig-Holstein","in school","","","","","3"
"Rather not true","1990","Schleswig-Holstein","inadequately","","","","","3"
"Rather not true","1990","Schleswig-Holstein","general elemantary","","","","","3"
"Rather not true","1990","Schleswig-Holstein","middle vocational","","","","","3"
"Rather not true","1990","Schleswig-Holstein","vocational + Abi","","","","","3"
"Rather not true","1990","Schleswig-Holstein","higher vocational","","","","","3"
"Rather not true","1990","Schleswig-Holstein","higher education","","","","","3"
"Rather not true","1990","Hamburg","in school","","","","","3"
"Rather not true","1990","Hamburg","inadequately","","","","","3"
"Rather not true","1990","Hamburg","general elemantary","","","","","3"
"Rather not true","1990","Hamburg","middle vocational","","","","","3"
"Rather not true","1990","Hamburg","vocational + Abi","","","","","3"
"Rather not true","1990","Lower Saxony","vocational + Abi","","","","","3"
"Rather not true","1990","Lower Saxony","higher vocational","","","","","3"
"Rather not true","1990","Lower Saxony","higher education","","","","","3"
"Rather not true","1990","Bremen","in school","","","","","3"
"Rather not true","1990","Bremen","inadequately","","","","","3"
"Rather not true","1990","Bremen","general elemantary","","","","","3"
"Rather not true","1990","Bremen","middle vocational","","","","","3"
"Rather not true","1990","Bremen","vocational + Abi","","","","","3"
"Rather not true","1990","Bremen","higher vocational","","","","","3"
"Rather not true","1990","Bremen","higher education","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","in school","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","inadequately","","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","middle vocational","103","0.356067782114309","0.30057308421687","0.411562480011749","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","higher vocational","7","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","higher education","36","0.352609086966277","0.263726507188956","0.441491666743598","3"
"Rather not true","1990","Saxony","in school","2","","","","3"
"Rather not true","1990","Saxony","inadequately","1","","","","3"
"Rather not true","1990","Saxony","general elemantary","55","0.343241244785496","0.270353089564722","0.41612940000627","3"
"Rather not true","1990","Saxony","middle vocational","206","0.257796529442523","0.227020169400357","0.28857288948469","3"
"Rather not true","1990","Saxony","vocational + Abi","7","","","","3"
"Rather not true","1990","Saxony","higher vocational","15","","","","3"
"Rather not true","1990","Saxony","higher education","97","0.328765219789959","0.274416752359362","0.383113687220556","3"
"Rather not true","1990","Saxony-Anhalt","in school","","","","","3"
"Rather not true","1990","Saxony-Anhalt","inadequately","","","","","3"
"Rather not true","1990","Saxony-Anhalt","general elemantary","26","","","","3"
"Rather not true","1990","Saxony-Anhalt","middle vocational","137","0.30862582889856","0.265994140771218","0.351257517025902","3"
"Rather not true","1990","Saxony-Anhalt","vocational + Abi","3","","","","3"
"Rather not true","1990","Saxony-Anhalt","higher vocational","13","","","","3"
"Rather not true","1990","Saxony-Anhalt","higher education","67","0.333552115871012","0.263497232629875","0.403606999112149","3"
"Rather not true","1990","Hamburg","higher vocational","","","","","3"
"Rather not true","1990","Hamburg","higher education","","","","","3"
"Rather not true","1990","Lower Saxony","in school","","","","","3"
"Rather not true","1990","Lower Saxony","inadequately","","","","","3"
"Rather not true","1990","Lower Saxony","general elemantary","","","","","3"
"Rather not true","1990","Lower Saxony","middle vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","general elemantary","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","middle vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","vocational + Abi","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","higher vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","higher education","","","","","3"
"Rather not true","1990","Hesse","in school","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","general elemantary","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","middle vocational","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
