"pli0081","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1990","lower secondary degree","West Germany","390","0.0814380732462957","0.0734786878598937","0.0893974586326977"
"Daily","1990","lower secondary degree","East Germany","","","",""
"Daily","1990","secondary school degree","West Germany","98","0.0557194185028253","0.0447574408497127","0.0666813961559378"
"Daily","1990","secondary school degree","East Germany","","","",""
"Daily","1990","college entrance qualification","West Germany","34","0.0264177958566681","0.0173552570193326","0.0354803346940037"
"Daily","1990","college entrance qualification","East Germany","","","",""
"Daily","1990","Other degree","West Germany","82","0.0713908971689404","0.055480281366912","0.0873015129709687"
"Daily","1990","Other degree","East Germany","","","",""
"Daily","1990","no degree/no degree yet","West Germany","92","0.0831094543127456","0.0644305639358528","0.101788344689638"
"Daily","1990","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1990","lower secondary degree","West Germany","1732","0.366362548802885","0.352341273289373","0.380383824316397"
"Min 1x per week","1990","lower secondary degree","East Germany","","","",""
"Min 1x per week","1990","secondary school degree","West Germany","619","0.359010126010818","0.336084878732459","0.381935373289178"
"Min 1x per week","1990","secondary school degree","East Germany","","","",""
"Min 1x per week","1990","college entrance qualification","West Germany","384","0.330464045227478","0.303883472354674","0.357044618100283"
"Min 1x per week","1990","college entrance qualification","East Germany","","","",""
"Min 1x per week","1990","Other degree","West Germany","390","0.33740308693053","0.308185231853209","0.366620942007851"
"Min 1x per week","1990","Other degree","East Germany","","","",""
"Min 1x per week","1990","no degree/no degree yet","West Germany","323","0.300445498344028","0.26942414510472","0.331466851583336"
"Min 1x per week","1990","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1990","lower secondary degree","West Germany","1382","0.31303007354513","0.299535055725254","0.326525091365007"
"Min 1x per month","1990","lower secondary degree","East Germany","","","",""
"Min 1x per month","1990","secondary school degree","West Germany","559","0.337471887719565","0.314874613743684","0.360069161695445"
"Min 1x per month","1990","secondary school degree","East Germany","","","",""
"Min 1x per month","1990","college entrance qualification","West Germany","395","0.330342058126972","0.303763970781057","0.356920145472887"
"Min 1x per month","1990","college entrance qualification","East Germany","","","",""
"Min 1x per month","1990","Other degree","West Germany","186","0.207723794996657","0.182655168995993","0.232792420997321"
"Min 1x per month","1990","Other degree","East Germany","","","",""
"Min 1x per month","1990","no degree/no degree yet","West Germany","180","0.271946398625645","0.241837806822793","0.302054990428496"
"Min 1x per month","1990","no degree/no degree yet","East Germany","","","",""
"Rarely","1990","lower secondary degree","West Germany","922","0.216940469605198","0.204946049779261","0.228934889431134"
"Rarely","1990","lower secondary degree","East Germany","","","",""
"Rarely","1990","secondary school degree","West Germany","375","0.229413190600443","0.209319714572004","0.249506666628882"
"Rarely","1990","secondary school degree","East Germany","","","",""
"Rarely","1990","college entrance qualification","West Germany","362","0.285286393893235","0.259769851097669","0.310802936688801"
"Rarely","1990","college entrance qualification","East Germany","","","",""
"Rarely","1990","Other degree","West Germany","228","0.255735131657913","0.228775866076714","0.282694397239111"
"Rarely","1990","Other degree","East Germany","","","",""
"Rarely","1990","no degree/no degree yet","West Germany","164","0.255777371841109","0.226255111465865","0.285299632216353"
"Rarely","1990","no degree/no degree yet","East Germany","","","",""
"Never","1990","lower secondary degree","West Germany","110","0.0222288348004916","0.0179385262191245","0.0265191433818587"
"Never","1990","lower secondary degree","East Germany","","","",""
"Never","1990","secondary school degree","West Germany","31","0.0183853771663487","0.011965275924069","0.0248054784086284"
"Never","1990","secondary school degree","East Germany","","","",""
"Never","1990","college entrance qualification","West Germany","28","","",""
"Never","1990","college entrance qualification","East Germany","","","",""
"Never","1990","Other degree","West Germany","120","0.127747089245959","0.107119626043246","0.148374552448673"
"Never","1990","Other degree","East Germany","","","",""
"Never","1990","no degree/no degree yet","West Germany","80","0.0887212768764727","0.0694812082157145","0.107961345537231"
"Never","1990","no degree/no degree yet","East Germany","","","",""
"Daily","1991","lower secondary degree","West Germany","","","",""
"Daily","1991","lower secondary degree","East Germany","","","",""
"Daily","1991","secondary school degree","West Germany","","","",""
"Daily","1991","secondary school degree","East Germany","","","",""
"Daily","1991","college entrance qualification","West Germany","","","",""
"Daily","1991","college entrance qualification","East Germany","","","",""
"Daily","1991","Other degree","West Germany","","","",""
"Daily","1991","Other degree","East Germany","","","",""
"Daily","1991","no degree/no degree yet","West Germany","","","",""
"Daily","1991","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1991","lower secondary degree","West Germany","","","",""
"Min 1x per week","1991","lower secondary degree","East Germany","","","",""
"Min 1x per week","1991","secondary school degree","West Germany","","","",""
"Min 1x per week","1991","secondary school degree","East Germany","","","",""
"Min 1x per week","1991","college entrance qualification","West Germany","","","",""
"Min 1x per week","1991","college entrance qualification","East Germany","","","",""
"Min 1x per week","1991","Other degree","West Germany","","","",""
"Min 1x per week","1991","Other degree","East Germany","","","",""
"Min 1x per week","1991","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1991","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1991","lower secondary degree","West Germany","","","",""
"Min 1x per month","1991","lower secondary degree","East Germany","","","",""
"Min 1x per month","1991","secondary school degree","West Germany","","","",""
"Min 1x per month","1991","secondary school degree","East Germany","","","",""
"Min 1x per month","1991","college entrance qualification","West Germany","","","",""
"Min 1x per month","1991","college entrance qualification","East Germany","","","",""
"Min 1x per month","1991","Other degree","West Germany","","","",""
"Min 1x per month","1991","Other degree","East Germany","","","",""
"Min 1x per month","1991","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1991","no degree/no degree yet","East Germany","","","",""
"Rarely","1991","lower secondary degree","West Germany","","","",""
"Rarely","1991","lower secondary degree","East Germany","","","",""
"Rarely","1991","secondary school degree","West Germany","","","",""
"Rarely","1991","secondary school degree","East Germany","","","",""
"Rarely","1991","college entrance qualification","West Germany","","","",""
"Rarely","1991","college entrance qualification","East Germany","","","",""
"Rarely","1991","Other degree","West Germany","","","",""
"Rarely","1991","Other degree","East Germany","","","",""
"Rarely","1991","no degree/no degree yet","West Germany","","","",""
"Rarely","1991","no degree/no degree yet","East Germany","","","",""
"Never","1991","lower secondary degree","West Germany","","","",""
"Never","1991","lower secondary degree","East Germany","","","",""
"Never","1991","secondary school degree","West Germany","","","",""
"Never","1991","secondary school degree","East Germany","","","",""
"Never","1991","college entrance qualification","West Germany","","","",""
"Never","1991","college entrance qualification","East Germany","","","",""
"Never","1991","Other degree","West Germany","","","",""
"Never","1991","Other degree","East Germany","","","",""
"Never","1991","no degree/no degree yet","West Germany","","","",""
"Never","1991","no degree/no degree yet","East Germany","","","",""
"Daily","1992","lower secondary degree","West Germany","","","",""
"Daily","1992","lower secondary degree","East Germany","","","",""
"Daily","1992","secondary school degree","West Germany","","","",""
"Daily","1992","secondary school degree","East Germany","","","",""
"Daily","1992","college entrance qualification","West Germany","","","",""
"Daily","1992","college entrance qualification","East Germany","","","",""
"Daily","1992","Other degree","West Germany","","","",""
"Daily","1992","Other degree","East Germany","","","",""
"Daily","1992","no degree/no degree yet","West Germany","","","",""
"Daily","1992","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1992","lower secondary degree","West Germany","","","",""
"Min 1x per week","1992","lower secondary degree","East Germany","","","",""
"Min 1x per week","1992","secondary school degree","West Germany","","","",""
"Min 1x per week","1992","secondary school degree","East Germany","","","",""
"Min 1x per week","1992","college entrance qualification","West Germany","","","",""
"Min 1x per week","1992","college entrance qualification","East Germany","","","",""
"Min 1x per week","1992","Other degree","West Germany","","","",""
"Min 1x per week","1992","Other degree","East Germany","","","",""
"Min 1x per week","1992","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1992","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1992","lower secondary degree","West Germany","","","",""
"Min 1x per month","1992","lower secondary degree","East Germany","","","",""
"Min 1x per month","1992","secondary school degree","West Germany","","","",""
"Min 1x per month","1992","secondary school degree","East Germany","","","",""
"Min 1x per month","1992","college entrance qualification","West Germany","","","",""
"Min 1x per month","1992","college entrance qualification","East Germany","","","",""
"Min 1x per month","1992","Other degree","West Germany","","","",""
"Min 1x per month","1992","Other degree","East Germany","","","",""
"Min 1x per month","1992","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1992","no degree/no degree yet","East Germany","","","",""
"Rarely","1992","lower secondary degree","West Germany","","","",""
"Rarely","1992","lower secondary degree","East Germany","","","",""
"Rarely","1992","secondary school degree","West Germany","","","",""
"Rarely","1992","secondary school degree","East Germany","","","",""
"Rarely","1992","college entrance qualification","West Germany","","","",""
"Rarely","1992","college entrance qualification","East Germany","","","",""
"Rarely","1992","Other degree","West Germany","","","",""
"Rarely","1992","Other degree","East Germany","","","",""
"Rarely","1992","no degree/no degree yet","West Germany","","","",""
