"pli0081","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1990","lower secondary degree","Male","142","0.060252150631483","0.05023346885804","0.070270832404926"
"Daily","1990","lower secondary degree","Female","248","0.0993240426673785","0.0872798681565694","0.111368217178188"
"Daily","1990","secondary school degree","Male","24","","",""
"Daily","1990","secondary school degree","Female","74","0.0738552074944579","0.0575883570944025","0.0901220578945133"
"Daily","1990","college entrance qualification","Male","19","","",""
"Daily","1990","college entrance qualification","Female","15","","",""
"Daily","1990","Other degree","Male","39","0.0490596720439082","0.0316899118892166","0.0664294321985997"
"Daily","1990","Other degree","Female","43","0.106275561051721","0.076516583681566","0.136034538421875"
"Daily","1990","no degree/no degree yet","Male","37","0.064213112604407","0.0394686654809078","0.0889575597279061"
"Daily","1990","no degree/no degree yet","Female","55","0.102327128896937","0.0746907239352384","0.129963533858635"
"Min 1x per week","1990","lower secondary degree","Male","801","0.347159435842549","0.327115329968884","0.367203541716215"
"Min 1x per week","1990","lower secondary degree","Female","931","0.38257455417281","0.36300342591455","0.40214568243107"
"Min 1x per week","1990","secondary school degree","Male","253","0.365078030701338","0.329128642238792","0.401027419163883"
"Min 1x per week","1990","secondary school degree","Female","366","0.354950705922975","0.325189265894245","0.384712145951705"
"Min 1x per week","1990","college entrance qualification","Male","223","0.307848690045254","0.274702078996567","0.340995301093941"
"Min 1x per week","1990","college entrance qualification","Female","161","0.367119201684319","0.322974370350599","0.411264033018039"
"Min 1x per week","1990","Other degree","Male","231","0.326639995543545","0.288925074092614","0.364354916994475"
"Min 1x per week","1990","Other degree","Female","159","0.354216621489087","0.308034127476955","0.400399115501219"
"Min 1x per week","1990","no degree/no degree yet","Male","141","0.293876069248072","0.247892784405634","0.339859354090511"
"Min 1x per week","1990","no degree/no degree yet","Female","182","0.307126640785174","0.265062426647223","0.349190854923126"
"Min 1x per month","1990","lower secondary degree","Male","681","0.328276394400535","0.308505160774379","0.34804762802669"
"Min 1x per month","1990","lower secondary degree","Female","701","0.300158544012916","0.28170240944214","0.318614678583691"
"Min 1x per month","1990","secondary school degree","Male","231","0.336469940526676","0.301188856799336","0.371751024254015"
"Min 1x per month","1990","secondary school degree","Female","328","0.338142189045841","0.308717932667956","0.367566445423725"
"Min 1x per month","1990","college entrance qualification","Male","242","0.333766242448926","0.299904876251546","0.367627608646307"
"Min 1x per month","1990","college entrance qualification","Female","153","0.324792111595205","0.281904008110138","0.367680215080271"
"Min 1x per month","1990","Other degree","Male","111","0.204134169876793","0.171720168102273","0.236548171651313"
"Min 1x per month","1990","Other degree","Female","75","0.213331318321979","0.173774375283999","0.252888261359959"
"Min 1x per month","1990","no degree/no degree yet","Male","82","0.274960078167369","0.229889492938903","0.320030663395834"
