"pli0081","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Full Time","1-pers.-HH","26","","","","1"
"Daily","1990","Full Time","(Married) couple without C. ","70","0.0592265274721655","0.044948963721865","0.073504091222466","1"
"Daily","1990","Full Time","Single parent ","17","","","","1"
"Daily","1990","Full Time","Couple + C. LE 16 ","69","0.0500917989846023","0.0371003379269047","0.0630832600423","1"
"Daily","1990","Full Time","Couple + C. GT 16 ","54","0.0349239612264135","0.0234062629496741","0.0464416595031529","1"
"Daily","1990","Full Time","Couple + C. LE and GT 16","23","","","","1"
"Daily","1990","Part Time","1-pers.-HH","8","","","","1"
"Daily","1990","Part Time","(Married) couple without C. ","35","0.106327776806729","0.0717329892642614","0.140922564349197","1"
"Daily","1990","Part Time","Single parent ","10","","","","1"
"Daily","1990","Part Time","Couple + C. LE 16 ","45","0.0783141672749206","0.0544036569783734","0.102224677571468","1"
"Daily","1990","Part Time","Couple + C. GT 16 ","29","","","","1"
"Daily","1990","Part Time","Couple + C. LE and GT 16","10","","","","1"
"Daily","1990","Not Working","1-pers.-HH","60","0.112901278928287","0.0851617873925883","0.140640770463986","1"
"Daily","1990","Not Working","(Married) couple without C. ","79","0.082728081470505","0.0652202096634061","0.100235953277604","1"
"Daily","1990","Not Working","Single parent ","18","","","","1"
"Daily","1990","Not Working","Couple + C. LE 16 ","59","0.0995270365387873","0.0737715186264699","0.125282554451105","1"
"Daily","1990","Not Working","Couple + C. GT 16 ","41","0.0291871487014125","0.01633520017545","0.0420390972273751","1"
"Daily","1990","Not Working","Couple + C. LE and GT 16","16","","","","1"
"Min 1x per month","1990","Not Working","(Married) couple without C. ","316","0.330273813831309","0.30038260055164","0.360165027110977","3"
"Min 1x per month","1990","Not Working","Couple + C. GT 16 ","202","0.352982511244919","0.316495357400659","0.38946966508918","3"
"Min 1x per month","1990","Full Time","Single parent ","66","0.354704101230259","0.289529936233985","0.419878266226532","3"
"Min 1x per month","1990","Not Working","Couple + C. LE and GT 16","83","0.353624577212787","0.298693864418809","0.408555290006766","3"
"Min 1x per month","1990","Full Time","(Married) couple without C. ","326","0.340986415943211","0.312313678104039","0.369659153782383","3"
"Min 1x per month","1990","Full Time","1-pers.-HH","105","0.274322904322468","0.231804138464025","0.316841670180911","3"
"Min 1x per month","1990","Full Time","Couple + C. LE 16 ","299","0.319281585870014","0.291516146639774","0.347047025100253","3"
"Min 1x per month","1990","Full Time","Couple + C. GT 16 ","298","0.339800526761586","0.310085728041225","0.369515325481947","3"
"Min 1x per month","1990","Full Time","Couple + C. LE and GT 16","113","0.350000427845823","0.303604923807102","0.396395931884544","3"
"Min 1x per month","1990","Part Time","(Married) couple without C. ","80","0.270279714301517","0.220439132112416","0.320120296490619","3"
"Min 1x per month","1990","Part Time","Single parent ","31","0.336005375495284","0.242961907770605","0.429048843219962","3"
"Min 1x per month","1990","Part Time","Couple + C. GT 16 ","136","0.340102450892587","0.2946326343426","0.385572267442574","3"
"Min 1x per month","1990","Part Time","Couple + C. LE and GT 16","50","0.315273515889059","0.249381360278537","0.38116567149958","3"
"Min 1x per month","1990","Not Working","1-pers.-HH","132","0.266516686036859","0.227762340215487","0.305271031858231","3"
"Min 1x per month","1990","Not Working","Single parent ","29","","","","3"
"Min 1x per month","1990","Not Working","Couple + C. LE 16 ","132","0.285721711365934","0.246855719256677","0.324587703475191","3"
"Min 1x per month","1990","Part Time","1-pers.-HH","28","","","","3"
"Min 1x per month","1990","Part Time","Couple + C. LE 16 ","140","0.326974077829844","0.285224721955283","0.368723433704404","3"
"Min 1x per week","1990","Not Working","(Married) couple without C. ","348","0.367352651140435","0.336713250323444","0.397992051957426","2"
"Min 1x per week","1990","Full Time","Couple + C. LE and GT 16","129","0.256965495765795","0.214461772919522","0.299469218612067","2"
"Min 1x per week","1990","Full Time","Couple + C. LE 16 ","479","0.410545471205276","0.38124735818939","0.439843584221163","2"
"Min 1x per week","1990","Part Time","Couple + C. LE 16 ","226","0.452645279324567","0.408346612786661","0.496943945862473","2"
"Min 1x per week","1990","Full Time","Couple + C. GT 16 ","322","0.302770698256531","0.273945791000178","0.331595605512884","2"
"Min 1x per week","1990","Not Working","Couple + C. GT 16 ","221","0.300306485325014","0.265308611298815","0.335304359351214","2"
"Min 1x per week","1990","Not Working","1-pers.-HH","166","0.341327990393612","0.299767214672793","0.382888766114431","2"
"Min 1x per week","1990","Part Time","Single parent ","23","","","","2"
"Min 1x per week","1990","Full Time","1-pers.-HH","155","0.381966147480728","0.335664496544621","0.428267798416834","2"
"Min 1x per week","1990","Full Time","(Married) couple without C. ","426","0.398501382509477","0.368888159688551","0.428114605330403","2"
"Min 1x per week","1990","Full Time","Single parent ","63","0.275752091233698","0.214873309843933","0.336630872623462","2"
"Min 1x per week","1990","Part Time","(Married) couple without C. ","126","0.417796531357212","0.362446486058695","0.473146576655729","2"
"Min 1x per week","1990","Part Time","Couple + C. GT 16 ","130","0.314365186073584","0.269805336451886","0.358925035695281","2"
"Min 1x per week","1990","Part Time","Couple + C. LE and GT 16","67","0.326674155737142","0.260161936567977","0.393186374906306","2"
"Min 1x per week","1990","Not Working","Single parent ","56","0.352886746808018","0.277166818013441","0.428606675602596","2"
"Min 1x per week","1990","Not Working","Couple + C. LE 16 ","206","0.385236744712746","0.343368744752496","0.427104744672996","2"
"Min 1x per week","1990","Not Working","Couple + C. LE and GT 16","104","0.321676718753212","0.268006943935436","0.375346493570988","2"
"Min 1x per week","1990","Part Time","1-pers.-HH","29","","","","2"
"Never","1990","Part Time","Couple + C. LE 16 ","11","","","","5"
"Never","1990","Part Time","Single parent ","4","","","","5"
"Never","1990","Full Time","1-pers.-HH","31","0.0466298877135902","0.0265370693360311","0.0667227060911493","5"
"Never","1990","Full Time","(Married) couple without C. ","24","","","","5"
"Never","1990","Full Time","Single parent ","11","","","","5"
"Never","1990","Full Time","Couple + C. LE 16 ","33","0.0157475621531155","0.00833285884528959","0.0231622654609415","5"
"Never","1990","Full Time","Couple + C. GT 16 ","34","0.0216674788497471","0.0125332767163803","0.030801680983114","5"
"Never","1990","Full Time","Couple + C. LE and GT 16","22","","","","5"
"Never","1990","Part Time","1-pers.-HH","6","","","","5"
"Never","1990","Part Time","(Married) couple without C. ","7","","","","5"
"Never","1990","Part Time","Couple + C. GT 16 ","20","","","","5"
"Never","1990","Part Time","Couple + C. LE and GT 16","12","","","","5"
"Never","1990","Not Working","1-pers.-HH","23","","","","5"
"Never","1990","Not Working","(Married) couple without C. ","29","","","","5"
"Never","1990","Not Working","Single parent ","12","","","","5"
"Never","1990","Not Working","Couple + C. LE 16 ","26","","","","5"
"Never","1990","Not Working","Couple + C. GT 16 ","26","","","","5"
"Never","1990","Not Working","Couple + C. LE and GT 16","18","","","","5"
"Rarely","1990","Full Time","1-pers.-HH","106","0.247433795582962","0.206311270737147","0.288556320428776","4"
"Rarely","1990","Full Time","Couple + C. GT 16 ","268","0.300837334905722","0.272064797516823","0.329609872294621","4"
"Rarely","1990","Full Time","(Married) couple without C. ","204","0.191512422719523","0.167711785084699","0.215313060354347","4"
"Rarely","1990","Full Time","Couple + C. LE and GT 16","119","0.308688645606527","0.263753904186911","0.353623387026143","4"
"Rarely","1990","Full Time","Couple + C. LE 16 ","203","0.204333581786992","0.180319319431857","0.228347844142128","4"
"Rarely","1990","Not Working","Couple + C. LE 16 ","96","0.20616788774656","0.171363078780887","0.240972696712233","4"
"Rarely","1990","Not Working","Couple + C. LE and GT 16","70","0.259441181752661","0.20907942949235","0.309802934012972","4"
"Rarely","1990","Not Working","Single parent ","38","0.225881215386186","0.159622007973229","0.292140422799143","4"
"Rarely","1990","Not Working","Couple + C. GT 16 ","169","0.280125764155829","0.245840284778842","0.314411243532816","4"
