"pli0081","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","lower secondary degree","163","0.101980338192702","0.0862954575221912","0.117665218863213"
"Daily","1990","16-34 y.","secondary school degree","64","0.0675481115600403","0.0510784192285026","0.084017803891578"
"Daily","1990","16-34 y.","college entrance qualification","20","","",""
"Daily","1990","16-34 y.","Other degree","27","","",""
"Daily","1990","16-34 y.","no degree/no degree yet","35","0.0570480749775636","0.0311877413096157","0.0829084086455116"
"Daily","1990","35-65 y.","lower secondary degree","142","0.059940294014499","0.0503327181862382","0.0695478698427597"
"Daily","1990","35-65 y.","secondary school degree","25","","",""
"Daily","1990","35-65 y.","college entrance qualification","8","","",""
"Daily","1990","35-65 y.","Other degree","53","0.0592263034844722","0.0424111804923793","0.0760414264765651"
"Daily","1990","35-65 y.","no degree/no degree yet","55","0.114840785295262","0.0871428131575999","0.142538757432924"
"Daily","1990","66 and older","lower secondary degree","85","0.113436086819538","0.0909047787514766","0.135967394887598"
"Daily","1990","66 and older","secondary school degree","9","","",""
"Daily","1990","66 and older","college entrance qualification","6","","",""
"Daily","1990","66 and older","Other degree","2","","",""
"Daily","1990","66 and older","no degree/no degree yet","2","","",""
"Min 1x per week","1990","16-34 y.","lower secondary degree","645","0.430286137809797","0.404624336198658","0.455947939420937"
"Min 1x per week","1990","16-34 y.","secondary school degree","365","0.409032158259046","0.376767556044485","0.441296760473608"
"Min 1x per week","1990","16-34 y.","college entrance qualification","213","0.371975896410733","0.333961522109563","0.409990270711904"
"Min 1x per week","1990","16-34 y.","Other degree","123","0.449291241757748","0.38649053405995","0.512091949455545"
"Min 1x per week","1990","16-34 y.","no degree/no degree yet","102","0.249155449990176","0.200929691894674","0.297381208085677"
"Min 1x per week","1990","35-65 y.","lower secondary degree","818","0.348567722130442","0.32928115698727","0.367854287273614"
"Min 1x per week","1990","35-65 y.","secondary school degree","199","0.315029102651657","0.278493717590398","0.351564487712915"
"Min 1x per week","1990","35-65 y.","college entrance qualification","138","0.282693631831168","0.242699712496245","0.322687551166091"
"Min 1x per week","1990","35-65 y.","Other degree","264","0.29673735296385","0.264195293382529","0.329279412545172"
"Min 1x per week","1990","35-65 y.","no degree/no degree yet","210","0.358217576719926","0.316563591840597","0.399871561599255"
"Min 1x per week","1990","66 and older","lower secondary degree","269","0.349162009939089","0.315292750353762","0.383031269524416"
"Min 1x per week","1990","66 and older","secondary school degree","55","0.329223610319804","0.258373731931016","0.400073488708593"
"Min 1x per week","1990","66 and older","college entrance qualification","33","0.331850763651784","0.237162874023913","0.426538653279655"
"Min 1x per week","1990","66 and older","Other degree","3","","",""
"Min 1x per week","1990","66 and older","no degree/no degree yet","11","","",""
"Min 1x per month","1990","16-34 y.","lower secondary degree","340","0.265288517025927","0.242406320456429","0.288170713595425"
"Min 1x per month","1990","16-34 y.","secondary school degree","269","0.316759405314612","0.286230076651186","0.347288733978038"
"Min 1x per month","1990","16-34 y.","college entrance qualification","202","0.334463609354562","0.297356029514074","0.371571189195051"
"Min 1x per month","1990","16-34 y.","Other degree","32","0.18334225608693","0.134489294413658","0.232195217760202"
"Min 1x per month","1990","16-34 y.","no degree/no degree yet","81","0.346844462284738","0.293775017939595","0.39991390662988"
"Min 1x per month","1990","35-65 y.","lower secondary degree","818","0.346537388113218","0.327277130640084","0.365797645586353"
"Min 1x per month","1990","35-65 y.","secondary school degree","229","0.359434770806577","0.321695455638807","0.397174085974346"
"Min 1x per month","1990","35-65 y.","college entrance qualification","166","0.335844396011127","0.293898682710118","0.377790109312136"
"Min 1x per month","1990","35-65 y.","Other degree","154","0.22142878993395","0.191850956097363","0.251006623770538"
"Min 1x per month","1990","35-65 y.","no degree/no degree yet","94","0.171844819066064","0.139072039036962","0.204617599095166"
"Min 1x per month","1990","66 and older","lower secondary degree","224","0.277796869039437","0.245973282789533","0.309620455289341"
"Min 1x per month","1990","66 and older","secondary school degree","61","0.339875731250352","0.26846266743171","0.411288795068994"
"Min 1x per month","1990","66 and older","college entrance qualification","27","","",""
"Min 1x per month","1990","66 and older","Other degree","","","",""
"Min 1x per month","1990","66 and older","no degree/no degree yet","5","","",""
"Rarely","1990","16-34 y.","lower secondary degree","239","0.184012018738591","0.16392825756811","0.204095779909072"
"Rarely","1990","16-34 y.","secondary school degree","179","0.193704410141932","0.167769630619421","0.219639189664443"
"Rarely","1990","16-34 y.","college entrance qualification","172","0.246013909196263","0.212140119329301","0.279887699063224"
"Rarely","1990","16-34 y.","Other degree","34","0.20274001437087","0.151981454710218","0.253498574031522"
"Rarely","1990","16-34 y.","no degree/no degree yet","69","0.291986271922692","0.241290597253524","0.34268194659186"
