"plh0196","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","Not Employed","Male","1296","0.405897461183996","0.388792129205607","0.423002793162386","1"
"People are helpful","2003","Not Employed","Female","2142","0.445731802224357","0.431837429496132","0.459626174952582","1"
"People are helpful","2003","Employed","Male","2373","0.303511512491279","0.293056429912173","0.313966595070385","1"
"People are helpful","2003","Employed","Female","2076","0.310742372998198","0.299449825111832","0.322034920884565","1"
"People pursue self-interest","2003","Employed","Female","4376","0.689257627001802","0.677965079115435","0.700550174888168","2"
"People pursue self-interest","2003","Not Employed","Male","1870","0.594102538816004","0.576997206837614","0.611207870794393","2"
"People pursue self-interest","2003","Not Employed","Female","2774","0.554268197775643","0.540373825047418","0.568162570503868","2"
"People pursue self-interest","2003","Employed","Male","5056","0.696488487508721","0.686033404929615","0.706943570087827","2"
"People are helpful","2004","Not Employed","Male","","","","","1"
"People are helpful","2004","Not Employed","Female","","","","","1"
"People are helpful","2004","Employed","Male","","","","","1"
"People are helpful","2004","Employed","Female","","","","","1"
"People pursue self-interest","2004","Not Employed","Female","","","","","2"
"People pursue self-interest","2004","Employed","Male","","","","","2"
"People pursue self-interest","2004","Employed","Female","","","","","2"
"People pursue self-interest","2004","Not Employed","Male","","","","","2"
"People are helpful","2005","Not Employed","Female","","","","","1"
"People are helpful","2005","Employed","Male","","","","","1"
"People are helpful","2005","Employed","Female","","","","","1"
"People are helpful","2005","Not Employed","Male","","","","","1"
"People pursue self-interest","2005","Not Employed","Male","","","","","2"
"People pursue self-interest","2005","Not Employed","Female","","","","","2"
"People pursue self-interest","2005","Employed","Male","","","","","2"
"People pursue self-interest","2005","Employed","Female","","","","","2"
"People are helpful","2006","Not Employed","Female","","","","","1"
"People are helpful","2006","Employed","Male","","","","","1"
"People are helpful","2006","Employed","Female","","","","","1"
"People are helpful","2006","Not Employed","Male","","","","","1"
"People pursue self-interest","2006","Not Employed","Male","","","","","2"
"People pursue self-interest","2006","Not Employed","Female","","","","","2"
"People pursue self-interest","2006","Employed","Male","","","","","2"
"People pursue self-interest","2006","Employed","Female","","","","","2"
"People are helpful","2007","Not Employed","Female","","","","","1"
"People are helpful","2007","Not Employed","Male","","","","","1"
"People are helpful","2007","Employed","Male","","","","","1"
"People are helpful","2007","Employed","Female","","","","","1"
"People pursue self-interest","2007","Not Employed","Female","","","","","2"
"People pursue self-interest","2007","Employed","Male","","","","","2"
"People pursue self-interest","2007","Employed","Female","","","","","2"
"People pursue self-interest","2007","Not Employed","Male","","","","","2"
"People are helpful","2008","Not Employed","Female","2002","0.456125022566031","0.441328991124758","0.470921054007304","1"
"People are helpful","2008","Employed","Female","2004","0.333014688085021","0.320740965632017","0.345288410538025","1"
"People are helpful","2008","Not Employed","Male","1267","0.405117268849403","0.387649141000214","0.422585396698591","1"
"People are helpful","2008","Employed","Male","2001","0.311789457420138","0.300158274770812","0.323420640069465","1"
"People pursue self-interest","2008","Not Employed","Female","2351","0.543874977433969","0.529078945992696","0.558671008875241","2"
"People pursue self-interest","2008","Employed","Male","4092","0.688210542579862","0.676579359930535","0.699841725229188","2"
"People pursue self-interest","2008","Employed","Female","3660","0.666985311914979","0.654711589461975","0.679259034367983","2"
"People pursue self-interest","2008","Not Employed","Male","1767","0.594882731150597","0.577414603301408","0.612350858999786","2"
"People are helpful","2009","Not Employed","Female","","","","","1"
"People are helpful","2009","Employed","Female","","","","","1"
"People are helpful","2009","Not Employed","Male","","","","","1"
"People are helpful","2009","Employed","Male","","","","","1"
"People pursue self-interest","2009","Not Employed","Female","","","","","2"
