"plh0196","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","(0) in school","West Germany","188","0.392077222850561","0.34701943825535","0.437135007445772"
"People are helpful","2003","(0) in school","East Germany","57","0.363850518464076","0.289535559753169","0.438165477174983"
"People are helpful","2003","(1a) inadequately completed","West Germany","89","0.333824113767805","0.275484367383828","0.392163860151782"
"People are helpful","2003","(1a) inadequately completed","East Germany","9","","",""
"People are helpful","2003","(1b) general elementary school","West Germany","770","0.41900320526208","0.396646554734302","0.441359855789857"
"People are helpful","2003","(1b) general elementary school","East Germany","89","0.368410809928782","0.30885401099971","0.427967608857853"
"People are helpful","2003","(1c) basic vocational qualification","West Germany","1939","0.376474504501527","0.363151225327203","0.389797783675851"
"People are helpful","2003","(1c) basic vocational qualification","East Germany","424","0.3673500729787","0.339925206116389","0.394774939841011"
"People are helpful","2003","(2b) intermediate general qualification","West Germany","175","0.338797894958063","0.295545850512963","0.382049939403164"
"People are helpful","2003","(2b) intermediate general qualification","East Germany","40","0.227347410583876","0.163781101731362","0.29091371943639"
"People are helpful","2003","(2a) intermediate vocational","West Germany","1107","0.336871784660564","0.320716550442994","0.353027018878134"
"People are helpful","2003","(2a) intermediate vocational","East Germany","448","0.220958297981848","0.201844617816381","0.240071978147315"
"People are helpful","2003","(2c_gen) general maturity certificate","West Germany","253","0.338220844803139","0.302583077854886","0.373858611751393"
"People are helpful","2003","(2c_gen) general maturity certificate","East Germany","44","0.242555571173011","0.180283485471648","0.304827656874374"
"People are helpful","2003","(2c_voc) vocational maturity certificate","West Germany","412","0.317935176601373","0.293186000069035","0.34268435313371"
"People are helpful","2003","(2c_voc) vocational maturity certificate","East Germany","50","0.269274178304505","0.205696909164154","0.332851447444857"
"People are helpful","2003","(3a) lower tertiary education","West Germany","416","0.382358769128555","0.352608573514484","0.412108964742627"
"People are helpful","2003","(3a) lower tertiary education","East Germany","214","0.325388266219019","0.290199630903011","0.360576901535028"
"People are helpful","2003","(3b) higher tertiary education","West Germany","850","0.416884292528212","0.395238196649231","0.438530388407193"
"People are helpful","2003","(3b) higher tertiary education","East Germany","217","0.356408842972986","0.318118423454889","0.394699262491083"
"People pursue self-interest","2003","(0) in school","West Germany","263","0.607922777149439","0.562864992554228","0.65298056174465"
"People pursue self-interest","2003","(0) in school","East Germany","104","0.636149481535924","0.561834522825017","0.710464440246831"
"People pursue self-interest","2003","(1a) inadequately completed","West Germany","162","0.666175886232195","0.607836139848219","0.724515632616172"
"People pursue self-interest","2003","(1a) inadequately completed","East Germany","12","","",""
"People pursue self-interest","2003","(1b) general elementary school","West Germany","1101","0.58099679473792","0.558640144210143","0.603353445265698"
"People pursue self-interest","2003","(1b) general elementary school","East Germany","163","0.631589190071218","0.572032391142147","0.69114598900029"
