"plh0196","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","16-34 y.","Urban Area","1313","0.31073498603397","0.29615420450188","0.32531576756606"
"People are helpful","2003","16-34 y.","Rural Area","521","0.268164100727556","0.248400020400682","0.287928181054431"
"People are helpful","2003","35-65 y.","Urban Area","2928","0.325684240049345","0.315689343789473","0.335679136309216"
"People are helpful","2003","35-65 y.","Rural Area","1271","0.308212461251391","0.294050718913165","0.322374203589617"
"People are helpful","2003","66 and older","Urban Area","1228","0.518386604802838","0.498408818201896","0.538364391403781"
"People are helpful","2003","66 and older","Rural Area","626","0.521600030266293","0.49369493944902","0.549505121083566"
"People pursue self-interest","2003","16-34 y.","Urban Area","2557","0.68926501396603","0.67468423243394","0.70384579549812"
"People pursue self-interest","2003","16-34 y.","Rural Area","1409","0.731835899272444","0.712071818945569","0.751599979599318"
"People pursue self-interest","2003","35-65 y.","Urban Area","5517","0.674315759950655","0.664320863690783","0.684310656210527"
"People pursue self-interest","2003","35-65 y.","Rural Area","2813","0.691787538748609","0.677625796410383","0.705949281086835"
"People pursue self-interest","2003","66 and older","Urban Area","1175","0.481613395197162","0.461635608596219","0.501591181798104"
"People pursue self-interest","2003","66 and older","Rural Area","605","0.478399969733707","0.450494878916434","0.50630506055098"
"People are helpful","2004","16-34 y.","Urban Area","","","",""
"People are helpful","2004","16-34 y.","Rural Area","","","",""
"People are helpful","2004","35-65 y.","Urban Area","","","",""
"People are helpful","2004","35-65 y.","Rural Area","","","",""
"People are helpful","2004","66 and older","Urban Area","","","",""
"People are helpful","2004","66 and older","Rural Area","","","",""
"People pursue self-interest","2004","16-34 y.","Urban Area","","","",""
"People pursue self-interest","2004","16-34 y.","Rural Area","","","",""
"People pursue self-interest","2004","35-65 y.","Urban Area","","","",""
"People pursue self-interest","2004","35-65 y.","Rural Area","","","",""
"People pursue self-interest","2004","66 and older","Urban Area","","","",""
"People pursue self-interest","2004","66 and older","Rural Area","","","",""
"People are helpful","2005","16-34 y.","Urban Area","","","",""
"People are helpful","2005","16-34 y.","Rural Area","","","",""
"People are helpful","2005","35-65 y.","Urban Area","","","",""
"People are helpful","2005","35-65 y.","Rural Area","","","",""
"People are helpful","2005","66 and older","Urban Area","","","",""
"People are helpful","2005","66 and older","Rural Area","","","",""
"People pursue self-interest","2005","16-34 y.","Urban Area","","","",""
"People pursue self-interest","2005","16-34 y.","Rural Area","","","",""
"People pursue self-interest","2005","35-65 y.","Urban Area","","","",""
"People pursue self-interest","2005","35-65 y.","Rural Area","","","",""
"People pursue self-interest","2005","66 and older","Urban Area","","","",""
"People pursue self-interest","2005","66 and older","Rural Area","","","",""
"People are helpful","2006","16-34 y.","Urban Area","","","",""
"People are helpful","2006","16-34 y.","Rural Area","","","",""
"People are helpful","2006","35-65 y.","Urban Area","","","",""
"People are helpful","2006","35-65 y.","Rural Area","","","",""
"People are helpful","2006","66 and older","Urban Area","","","",""
"People are helpful","2006","66 and older","Rural Area","","","",""
"People pursue self-interest","2006","16-34 y.","Urban Area","","","",""
"People pursue self-interest","2006","16-34 y.","Rural Area","","","",""
"People pursue self-interest","2006","35-65 y.","Urban Area","","","",""
"People pursue self-interest","2006","35-65 y.","Rural Area","","","",""
"People pursue self-interest","2006","66 and older","Urban Area","","","",""
"People pursue self-interest","2006","66 and older","Rural Area","","","",""
"People are helpful","2007","16-34 y.","Urban Area","","","",""
"People are helpful","2007","16-34 y.","Rural Area","","","",""
"People are helpful","2007","35-65 y.","Urban Area","","","",""
"People are helpful","2007","35-65 y.","Rural Area","","","",""
"People are helpful","2007","66 and older","Urban Area","","","",""
"People are helpful","2007","66 and older","Rural Area","","","",""
"People pursue self-interest","2007","16-34 y.","Urban Area","","","",""
"People pursue self-interest","2007","16-34 y.","Rural Area","","","",""
"People pursue self-interest","2007","35-65 y.","Urban Area","","","",""
