"plh0196","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","Not Employed","3438","0.430289971300208","0.41949562834386","0.441084314256557","1"
"People are helpful","2003","Employed","4449","0.306726578322917","0.299055336131089","0.314397820514746","1"
"People pursue self-interest","2003","Not Employed","4644","0.569710028699792","0.558915685743443","0.58050437165614","2"
"People pursue self-interest","2003","Employed","9432","0.693273421677083","0.685602179485254","0.700944663868911","2"
"People are helpful","2004","Not Employed","","","","","1"
"People are helpful","2004","Employed","","","","","1"
"People pursue self-interest","2004","Not Employed","","","","","2"
"People pursue self-interest","2004","Employed","","","","","2"
"People are helpful","2005","Not Employed","","","","","1"
"People are helpful","2005","Employed","","","","","1"
"People pursue self-interest","2005","Not Employed","","","","","2"
"People pursue self-interest","2005","Employed","","","","","2"
"People are helpful","2006","Not Employed","","","","","1"
"People are helpful","2006","Employed","","","","","1"
"People pursue self-interest","2006","Not Employed","","","","","2"
"People pursue self-interest","2006","Employed","","","","","2"
"People are helpful","2007","Not Employed","","","","","1"
"People are helpful","2007","Employed","","","","","1"
"People pursue self-interest","2007","Not Employed","","","","","2"
"People pursue self-interest","2007","Employed","","","","","2"
"People are helpful","2008","Not Employed","3269","0.435884994635825","0.424577046006814","0.447192943264836","1"
"People are helpful","2008","Employed","4005","0.321476467577781","0.313034243350821","0.329918691804741","1"
"People pursue self-interest","2008","Not Employed","4118","0.564115005364175","0.552807056735163","0.575422953993186","2"
"People pursue self-interest","2008","Employed","7752","0.678523532422219","0.670081308195259","0.686965756649179","2"
"People are helpful","2009","Not Employed","","","","","1"
"People are helpful","2009","Employed","","","","","1"
"People pursue self-interest","2009","Not Employed","","","","","2"
"People pursue self-interest","2009","Employed","","","","","2"
"People are helpful","2010","Not Employed","","","","","1"
"People are helpful","2010","Employed","","","","","1"
"People pursue self-interest","2010","Not Employed","","","","","2"
"People pursue self-interest","2010","Employed","","","","","2"
"People are helpful","2011","Not Employed","","","","","1"
"People are helpful","2011","Employed","","","","","1"
"People pursue self-interest","2011","Not Employed","","","","","2"
"People pursue self-interest","2011","Employed","","","","","2"
"People are helpful","2012","Not Employed","","","","","1"
"People are helpful","2012","Employed","","","","","1"
"People pursue self-interest","2012","Not Employed","","","","","2"
"People pursue self-interest","2012","Employed","","","","","2"
"People are helpful","2013","Not Employed","4192","0.504390937882377","0.493844754328312","0.514937121436441","1"
"People are helpful","2013","Employed","6860","0.389140556220677","0.381699712976364","0.39658139946499","1"
"People pursue self-interest","2013","Not Employed","4442","0.495609062117623","0.485062878563559","0.506155245671688","2"
"People pursue self-interest","2013","Employed","9633","0.610859443779323","0.60341860053501","0.618300287023636","2"
"People are helpful","2014","Not Employed","","","","","1"
"People are helpful","2014","Employed","","","","","1"
"People pursue self-interest","2014","Not Employed","","","","","2"
"People pursue self-interest","2014","Employed","","","","","2"
"People are helpful","2015","Not Employed","","","","","1"
"People are helpful","2015","Employed","","","","","1"
"People pursue self-interest","2015","Not Employed","","","","","2"
"People pursue self-interest","2015","Employed","","","","","2"
"People are helpful","2016","Not Employed","","","","","1"
"People are helpful","2016","Employed","","","","","1"
"People pursue self-interest","2016","Not Employed","","","","","2"
"People pursue self-interest","2016","Employed","","","","","2"
"People are helpful","2017","Not Employed","","","","","1"
"People are helpful","2017","Employed","","","","","1"
"People pursue self-interest","2017","Not Employed","","","","","2"
"People pursue self-interest","2017","Employed","","","","","2"
"People are helpful","2018","Not Employed","5786","0.524204261666715","0.514978194831938","0.533430328501491","1"
"People are helpful","2018","Employed","7822","0.43553959236605","0.428220164539142","0.442859020192958","1"
"People pursue self-interest","2018","Not Employed","5470","0.475795738333285","0.466569671498509","0.485021805168062","2"
"People pursue self-interest","2018","Employed","9806","0.56446040763395","0.557140979807042","0.571779835460858","2"
