"plh0196","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","1-pers.-HH","Male","460","0.359655947439848","0.333041516472358","0.386270378407337"
"People are helpful","2003","1-pers.-HH","Female","759","0.455929059683617","0.432120088120525","0.479738031246709"
"People are helpful","2003","(Married) couple without C. ","Male","1368","0.371866442054838","0.356102898931877","0.387629985177799"
"People are helpful","2003","(Married) couple without C. ","Female","1431","0.397166745420575","0.381246870663703","0.413086620177446"
"People are helpful","2003","Single parent ","Male","131","0.36464988356905","0.313711445086626","0.415588322051475"
"People are helpful","2003","Single parent ","Female","250","0.325482415312917","0.292148401868925","0.358816428756909"
"People are helpful","2003","Couple + C. LE 16 ","Male","635","0.279528303978269","0.260505891379218","0.298550716577319"
"People are helpful","2003","Couple + C. LE 16 ","Female","688","0.293975949703939","0.274886646290929","0.313065253116949"
"People are helpful","2003","Couple + C. GT 16 ","Male","666","0.299121078184857","0.279358264835666","0.318883891534048"
"People are helpful","2003","Couple + C. GT 16 ","Female","630","0.34025130740853","0.318632134438701","0.36187048037836"
"People are helpful","2003","Couple + C. LE and GT 16","Male","309","0.312522013034885","0.282731613927305","0.342312412142464"
"People are helpful","2003","Couple + C. LE and GT 16","Female","299","0.323800198270334","0.293144398691647","0.354455997849022"
"People pursue self-interest","2003","1-pers.-HH","Male","789","0.640344052560152","0.613729621592663","0.666958483527642"
"People pursue self-interest","2003","1-pers.-HH","Female","922","0.544070940316383","0.520261968753291","0.567879911879475"
"People pursue self-interest","2003","(Married) couple without C. ","Male","2243","0.628133557945162","0.612370014822201","0.643897101068123"
"People pursue self-interest","2003","(Married) couple without C. ","Female","2198","0.602833254579425","0.586913379822554","0.618753129336297"
"People pursue self-interest","2003","Single parent ","Male","212","0.63535011643095","0.584411677948526","0.686288554913374"
"People pursue self-interest","2003","Single parent ","Female","509","0.674517584687083","0.641183571243091","0.707851598131075"
"People pursue self-interest","2003","Couple + C. LE 16 ","Male","1503","0.720471696021731","0.701449283422681","0.739494108620782"
"People pursue self-interest","2003","Couple + C. LE 16 ","Female","1500","0.706024050296061","0.686934746883051","0.725113353709071"
"People pursue self-interest","2003","Couple + C. GT 16 ","Male","1396","0.700878921815143","0.681116108465952","0.720641735164333"
"People pursue self-interest","2003","Couple + C. GT 16 ","Female","1215","0.65974869259147","0.63812951962164","0.681367865561299"
"People pursue self-interest","2003","Couple + C. LE and GT 16","Male","621","0.687477986965115","0.657687587857536","0.717268386072695"
"People pursue self-interest","2003","Couple + C. LE and GT 16","Female","596","0.676199801729666","0.645544002150978","0.706855601308353"
"People are helpful","2004","1-pers.-HH","Male","","","",""
"People are helpful","2004","1-pers.-HH","Female","","","",""
"People are helpful","2004","(Married) couple without C. ","Male","","","",""
"People are helpful","2004","(Married) couple without C. ","Female","","","",""
"People are helpful","2004","Single parent ","Male","","","",""
"People are helpful","2004","Single parent ","Female","","","",""
"People are helpful","2004","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2004","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2004","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2004","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2004","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2004","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2004","1-pers.-HH","Male","","","",""
"People pursue self-interest","2004","1-pers.-HH","Female","","","",""
"People pursue self-interest","2004","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2004","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2004","Single parent ","Male","","","",""
"People pursue self-interest","2004","Single parent ","Female","","","",""
"People pursue self-interest","2004","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2004","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2004","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2004","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2004","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2004","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2005","1-pers.-HH","Male","","","",""
"People are helpful","2005","1-pers.-HH","Female","","","",""
"People are helpful","2005","(Married) couple without C. ","Male","","","",""
"People are helpful","2005","(Married) couple without C. ","Female","","","",""
"People are helpful","2005","Single parent ","Male","","","",""
"People are helpful","2005","Single parent ","Female","","","",""
"People are helpful","2005","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2005","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2005","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2005","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2005","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2005","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2005","1-pers.-HH","Male","","","",""
"People pursue self-interest","2005","1-pers.-HH","Female","","","",""
"People pursue self-interest","2005","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2005","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2005","Single parent ","Male","","","",""
"People pursue self-interest","2005","Single parent ","Female","","","",""
"People pursue self-interest","2005","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2005","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2005","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2005","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2005","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2005","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2006","1-pers.-HH","Male","","","",""
"People are helpful","2006","1-pers.-HH","Female","","","",""
"People are helpful","2006","(Married) couple without C. ","Male","","","",""
"People are helpful","2006","(Married) couple without C. ","Female","","","",""
"People are helpful","2006","Single parent ","Male","","","",""
"People are helpful","2006","Single parent ","Female","","","",""
"People are helpful","2006","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2006","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2006","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2006","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2006","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2006","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2006","1-pers.-HH","Male","","","",""
"People pursue self-interest","2006","1-pers.-HH","Female","","","",""
"People pursue self-interest","2006","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2006","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2006","Single parent ","Male","","","",""
"People pursue self-interest","2006","Single parent ","Female","","","",""
"People pursue self-interest","2006","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2006","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2006","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2006","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2006","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2006","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2007","1-pers.-HH","Male","","","",""
"People are helpful","2007","1-pers.-HH","Female","","","",""
"People are helpful","2007","(Married) couple without C. ","Male","","","",""
"People are helpful","2007","(Married) couple without C. ","Female","","","",""
"People are helpful","2007","Single parent ","Male","","","",""
"People are helpful","2007","Single parent ","Female","","","",""
"People are helpful","2007","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2007","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2007","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2007","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2007","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2007","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2007","1-pers.-HH","Male","","","",""
"People pursue self-interest","2007","1-pers.-HH","Female","","","",""
"People pursue self-interest","2007","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2007","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2007","Single parent ","Male","","","",""
"People pursue self-interest","2007","Single parent ","Female","","","",""
"People pursue self-interest","2007","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2007","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2007","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2007","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2007","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2007","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2008","1-pers.-HH","Male","484","0.351233086183672","0.325020767850112","0.377445404517233"
"People are helpful","2008","1-pers.-HH","Female","813","0.455789625613103","0.432327617357072","0.479251633869133"
"People are helpful","2008","(Married) couple without C. ","Male","1325","0.34997090688329","0.334124133847509","0.365817679919072"
"People are helpful","2008","(Married) couple without C. ","Female","1454","0.394938691906367","0.378780670078207","0.411096713734528"
"People are helpful","2008","Single parent ","Male","99","0.317787676642556","0.265955965083394","0.369619388201718"
"People are helpful","2008","Single parent ","Female","247","0.316903179218768","0.283932962371082","0.349873396066453"
"People are helpful","2008","Couple + C. LE 16 ","Male","483","0.303843212411179","0.280872946060171","0.326813478762186"
"People are helpful","2008","Couple + C. LE 16 ","Female","577","0.36195959399606","0.338558038743423","0.385361149248698"
"People are helpful","2008","Couple + C. GT 16 ","Male","613","0.339535017622132","0.317404969656392","0.361665065587871"
"People are helpful","2008","Couple + C. GT 16 ","Female","590","0.340034568526613","0.316572065511984","0.363497071541241"
"People are helpful","2008","Couple + C. LE and GT 16","Male","205","0.369216965429701","0.33076210583449","0.407671825024912"
"People are helpful","2008","Couple + C. LE and GT 16","Female","236","0.37261688413777","0.333668906139598","0.411564862135943"
"People pursue self-interest","2008","1-pers.-HH","Male","790","0.648766913816328","0.622554595482767","0.674979232149888"
"People pursue self-interest","2008","1-pers.-HH","Female","918","0.544210374386897","0.520748366130867","0.567672382642928"
"People pursue self-interest","2008","(Married) couple without C. ","Male","2155","0.65002909311671","0.634182320080928","0.665875866152491"
"People pursue self-interest","2008","(Married) couple without C. ","Female","2062","0.605061308093632","0.588903286265472","0.621219329921793"
"People pursue self-interest","2008","Single parent ","Male","211","0.682212323357444","0.630380611798282","0.734044034916606"
"People pursue self-interest","2008","Single parent ","Female","518","0.683096820781232","0.650126603933547","0.716067037628918"
"People pursue self-interest","2008","Couple + C. LE 16 ","Male","1057","0.696156787588821","0.673186521237814","0.719127053939829"
"People pursue self-interest","2008","Couple + C. LE 16 ","Female","1043","0.63804040600394","0.614638850751302","0.661441961256577"
"People pursue self-interest","2008","Couple + C. GT 16 ","Male","1146","0.660464982377868","0.638334934412129","0.682595030343608"
"People pursue self-interest","2008","Couple + C. GT 16 ","Female","976","0.659965431473387","0.636502928458759","0.683427934488016"
"People pursue self-interest","2008","Couple + C. LE and GT 16","Male","400","0.630783034570299","0.592328174975088","0.66923789416551"
"People pursue self-interest","2008","Couple + C. LE and GT 16","Female","356","0.62738311586223","0.588435137864057","0.666331093860402"
"People are helpful","2009","1-pers.-HH","Male","","","",""
"People are helpful","2009","1-pers.-HH","Female","","","",""
"People are helpful","2009","(Married) couple without C. ","Male","","","",""
"People are helpful","2009","(Married) couple without C. ","Female","","","",""
"People are helpful","2009","Single parent ","Male","","","",""
"People are helpful","2009","Single parent ","Female","","","",""
"People are helpful","2009","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2009","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2009","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2009","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2009","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2009","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2009","1-pers.-HH","Male","","","",""
"People pursue self-interest","2009","1-pers.-HH","Female","","","",""
"People pursue self-interest","2009","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2009","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2009","Single parent ","Male","","","",""
"People pursue self-interest","2009","Single parent ","Female","","","",""
"People pursue self-interest","2009","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2009","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2009","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2009","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2009","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2009","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2010","1-pers.-HH","Male","","","",""
"People are helpful","2010","1-pers.-HH","Female","","","",""
"People are helpful","2010","(Married) couple without C. ","Male","","","",""
"People are helpful","2010","(Married) couple without C. ","Female","","","",""
"People are helpful","2010","Single parent ","Male","","","",""
"People are helpful","2010","Single parent ","Female","","","",""
"People are helpful","2010","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2010","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2010","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2010","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2010","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2010","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2010","1-pers.-HH","Male","","","",""
"People pursue self-interest","2010","1-pers.-HH","Female","","","",""
"People pursue self-interest","2010","(Married) couple without C. ","Male","","","",""
"People pursue self-interest","2010","(Married) couple without C. ","Female","","","",""
"People pursue self-interest","2010","Single parent ","Male","","","",""
"People pursue self-interest","2010","Single parent ","Female","","","",""
"People pursue self-interest","2010","Couple + C. LE 16 ","Male","","","",""
"People pursue self-interest","2010","Couple + C. LE 16 ","Female","","","",""
"People pursue self-interest","2010","Couple + C. GT 16 ","Male","","","",""
"People pursue self-interest","2010","Couple + C. GT 16 ","Female","","","",""
"People pursue self-interest","2010","Couple + C. LE and GT 16","Male","","","",""
"People pursue self-interest","2010","Couple + C. LE and GT 16","Female","","","",""
"People are helpful","2011","1-pers.-HH","Male","","","",""
"People are helpful","2011","1-pers.-HH","Female","","","",""
"People are helpful","2011","(Married) couple without C. ","Male","","","",""
"People are helpful","2011","(Married) couple without C. ","Female","","","",""
"People are helpful","2011","Single parent ","Male","","","",""
"People are helpful","2011","Single parent ","Female","","","",""
"People are helpful","2011","Couple + C. LE 16 ","Male","","","",""
"People are helpful","2011","Couple + C. LE 16 ","Female","","","",""
"People are helpful","2011","Couple + C. GT 16 ","Male","","","",""
"People are helpful","2011","Couple + C. GT 16 ","Female","","","",""
"People are helpful","2011","Couple + C. LE and GT 16","Male","","","",""
"People are helpful","2011","Couple + C. LE and GT 16","Female","","","",""
"People pursue self-interest","2011","1-pers.-HH","Male","","","",""
"People pursue self-interest","2011","1-pers.-HH","Female","","","",""
"People pursue self-interest","2011","(Married) couple without C. ","Male","","","",""
