"plh0196","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Schleswig-Holstein","West Germany","306","0.421084700244134","0.383099188003694","0.459070212484574"
"People are helpful","2003","Schleswig-Holstein","East Germany","","","",""
"People are helpful","2003","Hamburg","West Germany","118","0.332701995822833","0.278842529991351","0.386561461654316"
"People are helpful","2003","Hamburg","East Germany","","","",""
"People are helpful","2003","Lower Saxony","West Germany","672","0.355092267031531","0.333517973240666","0.376666560822396"
"People are helpful","2003","Lower Saxony","East Germany","","","",""
"People are helpful","2003","Bremen","West Germany","74","0.378125223242664","0.305865825966249","0.450384620519079"
"People are helpful","2003","Bremen","East Germany","","","",""
"People are helpful","2003","North Rhine-Westphalia","West Germany","1708","0.371173302185211","0.357228756120931","0.385117848249492"
"People are helpful","2003","North Rhine-Westphalia","East Germany","","","",""
"People are helpful","2003","Hesse","West Germany","454","0.298958241116808","0.275618927326289","0.322297554907327"
"People are helpful","2003","Hesse","East Germany","","","",""
"People are helpful","2003","Rhineland-Palatinate,Saarland","West Germany","556","0.425741727292287","0.399198131492934","0.452285323091641"
"People are helpful","2003","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People are helpful","2003","Baden-Württemberg","West Germany","1107","0.381685953971232","0.363296987146145","0.40007492079632"
"People are helpful","2003","Baden-Württemberg","East Germany","","","",""
"People are helpful","2003","Bavaria","West Germany","1135","0.37743837308477","0.360366086662513","0.394510659507028"
"People are helpful","2003","Bavaria","East Germany","","","",""
"People are helpful","2003","Berlin","West Germany","151","0.368632622477666","0.324058809530528","0.413206435424805"
"People are helpful","2003","Berlin","East Germany","116","0.293178582356458","0.246919438401398","0.339437726311518"
"People are helpful","2003","Brandenburg","West Germany","","","",""
"People are helpful","2003","Brandenburg","East Germany","279","0.290436145226177","0.261260014853121","0.319612275599234"
"People are helpful","2003","Mecklenburg-Western Pomerania","West Germany","","","",""
"People are helpful","2003","Mecklenburg-Western Pomerania","East Germany","162","0.304971156322783","0.265551462673983","0.344390849971582"
"People are helpful","2003","Saxony","West Germany","","","",""
"People are helpful","2003","Saxony","East Germany","555","0.330057841815693","0.307038388172779","0.353077295458606"
"People are helpful","2003","Saxony-Anhalt","West Germany","","","",""
"People are helpful","2003","Saxony-Anhalt","East Germany","246","0.272207787141481","0.243586167316188","0.300829406966774"
"People are helpful","2003","Thuringia","West Germany","","","",""
"People are helpful","2003","Thuringia","East Germany","248","0.270837039441599","0.242563426162238","0.29911065272096"
"People pursue self-interest","2003","Schleswig-Holstein","West Germany","343","0.578915299755866","0.540929787515426","0.616900811996306"
"People pursue self-interest","2003","Schleswig-Holstein","East Germany","","","",""
"People pursue self-interest","2003","Hamburg","West Germany","176","0.667298004177167","0.613438538345684","0.721157470008649"
"People pursue self-interest","2003","Hamburg","East Germany","","","",""
"People pursue self-interest","2003","Lower Saxony","West Germany","1218","0.644907732968469","0.623333439177604","0.666482026759334"
"People pursue self-interest","2003","Lower Saxony","East Germany","","","",""
"People pursue self-interest","2003","Bremen","West Germany","99","0.621874776757336","0.549615379480921","0.694134174033751"
"People pursue self-interest","2003","Bremen","East Germany","","","",""
"People pursue self-interest","2003","North Rhine-Westphalia","West Germany","2903","0.628826697814789","0.614882151750508","0.642771243879069"
"People pursue self-interest","2003","North Rhine-Westphalia","East Germany","","","",""
"People pursue self-interest","2003","Hesse","West Germany","1024","0.701041758883192","0.677702445092673","0.724381072673711"
"People pursue self-interest","2003","Hesse","East Germany","","","",""
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","West Germany","777","0.574258272707713","0.547714676908359","0.600801868507066"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People pursue self-interest","2003","Baden-Württemberg","West Germany","1574","0.618314046028768","0.59992507920368","0.636703012853855"
"People pursue self-interest","2003","Baden-Württemberg","East Germany","","","",""
"People pursue self-interest","2003","Bavaria","West Germany","1962","0.62256162691523","0.605489340492972","0.639633913337487"
"People pursue self-interest","2003","Bavaria","East Germany","","","",""
"People pursue self-interest","2003","Berlin","West Germany","299","0.631367377522334","0.586793564575195","0.675941190469472"
"People pursue self-interest","2003","Berlin","East Germany","256","0.706821417643542","0.660562273688482","0.753080561598602"
"People pursue self-interest","2003","Brandenburg","West Germany","","","",""
"People pursue self-interest","2003","Brandenburg","East Germany","651","0.709563854773823","0.680387724400766","0.738739985146879"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","West Germany","","","",""
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","East Germany","362","0.695028843677217","0.655609150028418","0.734448537326017"
"People pursue self-interest","2003","Saxony","West Germany","","","",""
"People pursue self-interest","2003","Saxony","East Germany","1048","0.669942158184307","0.646922704541394","0.692961611827221"
"People pursue self-interest","2003","Saxony-Anhalt","West Germany","","","",""
"People pursue self-interest","2003","Saxony-Anhalt","East Germany","683","0.727792212858519","0.699170593033226","0.756413832683812"
"People pursue self-interest","2003","Thuringia","West Germany","","","",""
"People pursue self-interest","2003","Thuringia","East Germany","701","0.729162960558401","0.70088934727904","0.757436573837763"
"People are helpful","2004","Schleswig-Holstein","West Germany","","","",""
"People are helpful","2004","Schleswig-Holstein","East Germany","","","",""
"People are helpful","2004","Hamburg","West Germany","","","",""
"People are helpful","2004","Hamburg","East Germany","","","",""
"People are helpful","2004","Lower Saxony","West Germany","","","",""
"People are helpful","2004","Lower Saxony","East Germany","","","",""
"People are helpful","2004","Bremen","West Germany","","","",""
"People are helpful","2004","Bremen","East Germany","","","",""
"People are helpful","2004","North Rhine-Westphalia","West Germany","","","",""
"People are helpful","2004","North Rhine-Westphalia","East Germany","","","",""
"People are helpful","2004","Hesse","West Germany","","","",""
"People are helpful","2004","Hesse","East Germany","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","West Germany","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People are helpful","2004","Baden-Württemberg","West Germany","","","",""
"People are helpful","2004","Baden-Württemberg","East Germany","","","",""
"People are helpful","2004","Bavaria","West Germany","","","",""
"People are helpful","2004","Bavaria","East Germany","","","",""
"People are helpful","2004","Berlin","West Germany","","","",""
"People are helpful","2004","Berlin","East Germany","","","",""
"People are helpful","2004","Brandenburg","West Germany","","","",""
"People are helpful","2004","Brandenburg","East Germany","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","West Germany","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","East Germany","","","",""
"People are helpful","2004","Saxony","West Germany","","","",""
"People are helpful","2004","Saxony","East Germany","","","",""
"People are helpful","2004","Saxony-Anhalt","West Germany","","","",""
"People are helpful","2004","Saxony-Anhalt","East Germany","","","",""
"People are helpful","2004","Thuringia","West Germany","","","",""
"People are helpful","2004","Thuringia","East Germany","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","West Germany","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","East Germany","","","",""
"People pursue self-interest","2004","Hamburg","West Germany","","","",""
"People pursue self-interest","2004","Hamburg","East Germany","","","",""
"People pursue self-interest","2004","Lower Saxony","West Germany","","","",""
"People pursue self-interest","2004","Lower Saxony","East Germany","","","",""
"People pursue self-interest","2004","Bremen","West Germany","","","",""
"People pursue self-interest","2004","Bremen","East Germany","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","West Germany","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","East Germany","","","",""
"People pursue self-interest","2004","Hesse","West Germany","","","",""
"People pursue self-interest","2004","Hesse","East Germany","","","",""
"People pursue self-interest","2004","Rhineland-Palatinate,Saarland","West Germany","","","",""
"People pursue self-interest","2004","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People pursue self-interest","2004","Baden-Württemberg","West Germany","","","",""
"People pursue self-interest","2004","Baden-Württemberg","East Germany","","","",""
"People pursue self-interest","2004","Bavaria","West Germany","","","",""
"People pursue self-interest","2004","Bavaria","East Germany","","","",""
"People pursue self-interest","2004","Berlin","West Germany","","","",""
"People pursue self-interest","2004","Berlin","East Germany","","","",""
"People pursue self-interest","2004","Brandenburg","West Germany","","","",""
"People pursue self-interest","2004","Brandenburg","East Germany","","","",""
"People pursue self-interest","2004","Mecklenburg-Western Pomerania","West Germany","","","",""
"People pursue self-interest","2004","Mecklenburg-Western Pomerania","East Germany","","","",""
"People pursue self-interest","2004","Saxony","West Germany","","","",""
"People pursue self-interest","2004","Saxony","East Germany","","","",""
"People pursue self-interest","2004","Saxony-Anhalt","West Germany","","","",""
"People pursue self-interest","2004","Saxony-Anhalt","East Germany","","","",""
"People pursue self-interest","2004","Thuringia","West Germany","","","",""
"People pursue self-interest","2004","Thuringia","East Germany","","","",""
"People are helpful","2005","Schleswig-Holstein","West Germany","","","",""
"People are helpful","2005","Schleswig-Holstein","East Germany","","","",""
"People are helpful","2005","Hamburg","West Germany","","","",""
"People are helpful","2005","Hamburg","East Germany","","","",""
"People are helpful","2005","Lower Saxony","West Germany","","","",""
"People are helpful","2005","Lower Saxony","East Germany","","","",""
"People are helpful","2005","Bremen","West Germany","","","",""
"People are helpful","2005","Bremen","East Germany","","","",""
"People are helpful","2005","North Rhine-Westphalia","West Germany","","","",""
"People are helpful","2005","North Rhine-Westphalia","East Germany","","","",""
"People are helpful","2005","Hesse","West Germany","","","",""
"People are helpful","2005","Hesse","East Germany","","","",""
"People are helpful","2005","Rhineland-Palatinate,Saarland","West Germany","","","",""
"People are helpful","2005","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People are helpful","2005","Baden-Württemberg","West Germany","","","",""
"People are helpful","2005","Baden-Württemberg","East Germany","","","",""
"People are helpful","2005","Bavaria","West Germany","","","",""
"People are helpful","2005","Bavaria","East Germany","","","",""
"People are helpful","2005","Berlin","West Germany","","","",""
"People are helpful","2005","Berlin","East Germany","","","",""
"People are helpful","2005","Brandenburg","West Germany","","","",""
"People are helpful","2005","Brandenburg","East Germany","","","",""
"People are helpful","2005","Mecklenburg-Western Pomerania","West Germany","","","",""
"People are helpful","2005","Mecklenburg-Western Pomerania","East Germany","","","",""
"People are helpful","2005","Saxony","West Germany","","","",""
"People are helpful","2005","Saxony","East Germany","","","",""
"People are helpful","2005","Saxony-Anhalt","West Germany","","","",""
"People are helpful","2005","Saxony-Anhalt","East Germany","","","",""
"People are helpful","2005","Thuringia","West Germany","","","",""
"People are helpful","2005","Thuringia","East Germany","","","",""
"People pursue self-interest","2005","Schleswig-Holstein","West Germany","","","",""
"People pursue self-interest","2005","Schleswig-Holstein","East Germany","","","",""
"People pursue self-interest","2005","Hamburg","West Germany","","","",""
"People pursue self-interest","2005","Hamburg","East Germany","","","",""
"People pursue self-interest","2005","Lower Saxony","West Germany","","","",""
"People pursue self-interest","2005","Lower Saxony","East Germany","","","",""
"People pursue self-interest","2005","Bremen","West Germany","","","",""
"People pursue self-interest","2005","Bremen","East Germany","","","",""
"People pursue self-interest","2005","North Rhine-Westphalia","West Germany","","","",""
"People pursue self-interest","2005","North Rhine-Westphalia","East Germany","","","",""
"People pursue self-interest","2005","Hesse","West Germany","","","",""
"People pursue self-interest","2005","Hesse","East Germany","","","",""
"People pursue self-interest","2005","Rhineland-Palatinate,Saarland","West Germany","","","",""
"People pursue self-interest","2005","Rhineland-Palatinate,Saarland","East Germany","","","",""
"People pursue self-interest","2005","Baden-Württemberg","West Germany","","","",""
"People pursue self-interest","2005","Baden-Württemberg","East Germany","","","",""
"People pursue self-interest","2005","Bavaria","West Germany","","","",""
"People pursue self-interest","2005","Bavaria","East Germany","","","",""
"People pursue self-interest","2005","Berlin","West Germany","","","",""
"People pursue self-interest","2005","Berlin","East Germany","","","",""
"People pursue self-interest","2005","Brandenburg","West Germany","","","",""
"People pursue self-interest","2005","Brandenburg","East Germany","","","",""
"People pursue self-interest","2005","Mecklenburg-Western Pomerania","West Germany","","","",""
"People pursue self-interest","2005","Mecklenburg-Western Pomerania","East Germany","","","",""
"People pursue self-interest","2005","Saxony","West Germany","","","",""
"People pursue self-interest","2005","Saxony","East Germany","","","",""
"People pursue self-interest","2005","Saxony-Anhalt","West Germany","","","",""
