"plh0196","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Full Time","no migration background","2385","0.298176882989443","0.287886076419054","0.308467689559832"
"People are helpful","2003","Full Time","direct migration background","313","0.314888350909427","0.284809632536281","0.344967069282574"
"People are helpful","2003","Full Time","indirect migration background","94","0.291137976415853","0.240567443681033","0.341708509150674"
"People are helpful","2003","Part Time","no migration background","1392","0.320643153703115","0.306543170605237","0.334743136800992"
"People are helpful","2003","Part Time","direct migration background","203","0.331868670491297","0.295157046374942","0.368580294607652"
"People are helpful","2003","Part Time","indirect migration background","62","0.227473866952944","0.17245419399448","0.282493539911407"
"People are helpful","2003","Not Working","no migration background","2880","0.433122200100902","0.421344958573682","0.444899441628123"
"People are helpful","2003","Not Working","direct migration background","448","0.418589365487593","0.388549098085682","0.448629632889505"
"People are helpful","2003","Not Working","indirect migration background","110","0.394939882949951","0.333853375218929","0.456026390680973"
"People pursue self-interest","2003","Full Time","no migration background","5206","0.701823117010557","0.691532310440168","0.712113923580946"
"People pursue self-interest","2003","Full Time","direct migration background","603","0.685111649090573","0.655032930717426","0.715190367463719"
"People pursue self-interest","2003","Full Time","indirect migration background","216","0.708862023584147","0.658291490849326","0.759432556318967"
"People pursue self-interest","2003","Part Time","no migration background","2817","0.679356846296885","0.665256863199008","0.693456829394763"
"People pursue self-interest","2003","Part Time","direct migration background","429","0.668131329508703","0.631419705392349","0.704842953625058"
"People pursue self-interest","2003","Part Time","indirect migration background","161","0.772526133047056","0.717506460088593","0.82754580600552"
"People pursue self-interest","2003","Not Working","no migration background","3920","0.566877799899098","0.555100558371878","0.578655041426318"
"People pursue self-interest","2003","Not Working","direct migration background","588","0.581410634512407","0.551370367110495","0.611450901914318"
"People pursue self-interest","2003","Not Working","indirect migration background","136","0.605060117050049","0.543973609319027","0.666146624781071"
"People are helpful","2004","Full Time","no migration background","","","",""
"People are helpful","2004","Full Time","direct migration background","","","",""
"People are helpful","2004","Full Time","indirect migration background","","","",""
"People are helpful","2004","Part Time","no migration background","","","",""
"People are helpful","2004","Part Time","direct migration background","","","",""
"People are helpful","2004","Part Time","indirect migration background","","","",""
"People are helpful","2004","Not Working","no migration background","","","",""
"People are helpful","2004","Not Working","direct migration background","","","",""
"People are helpful","2004","Not Working","indirect migration background","","","",""
"People pursue self-interest","2004","Full Time","no migration background","","","",""
"People pursue self-interest","2004","Full Time","direct migration background","","","",""
"People pursue self-interest","2004","Full Time","indirect migration background","","","",""
"People pursue self-interest","2004","Part Time","no migration background","","","",""
"People pursue self-interest","2004","Part Time","direct migration background","","","",""
"People pursue self-interest","2004","Part Time","indirect migration background","","","",""
"People pursue self-interest","2004","Not Working","no migration background","","","",""
"People pursue self-interest","2004","Not Working","direct migration background","","","",""
"People pursue self-interest","2004","Not Working","indirect migration background","","","",""
"People are helpful","2005","Full Time","no migration background","","","",""
"People are helpful","2005","Full Time","direct migration background","","","",""
"People are helpful","2005","Full Time","indirect migration background","","","",""
"People are helpful","2005","Part Time","no migration background","","","",""
"People are helpful","2005","Part Time","direct migration background","","","",""
"People are helpful","2005","Part Time","indirect migration background","","","",""
"People are helpful","2005","Not Working","no migration background","","","",""
"People are helpful","2005","Not Working","direct migration background","","","",""
"People are helpful","2005","Not Working","indirect migration background","","","",""
"People pursue self-interest","2005","Full Time","no migration background","","","",""
"People pursue self-interest","2005","Full Time","direct migration background","","","",""
"People pursue self-interest","2005","Full Time","indirect migration background","","","",""
"People pursue self-interest","2005","Part Time","no migration background","","","",""
"People pursue self-interest","2005","Part Time","direct migration background","","","",""
"People pursue self-interest","2005","Part Time","indirect migration background","","","",""
"People pursue self-interest","2005","Not Working","no migration background","","","",""
"People pursue self-interest","2005","Not Working","direct migration background","","","",""
"People pursue self-interest","2005","Not Working","indirect migration background","","","",""
"People are helpful","2006","Full Time","no migration background","","","",""
"People are helpful","2006","Full Time","direct migration background","","","",""
"People are helpful","2006","Full Time","indirect migration background","","","",""
"People are helpful","2006","Part Time","no migration background","","","",""
"People are helpful","2006","Part Time","direct migration background","","","",""
"People are helpful","2006","Part Time","indirect migration background","","","",""
"People are helpful","2006","Not Working","no migration background","","","",""
"People are helpful","2006","Not Working","direct migration background","","","",""
"People are helpful","2006","Not Working","indirect migration background","","","",""
"People pursue self-interest","2006","Full Time","no migration background","","","",""
"People pursue self-interest","2006","Full Time","direct migration background","","","",""
"People pursue self-interest","2006","Full Time","indirect migration background","","","",""
