"plh0196","year","migback","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","no migration background","6657","0.358668135558888","0.351775593487639","0.365560677630137","1"
"People are helpful","2003","direct migration background","964","0.362339548373909","0.343806176204677","0.380872920543141","1"
"People are helpful","2003","indirect migration background","266","0.306996476899079","0.274606265746686","0.339386688051471","1"
"People pursue self-interest","2003","no migration background","11943","0.641331864441112","0.634439322369863","0.648224406512361","2"
"People pursue self-interest","2003","indirect migration background","513","0.693003523100921","0.660613311948529","0.725393734253314","2"
"People pursue self-interest","2003","direct migration background","1620","0.637660451626091","0.619127079456859","0.656193823795323","2"
"People are helpful","2004","no migration background","","","","","1"
"People are helpful","2004","direct migration background","","","","","1"
"People are helpful","2004","indirect migration background","","","","","1"
"People pursue self-interest","2004","indirect migration background","","","","","2"
"People pursue self-interest","2004","no migration background","","","","","2"
"People pursue self-interest","2004","direct migration background","","","","","2"
"People are helpful","2005","no migration background","","","","","1"
"People are helpful","2005","direct migration background","","","","","1"
"People are helpful","2005","indirect migration background","","","","","1"
"People pursue self-interest","2005","no migration background","","","","","2"
"People pursue self-interest","2005","direct migration background","","","","","2"
"People pursue self-interest","2005","indirect migration background","","","","","2"
"People are helpful","2006","no migration background","","","","","1"
"People are helpful","2006","direct migration background","","","","","1"
"People are helpful","2006","indirect migration background","","","","","1"
"People pursue self-interest","2006","no migration background","","","","","2"
"People pursue self-interest","2006","direct migration background","","","","","2"
"People pursue self-interest","2006","indirect migration background","","","","","2"
"People are helpful","2007","no migration background","","","","","1"
"People are helpful","2007","direct migration background","","","","","1"
"People are helpful","2007","indirect migration background","","","","","1"
"People pursue self-interest","2007","no migration background","","","","","2"
"People pursue self-interest","2007","direct migration background","","","","","2"
"People pursue self-interest","2007","indirect migration background","","","","","2"
"People are helpful","2008","no migration background","6315","0.372756224546891","0.365379374439648","0.380133074654134","1"
"People are helpful","2008","direct migration background","703","0.356237235779719","0.334590034811658","0.37788443674778","1"
"People are helpful","2008","indirect migration background","256","0.286937269962483","0.254757380139771","0.319117159785196","1"
"People pursue self-interest","2008","no migration background","10190","0.627243775453109","0.619866925345866","0.634620625560352","2"
"People pursue self-interest","2008","direct migration background","1177","0.643762764220281","0.62211556325222","0.665409965188342","2"
"People pursue self-interest","2008","indirect migration background","503","0.713062730037517","0.680882840214804","0.745242619860229","2"
"People are helpful","2009","no migration background","","","","","1"
"People are helpful","2009","direct migration background","","","","","1"
"People are helpful","2009","indirect migration background","","","","","1"
"People pursue self-interest","2009","no migration background","","","","","2"
"People pursue self-interest","2009","direct migration background","","","","","2"
"People pursue self-interest","2009","indirect migration background","","","","","2"
"People are helpful","2010","no migration background","","","","","1"
"People are helpful","2010","direct migration background","","","","","1"
"People are helpful","2010","indirect migration background","","","","","1"
"People pursue self-interest","2010","no migration background","","","","","2"
"People pursue self-interest","2010","direct migration background","","","","","2"
"People pursue self-interest","2010","indirect migration background","","","","","2"
"People are helpful","2011","no migration background","","","","","1"
"People are helpful","2011","direct migration background","","","","","1"
"People are helpful","2011","indirect migration background","","","","","1"
"People pursue self-interest","2011","no migration background","","","","","2"
"People pursue self-interest","2011","direct migration background","","","","","2"
"People pursue self-interest","2011","indirect migration background","","","","","2"
"People are helpful","2012","no migration background","","","","","1"
"People are helpful","2012","direct migration background","","","","","1"
"People are helpful","2012","indirect migration background","","","","","1"
"People pursue self-interest","2012","no migration background","","","","","2"
"People pursue self-interest","2012","direct migration background","","","","","2"
"People pursue self-interest","2012","indirect migration background","","","","","2"
"People are helpful","2013","no migration background","9486","0.435201776869506","0.428554124403233","0.441849429335779","1"
"People are helpful","2013","direct migration background","1129","0.429758357244961","0.41070792933771","0.448808785152212","1"
"People are helpful","2013","indirect migration background","437","0.391645548695553","0.363628411403127","0.419662685987979","1"
"People pursue self-interest","2013","no migration background","11881","0.564798223130494","0.558150570664221","0.571445875596767","2"
"People pursue self-interest","2013","direct migration background","1465","0.570241642755039","0.551191214847788","0.58929207066229","2"
"People pursue self-interest","2013","indirect migration background","729","0.608354451304447","0.580337314012021","0.636371588596873","2"
"People are helpful","2014","no migration background","","","","","1"
"People are helpful","2014","direct migration background","","","","","1"
"People are helpful","2014","indirect migration background","","","","","1"
"People pursue self-interest","2014","no migration background","","","","","2"
"People pursue self-interest","2014","direct migration background","","","","","2"
"People pursue self-interest","2014","indirect migration background","","","","","2"
"People are helpful","2015","no migration background","","","","","1"
