"plh0196","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","West Germany","6281","0.371250070795223","0.363912792662669","0.378587348927777","1"
"People are helpful","2003","East Germany","1606","0.29832041122175","0.286011080126667","0.310629742316834","1"
"People pursue self-interest","2003","West Germany","10375","0.628749929204777","0.621412651072223","0.63608720733733","2"
"People pursue self-interest","2003","East Germany","3701","0.70167958877825","0.689370257683166","0.713988919873333","2"
"People are helpful","2004","West Germany","","","","","1"
"People are helpful","2004","East Germany","","","","","1"
"People pursue self-interest","2004","West Germany","","","","","2"
"People pursue self-interest","2004","East Germany","","","","","2"
"People are helpful","2005","West Germany","","","","","1"
"People are helpful","2005","East Germany","","","","","1"
"People pursue self-interest","2005","West Germany","","","","","2"
"People pursue self-interest","2005","East Germany","","","","","2"
"People are helpful","2006","West Germany","","","","","1"
"People are helpful","2006","East Germany","","","","","1"
"People pursue self-interest","2006","West Germany","","","","","2"
"People pursue self-interest","2006","East Germany","","","","","2"
"People are helpful","2007","West Germany","","","","","1"
"People are helpful","2007","East Germany","","","","","1"
"People pursue self-interest","2007","West Germany","","","","","2"
"People pursue self-interest","2007","East Germany","","","","","2"
"People are helpful","2008","West Germany","5697","0.375153016557866","0.367247646025277","0.383058387090454","1"
"People are helpful","2008","East Germany","1577","0.329135422178417","0.315751209093396","0.342519635263438","1"
"People pursue self-interest","2008","West Germany","8712","0.624846983442134","0.616941612909546","0.632752353974723","2"
"People pursue self-interest","2008","East Germany","3158","0.670864577821583","0.657480364736562","0.684248790906604","2"
"People are helpful","2009","West Germany","","","","","1"
"People are helpful","2009","East Germany","","","","","1"
"People pursue self-interest","2009","West Germany","","","","","2"
"People pursue self-interest","2009","East Germany","","","","","2"
"People are helpful","2010","West Germany","","","","","1"
"People are helpful","2010","East Germany","","","","","1"
"People pursue self-interest","2010","West Germany","","","","","2"
"People pursue self-interest","2010","East Germany","","","","","2"
"People are helpful","2011","West Germany","","","","","1"
"People are helpful","2011","East Germany","","","","","1"
"People pursue self-interest","2011","West Germany","","","","","2"
"People pursue self-interest","2011","East Germany","","","","","2"
"People are helpful","2012","West Germany","","","","","1"
"People are helpful","2012","East Germany","","","","","1"
"People pursue self-interest","2012","West Germany","","","","","2"
"People pursue self-interest","2012","East Germany","","","","","2"
"People are helpful","2013","West Germany","8713","0.440812256383387","0.433837719359591","0.447786793407184","1"
"People are helpful","2013","East Germany","2339","0.40227278882784","0.389499187560174","0.415046390095506","1"
"People pursue self-interest","2013","West Germany","10753","0.559187743616613","0.552213206592816","0.566162280640409","2"
"People pursue self-interest","2013","East Germany","3322","0.59772721117216","0.584953609904494","0.610500812439826","2"
"People are helpful","2014","West Germany","","","","","1"
"People are helpful","2014","East Germany","","","","","1"
"People pursue self-interest","2014","West Germany","","","","","2"
"People pursue self-interest","2014","East Germany","","","","","2"
"People are helpful","2015","West Germany","","","","","1"
"People are helpful","2015","East Germany","","","","","1"
"People pursue self-interest","2015","West Germany","","","","","2"
"People pursue self-interest","2015","East Germany","","","","","2"
"People are helpful","2016","West Germany","","","","","1"
"People are helpful","2016","East Germany","","","","","1"
"People pursue self-interest","2016","West Germany","","","","","2"
"People pursue self-interest","2016","East Germany","","","","","2"
"People are helpful","2017","West Germany","","","","","1"
"People are helpful","2017","East Germany","","","","","1"
"People pursue self-interest","2017","West Germany","","","","","2"
"People pursue self-interest","2017","East Germany","","","","","2"
"People are helpful","2018","West Germany","10901","0.467371546209482","0.460919440766339","0.473823651652625","1"
"People are helpful","2018","East Germany","2707","0.463251518776995","0.450541740054167","0.475961297499824","1"
"People pursue self-interest","2018","West Germany","12070","0.532628453790518","0.526176348347375","0.539080559233661","2"
"People pursue self-interest","2018","East Germany","3206","0.536748481223005","0.524038702500176","0.549458259945833","2"
