"plh0196","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","Urban Area","West Germany","4893","0.368134626839943","0.359814095730134","0.376455157949752","1"
"People are helpful","2003","Urban Area","East Germany","576","0.313845601996268","0.292472979489542","0.335218224502994","1"
"People are helpful","2003","Rural Area","West Germany","1388","0.381795452461903","0.366243968237711","0.397346936686096","1"
"People are helpful","2003","Rural Area","East Germany","1030","0.290464060287188","0.275415471318706","0.30551264925567","1"
"People pursue self-interest","2003","Rural Area","East Germany","2466","0.709535939712812","0.69448735074433","0.724584528681294","2"
"People pursue self-interest","2003","Urban Area","West Germany","8014","0.631865373160057","0.623544842050248","0.640185904269866","2"
"People pursue self-interest","2003","Urban Area","East Germany","1235","0.686154398003732","0.664781775497006","0.707527020510458","2"
"People pursue self-interest","2003","Rural Area","West Germany","2361","0.618204547538097","0.602653063313904","0.633756031762289","2"
"People are helpful","2004","Urban Area","West Germany","","","","","1"
"People are helpful","2004","Urban Area","East Germany","","","","","1"
"People are helpful","2004","Rural Area","West Germany","","","","","1"
"People are helpful","2004","Rural Area","East Germany","","","","","1"
"People pursue self-interest","2004","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2004","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2004","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2004","Urban Area","West Germany","","","","","2"
"People are helpful","2005","Urban Area","East Germany","","","","","1"
"People are helpful","2005","Rural Area","West Germany","","","","","1"
"People are helpful","2005","Rural Area","East Germany","","","","","1"
"People are helpful","2005","Urban Area","West Germany","","","","","1"
"People pursue self-interest","2005","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2005","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2005","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2005","Rural Area","East Germany","","","","","2"
"People are helpful","2006","Urban Area","East Germany","","","","","1"
"People are helpful","2006","Rural Area","West Germany","","","","","1"
"People are helpful","2006","Rural Area","East Germany","","","","","1"
"People are helpful","2006","Urban Area","West Germany","","","","","1"
"People pursue self-interest","2006","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2006","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2006","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2006","Rural Area","East Germany","","","","","2"
"People are helpful","2007","Urban Area","East Germany","","","","","1"
"People are helpful","2007","Urban Area","West Germany","","","","","1"
"People are helpful","2007","Rural Area","West Germany","","","","","1"
"People are helpful","2007","Rural Area","East Germany","","","","","1"
"People pursue self-interest","2007","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2007","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2007","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2007","Urban Area","West Germany","","","","","2"
"People are helpful","2008","Urban Area","East Germany","570","0.347477458968479","0.324550422876357","0.370404495060601","1"
"People are helpful","2008","Rural Area","East Germany","1007","0.319023660561484","0.302557541871687","0.33548977925128","1"
"People are helpful","2008","Urban Area","West Germany","4395","0.376727765608418","0.367672432027964","0.385783099188872","1"
"People are helpful","2008","Rural Area","West Germany","1302","0.370207419652108","0.353998430947098","0.386416408357117","1"
"People pursue self-interest","2008","Urban Area","East Germany","1087","0.652522541031521","0.629595504939399","0.675449577123643","2"
"People pursue self-interest","2008","Rural Area","West Germany","2107","0.629792580347892","0.613583591642883","0.646001569052902","2"
"People pursue self-interest","2008","Rural Area","East Germany","2071","0.680976339438516","0.664510220748719","0.697442458128313","2"
"People pursue self-interest","2008","Urban Area","West Germany","6605","0.623272234391582","0.614216900811128","0.632327567972036","2"
"People are helpful","2009","Urban Area","East Germany","","","","","1"
"People are helpful","2009","Rural Area","East Germany","","","","","1"
"People are helpful","2009","Urban Area","West Germany","","","","","1"
"People are helpful","2009","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2009","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2009","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2009","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2009","Rural Area","East Germany","","","","","2"
"People are helpful","2010","Urban Area","East Germany","","","","","1"
"People are helpful","2010","Rural Area","East Germany","","","","","1"
"People are helpful","2010","Urban Area","West Germany","","","","","1"
"People are helpful","2010","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2010","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2010","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2010","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2010","Rural Area","West Germany","","","","","2"
"People are helpful","2011","Urban Area","East Germany","","","","","1"
"People are helpful","2011","Rural Area","East Germany","","","","","1"
"People are helpful","2011","Urban Area","West Germany","","","","","1"
"People are helpful","2011","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2011","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2011","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2011","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2011","Rural Area","West Germany","","","","","2"
"People are helpful","2012","Urban Area","West Germany","","","","","1"
"People are helpful","2012","Urban Area","East Germany","","","","","1"
"People are helpful","2012","Rural Area","East Germany","","","","","1"
"People are helpful","2012","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2012","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2012","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2012","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2012","Rural Area","West Germany","","","","","2"
"People are helpful","2013","Rural Area","East Germany","1535","0.418005081514471","0.4019775322411","0.434032630787843","1"
"People are helpful","2013","Urban Area","West Germany","6268","0.43875443108964","0.430560444915192","0.446948417264087","1"
"People are helpful","2013","Urban Area","East Germany","804","0.373625613049952","0.352544891815607","0.394706334284298","1"
"People are helpful","2013","Rural Area","West Germany","2445","0.446759365468591","0.433470988467304","0.460047742469877","1"
"People pursue self-interest","2013","Urban Area","East Germany","1219","0.626374386950048","0.605293665715702","0.647455108184393","2"
"People pursue self-interest","2013","Rural Area","East Germany","2103","0.581994918485529","0.565967369212157","0.5980224677589","2"
"People pursue self-interest","2013","Urban Area","West Germany","7821","0.56124556891036","0.553051582735913","0.569439555084808","2"
"People pursue self-interest","2013","Rural Area","West Germany","2932","0.553240634531409","0.539952257530123","0.566529011532696","2"
"People are helpful","2014","Rural Area","East Germany","","","","","1"
"People are helpful","2014","Urban Area","West Germany","","","","","1"
"People are helpful","2014","Urban Area","East Germany","","","","","1"
"People are helpful","2014","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2014","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2014","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2014","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2014","Rural Area","West Germany","","","","","2"
"People are helpful","2015","Urban Area","West Germany","","","","","1"
"People are helpful","2015","Urban Area","East Germany","","","","","1"
"People are helpful","2015","Rural Area","West Germany","","","","","1"
"People are helpful","2015","Rural Area","East Germany","","","","","1"
"People pursue self-interest","2015","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2015","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2015","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2015","Rural Area","West Germany","","","","","2"
"People are helpful","2016","Urban Area","West Germany","","","","","1"
"People are helpful","2016","Urban Area","East Germany","","","","","1"
"People are helpful","2016","Rural Area","West Germany","","","","","1"
"People are helpful","2016","Rural Area","East Germany","","","","","1"
"People pursue self-interest","2016","Rural Area","East Germany","","","","","2"
"People pursue self-interest","2016","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2016","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2016","Rural Area","West Germany","","","","","2"
"People are helpful","2017","Rural Area","East Germany","","","","","1"
"People are helpful","2017","Urban Area","West Germany","","","","","1"
"People are helpful","2017","Urban Area","East Germany","","","","","1"
"People are helpful","2017","Rural Area","West Germany","","","","","1"
"People pursue self-interest","2017","Urban Area","West Germany","","","","","2"
"People pursue self-interest","2017","Urban Area","East Germany","","","","","2"
"People pursue self-interest","2017","Rural Area","West Germany","","","","","2"
"People pursue self-interest","2017","Rural Area","East Germany","","","","","2"
"People are helpful","2018","Urban Area","East Germany","1043","0.485733430939295","0.46458752109351","0.506879340785081","1"
"People are helpful","2018","Rural Area","West Germany","2873","0.464604786646699","0.452020618283078","0.477188955010319","1"
"People are helpful","2018","Rural Area","East Germany","1664","0.449974887297438","0.434088114715396","0.46586165987948","1"
"People are helpful","2018","Urban Area","West Germany","8028","0.468277962034078","0.460763047645496","0.475792876422659","1"
"People pursue self-interest","2018","Urban Area","West Germany","8909","0.531722037965922","0.524207123577341","0.539236952354504","2"
"People pursue self-interest","2018","Urban Area","East Germany","1103","0.514266569060705","0.493120659214919","0.53541247890649","2"
"People pursue self-interest","2018","Rural Area","West Germany","3161","0.535395213353301","0.522811044989681","0.547979381716922","2"
