"plh0196","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Not Employed","West Germany","2695","0.450207512068245","0.437591524530664","0.462823499605827"
"People are helpful","2003","Not Employed","East Germany","743","0.354494079110047","0.334073530957425","0.374914627262669"
"People are helpful","2003","Employed","West Germany","3586","0.318380321053111","0.309546146573065","0.327214495533157"
"People are helpful","2003","Employed","East Germany","863","0.251368983736678","0.236336500654077","0.26640146681928"
"People pursue self-interest","2003","Not Employed","West Germany","3279","0.549792487931755","0.537176500394173","0.562408475469336"
"People pursue self-interest","2003","Not Employed","East Germany","1365","0.645505920889953","0.625085372737331","0.665926469042575"
"People pursue self-interest","2003","Employed","West Germany","7096","0.681619678946889","0.672785504466843","0.690453853426935"
"People pursue self-interest","2003","Employed","East Germany","2336","0.748631016263322","0.73359853318072","0.763663499345923"
"People are helpful","2004","Not Employed","West Germany","","","",""
"People are helpful","2004","Not Employed","East Germany","","","",""
"People are helpful","2004","Employed","West Germany","","","",""
"People are helpful","2004","Employed","East Germany","","","",""
"People pursue self-interest","2004","Not Employed","West Germany","","","",""
"People pursue self-interest","2004","Not Employed","East Germany","","","",""
"People pursue self-interest","2004","Employed","West Germany","","","",""
"People pursue self-interest","2004","Employed","East Germany","","","",""
"People are helpful","2005","Not Employed","West Germany","","","",""
"People are helpful","2005","Not Employed","East Germany","","","",""
"People are helpful","2005","Employed","West Germany","","","",""
"People are helpful","2005","Employed","East Germany","","","",""
"People pursue self-interest","2005","Not Employed","West Germany","","","",""
"People pursue self-interest","2005","Not Employed","East Germany","","","",""
"People pursue self-interest","2005","Employed","West Germany","","","",""
"People pursue self-interest","2005","Employed","East Germany","","","",""
"People are helpful","2006","Not Employed","West Germany","","","",""
"People are helpful","2006","Not Employed","East Germany","","","",""
"People are helpful","2006","Employed","West Germany","","","",""
"People are helpful","2006","Employed","East Germany","","","",""
"People pursue self-interest","2006","Not Employed","West Germany","","","",""
"People pursue self-interest","2006","Not Employed","East Germany","","","",""
"People pursue self-interest","2006","Employed","West Germany","","","",""
"People pursue self-interest","2006","Employed","East Germany","","","",""
"People are helpful","2007","Not Employed","West Germany","","","",""
"People are helpful","2007","Not Employed","East Germany","","","",""
"People are helpful","2007","Employed","West Germany","","","",""
"People are helpful","2007","Employed","East Germany","","","",""
"People pursue self-interest","2007","Not Employed","West Germany","","","",""
"People pursue self-interest","2007","Not Employed","East Germany","","","",""
"People pursue self-interest","2007","Employed","West Germany","","","",""
"People pursue self-interest","2007","Employed","East Germany","","","",""
"People are helpful","2008","Not Employed","West Germany","2490","0.44240843994242","0.429182136849912","0.455634743034928"
"People are helpful","2008","Not Employed","East Germany","779","0.410469440876148","0.388747003495164","0.432191878257132"
"People are helpful","2008","Employed","West Germany","3207","0.33298081883696","0.32323992720466","0.342721710469259"
"People are helpful","2008","Employed","East Germany","798","0.265917942523689","0.249449722957381","0.282386162089997"
"People pursue self-interest","2008","Not Employed","West Germany","2927","0.55759156005758","0.544365256965072","0.570817863150088"
