"plh0196","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","lower secondary degree","in school","","","",""
"People are helpful","2003","lower secondary degree","inadequately","","","",""
"People are helpful","2003","lower secondary degree","general elemantary","696","0.417837189592205","0.394542480430802","0.441131898753608"
"People are helpful","2003","lower secondary degree","middle vocational","2049","0.375759091044981","0.36285342805848","0.388664754031483"
"People are helpful","2003","lower secondary degree","vocational + Abi","11","","",""
"People are helpful","2003","lower secondary degree","higher vocational","164","0.348963773539668","0.306760824360877","0.391166722718459"
"People are helpful","2003","lower secondary degree","higher education","71","0.410905757136406","0.340948174710682","0.48086333956213"
"People are helpful","2003","secondary school degree","in school","","","",""
"People are helpful","2003","secondary school degree","inadequately","","","",""
"People are helpful","2003","secondary school degree","general elemantary","215","0.316983328727977","0.280504410974604","0.353462246481349"
"People are helpful","2003","secondary school degree","middle vocational","1322","0.302802830498484","0.289139362133409","0.316466298863559"
"People are helpful","2003","secondary school degree","vocational + Abi","14","","",""
"People are helpful","2003","secondary school degree","higher vocational","233","0.302038823969165","0.269002390444833","0.335075257493496"
"People are helpful","2003","secondary school degree","higher education","217","0.322222849799715","0.28598859859986","0.35845710099957"
"People are helpful","2003","college entrance qualification","in school","","","",""
"People are helpful","2003","college entrance qualification","inadequately","","","",""
"People are helpful","2003","college entrance qualification","general elemantary","","","",""
"People are helpful","2003","college entrance qualification","middle vocational","269","0.321623876413881","0.288843781430988","0.354403971396774"
"People are helpful","2003","college entrance qualification","vocational + Abi","279","0.337496485251841","0.307427760547642","0.367565209956039"
"People are helpful","2003","college entrance qualification","higher vocational","108","0.284329084245348","0.237988156251034","0.330670012239661"
"People are helpful","2003","college entrance qualification","higher education","1328","0.397673709286789","0.380893923311169","0.414453495262408"
"People are helpful","2003","Other degree","in school","","","",""
"People are helpful","2003","Other degree","inadequately","16","","",""
"People are helpful","2003","Other degree","general elemantary","147","0.386969630352191","0.337341642718217","0.436597617986166"
"People are helpful","2003","Other degree","middle vocational","175","0.388726987760495","0.34291876737622","0.43453520814477"
"People are helpful","2003","Other degree","vocational + Abi","38","0.219907002552923","0.148708782894722","0.291105222211124"
"People are helpful","2003","Other degree","higher vocational","15","","",""
"People are helpful","2003","Other degree","higher education","78","0.392749776696779","0.323851041175287","0.46164851221827"
"People are helpful","2003","no degree/no degree yet","in school","245","0.386078351163747","0.347506846670526","0.424649855656968"
"People are helpful","2003","no degree/no degree yet","inadequately","83","0.357825700370588","0.29519041544832","0.420460985292856"
"People are helpful","2003","no degree/no degree yet","general elemantary","","","",""
"People are helpful","2003","no degree/no degree yet","middle vocational","15","","",""
"People are helpful","2003","no degree/no degree yet","vocational + Abi","","","",""
"People are helpful","2003","no degree/no degree yet","higher vocational","","","",""
"People are helpful","2003","no degree/no degree yet","higher education","","","",""
"People pursue self-interest","2003","lower secondary degree","in school","","","",""
"People pursue self-interest","2003","lower secondary degree","inadequately","","","",""
"People pursue self-interest","2003","lower secondary degree","general elemantary","1026","0.582162810407795","0.558868101246392","0.605457519569198"
"People pursue self-interest","2003","lower secondary degree","middle vocational","3361","0.624240908955019","0.611335245968517","0.63714657194152"
"People pursue self-interest","2003","lower secondary degree","vocational + Abi","18","","",""
"People pursue self-interest","2003","lower secondary degree","higher vocational","326","0.651036226460332","0.608833277281541","0.693239175639124"
"People pursue self-interest","2003","lower secondary degree","higher education","119","0.589094242863594","0.51913666043787","0.659051825289318"
"People pursue self-interest","2003","secondary school degree","in school","","","",""
"People pursue self-interest","2003","secondary school degree","inadequately","","","",""
"People pursue self-interest","2003","secondary school degree","general elemantary","410","0.683016671272023","0.646537753518651","0.719495589025396"
"People pursue self-interest","2003","secondary school degree","middle vocational","3022","0.697197169501516","0.683533701136441","0.710860637866591"
"People pursue self-interest","2003","secondary school degree","vocational + Abi","22","","",""
"People pursue self-interest","2003","secondary school degree","higher vocational","509","0.697961176030835","0.664924742506504","0.730997609555166"
"People pursue self-interest","2003","secondary school degree","higher education","422","0.677777150200285","0.64154289900043","0.71401140140014"
"People pursue self-interest","2003","college entrance qualification","in school","","","",""
"People pursue self-interest","2003","college entrance qualification","inadequately","","","",""
"People pursue self-interest","2003","college entrance qualification","general elemantary","","","",""
"People pursue self-interest","2003","college entrance qualification","middle vocational","511","0.678376123586119","0.645596028603225","0.711156218569012"
"People pursue self-interest","2003","college entrance qualification","vocational + Abi","671","0.662503514748159","0.632434790043961","0.692572239452358"
"People pursue self-interest","2003","college entrance qualification","higher vocational","256","0.715670915754652","0.669329987760339","0.762011843748966"
"People pursue self-interest","2003","college entrance qualification","higher education","1940","0.602326290713211","0.585546504737592","0.619106076688831"
"People pursue self-interest","2003","Other degree","in school","","","",""
"People pursue self-interest","2003","Other degree","inadequately","17","","",""
"People pursue self-interest","2003","Other degree","general elemantary","223","0.613030369647809","0.563402382013834","0.662658357281783"
"People pursue self-interest","2003","Other degree","middle vocational","260","0.611273012239505","0.56546479185523","0.65708123262378"
"People pursue self-interest","2003","Other degree","vocational + Abi","92","0.780092997447077","0.708894777788876","0.851291217105278"
"People pursue self-interest","2003","Other degree","higher vocational","46","0.777752373588364","0.673419201453905","0.882085545722823"
"People pursue self-interest","2003","Other degree","higher education","115","0.607250223303221","0.53835148778173","0.676148958824713"
"People pursue self-interest","2003","no degree/no degree yet","in school","367","0.613921648836253","0.575350144343032","0.652493153329474"
"People pursue self-interest","2003","no degree/no degree yet","inadequately","142","0.642174299629412","0.579539014707144","0.70480958455168"
"People pursue self-interest","2003","no degree/no degree yet","general elemantary","","","",""
"People pursue self-interest","2003","no degree/no degree yet","middle vocational","28","","",""
"People pursue self-interest","2003","no degree/no degree yet","vocational + Abi","","","",""
"People pursue self-interest","2003","no degree/no degree yet","higher vocational","4","","",""
"People pursue self-interest","2003","no degree/no degree yet","higher education","2","","",""
"People are helpful","2004","lower secondary degree","in school","","","",""
"People are helpful","2004","lower secondary degree","inadequately","","","",""
"People are helpful","2004","lower secondary degree","general elemantary","","","",""
"People are helpful","2004","lower secondary degree","middle vocational","","","",""
"People are helpful","2004","lower secondary degree","vocational + Abi","","","",""
"People are helpful","2004","lower secondary degree","higher vocational","","","",""
"People are helpful","2004","lower secondary degree","higher education","","","",""
"People are helpful","2004","secondary school degree","in school","","","",""
"People are helpful","2004","secondary school degree","inadequately","","","",""
"People are helpful","2004","secondary school degree","general elemantary","","","",""
"People are helpful","2004","secondary school degree","middle vocational","","","",""
"People are helpful","2004","secondary school degree","vocational + Abi","","","",""
