"plh0196","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","in school","Urban Area","173","0.387045472006886","0.340463424909028","0.433627519104744"
"People are helpful","2003","in school","Rural Area","72","0.383751499840178","0.314965436187748","0.452537563492609"
"People are helpful","2003","inadequately","Urban Area","78","0.360807085398273","0.294251179653462","0.427362991143084"
"People are helpful","2003","inadequately","Rural Area","21","","",""
"People are helpful","2003","general elemantary","Urban Area","723","0.387832287336174","0.365550465173654","0.410114109498695"
"People are helpful","2003","general elemantary","Rural Area","335","0.412050413446986","0.379530305634652","0.44457052125932"
"People are helpful","2003","middle vocational","Urban Area","2561","0.349497631652627","0.338402857892155","0.360592405413098"
"People are helpful","2003","middle vocational","Rural Area","1277","0.341301163949067","0.326499787179582","0.356102540718553"
"People are helpful","2003","vocational + Abi","Urban Area","273","0.342491850985876","0.311138609594518","0.373845092377234"
"People are helpful","2003","vocational + Abi","Rural Area","69","0.264921840833996","0.211790497596037","0.318053184071954"
"People are helpful","2003","higher vocational","Urban Area","350","0.329496837590019","0.301294057440756","0.357699617739282"
"People are helpful","2003","higher vocational","Rural Area","171","0.263335140247422","0.228034150327409","0.298636130167436"
"People are helpful","2003","higher education","Urban Area","1247","0.40075393807628","0.383390773909796","0.418117102242764"
"People are helpful","2003","higher education","Rural Area","450","0.349821692286973","0.323277051386661","0.376366333187285"
"People pursue self-interest","2003","in school","Urban Area","247","0.612954527993114","0.566372480895256","0.659536575090972"
"People pursue self-interest","2003","in school","Rural Area","120","0.616248500159822","0.547462436507391","0.685034563812252"
"People pursue self-interest","2003","inadequately","Urban Area","122","0.639192914601727","0.572637008856916","0.705748820346538"
"People pursue self-interest","2003","inadequately","Rural Area","37","0.614463025965532","0.489202281347121","0.739723770583943"
"People pursue self-interest","2003","general elemantary","Urban Area","1114","0.612167712663826","0.589885890501305","0.634449534826346"
"People pursue self-interest","2003","general elemantary","Rural Area","545","0.587949586553014","0.55542947874068","0.620469694365348"
"People pursue self-interest","2003","middle vocational","Urban Area","4534","0.650502368347374","0.639407594586902","0.661597142107845"
"People pursue self-interest","2003","middle vocational","Rural Area","2665","0.658698836050932","0.643897459281447","0.673500212820418"
"People pursue self-interest","2003","vocational + Abi","Urban Area","607","0.657508149014124","0.626154907622766","0.688861390405482"
"People pursue self-interest","2003","vocational + Abi","Rural Area","196","0.735078159166004","0.681946815928046","0.788209502403963"
"People pursue self-interest","2003","higher vocational","Urban Area","717","0.670503162409981","0.642300382260718","0.698705942559244"
"People pursue self-interest","2003","higher vocational","Rural Area","427","0.736664859752578","0.701363869832564","0.771965849672591"
"People pursue self-interest","2003","higher education","Urban Area","1813","0.59924606192372","0.581882897757236","0.616609226090204"
"People pursue self-interest","2003","higher education","Rural Area","790","0.650178307713027","0.623633666812715","0.676722948613338"
"People are helpful","2004","in school","Urban Area","","","",""
"People are helpful","2004","in school","Rural Area","","","",""
"People are helpful","2004","inadequately","Urban Area","","","",""
"People are helpful","2004","inadequately","Rural Area","","","",""
"People are helpful","2004","general elemantary","Urban Area","","","",""
"People are helpful","2004","general elemantary","Rural Area","","","",""
"People are helpful","2004","middle vocational","Urban Area","","","",""
"People are helpful","2004","middle vocational","Rural Area","","","",""
"People are helpful","2004","vocational + Abi","Urban Area","","","",""
"People are helpful","2004","vocational + Abi","Rural Area","","","",""
"People are helpful","2004","higher vocational","Urban Area","","","",""
"People are helpful","2004","higher vocational","Rural Area","","","",""
"People are helpful","2004","higher education","Urban Area","","","",""
"People are helpful","2004","higher education","Rural Area","","","",""
"People pursue self-interest","2004","in school","Urban Area","","","",""
"People pursue self-interest","2004","in school","Rural Area","","","",""
"People pursue self-interest","2004","inadequately","Urban Area","","","",""
"People pursue self-interest","2004","inadequately","Rural Area","","","",""
"People pursue self-interest","2004","general elemantary","Urban Area","","","",""
"People pursue self-interest","2004","general elemantary","Rural Area","","","",""
"People pursue self-interest","2004","middle vocational","Urban Area","","","",""
"People pursue self-interest","2004","middle vocational","Rural Area","","","",""
"People pursue self-interest","2004","vocational + Abi","Urban Area","","","",""
"People pursue self-interest","2004","vocational + Abi","Rural Area","","","",""
"People pursue self-interest","2004","higher vocational","Urban Area","","","",""
"People pursue self-interest","2004","higher vocational","Rural Area","","","",""
"People pursue self-interest","2004","higher education","Urban Area","","","",""
"People pursue self-interest","2004","higher education","Rural Area","","","",""
"People are helpful","2005","in school","Urban Area","","","",""
"People are helpful","2005","in school","Rural Area","","","",""
"People are helpful","2005","inadequately","Urban Area","","","",""
"People are helpful","2005","inadequately","Rural Area","","","",""
"People are helpful","2005","general elemantary","Urban Area","","","",""
"People are helpful","2005","general elemantary","Rural Area","","","",""
"People are helpful","2005","middle vocational","Urban Area","","","",""
"People are helpful","2005","middle vocational","Rural Area","","","",""
"People are helpful","2005","vocational + Abi","Urban Area","","","",""
"People are helpful","2005","vocational + Abi","Rural Area","","","",""
"People are helpful","2005","higher vocational","Urban Area","","","",""
"People are helpful","2005","higher vocational","Rural Area","","","",""
"People are helpful","2005","higher education","Urban Area","","","",""
"People are helpful","2005","higher education","Rural Area","","","",""
"People pursue self-interest","2005","in school","Urban Area","","","",""
"People pursue self-interest","2005","in school","Rural Area","","","",""
"People pursue self-interest","2005","inadequately","Urban Area","","","",""
"People pursue self-interest","2005","inadequately","Rural Area","","","",""
"People pursue self-interest","2005","general elemantary","Urban Area","","","",""
"People pursue self-interest","2005","general elemantary","Rural Area","","","",""
"People pursue self-interest","2005","middle vocational","Urban Area","","","",""
"People pursue self-interest","2005","middle vocational","Rural Area","","","",""
"People pursue self-interest","2005","vocational + Abi","Urban Area","","","",""
"People pursue self-interest","2005","vocational + Abi","Rural Area","","","",""
"People pursue self-interest","2005","higher vocational","Urban Area","","","",""
"People pursue self-interest","2005","higher vocational","Rural Area","","","",""
"People pursue self-interest","2005","higher education","Urban Area","","","",""
"People pursue self-interest","2005","higher education","Rural Area","","","",""
"People are helpful","2006","in school","Urban Area","","","",""
"People are helpful","2006","in school","Rural Area","","","",""
"People are helpful","2006","inadequately","Urban Area","","","",""
"People are helpful","2006","inadequately","Rural Area","","","",""
"People are helpful","2006","general elemantary","Urban Area","","","",""
"People are helpful","2006","general elemantary","Rural Area","","","",""
"People are helpful","2006","middle vocational","Urban Area","","","",""
"People are helpful","2006","middle vocational","Rural Area","","","",""
"People are helpful","2006","vocational + Abi","Urban Area","","","",""
"People are helpful","2006","vocational + Abi","Rural Area","","","",""
"People are helpful","2006","higher vocational","Urban Area","","","",""
"People are helpful","2006","higher vocational","Rural Area","","","",""
"People are helpful","2006","higher education","Urban Area","","","",""
"People are helpful","2006","higher education","Rural Area","","","",""
"People pursue self-interest","2006","in school","Urban Area","","","",""
"People pursue self-interest","2006","in school","Rural Area","","","",""
"People pursue self-interest","2006","inadequately","Urban Area","","","",""
"People pursue self-interest","2006","inadequately","Rural Area","","","",""
"People pursue self-interest","2006","general elemantary","Urban Area","","","",""
"People pursue self-interest","2006","general elemantary","Rural Area","","","",""
"People pursue self-interest","2006","middle vocational","Urban Area","","","",""
"People pursue self-interest","2006","middle vocational","Rural Area","","","",""
"People pursue self-interest","2006","vocational + Abi","Urban Area","","","",""
"People pursue self-interest","2006","vocational + Abi","Rural Area","","","",""
"People pursue self-interest","2006","higher vocational","Urban Area","","","",""
"People pursue self-interest","2006","higher vocational","Rural Area","","","",""
"People pursue self-interest","2006","higher education","Urban Area","","","",""
"People pursue self-interest","2006","higher education","Rural Area","","","",""
"People are helpful","2007","in school","Urban Area","","","",""
"People are helpful","2007","in school","Rural Area","","","",""
"People are helpful","2007","inadequately","Urban Area","","","",""
"People are helpful","2007","inadequately","Rural Area","","","",""
"People are helpful","2007","general elemantary","Urban Area","","","",""
"People are helpful","2007","general elemantary","Rural Area","","","",""
"People are helpful","2007","middle vocational","Urban Area","","","",""
"People are helpful","2007","middle vocational","Rural Area","","","",""
"People are helpful","2007","vocational + Abi","Urban Area","","","",""
"People are helpful","2007","vocational + Abi","Rural Area","","","",""
"People are helpful","2007","higher vocational","Urban Area","","","",""
"People are helpful","2007","higher vocational","Rural Area","","","",""
"People are helpful","2007","higher education","Urban Area","","","",""
"People are helpful","2007","higher education","Rural Area","","","",""
"People pursue self-interest","2007","in school","Urban Area","","","",""
"People pursue self-interest","2007","in school","Rural Area","","","",""
"People pursue self-interest","2007","inadequately","Urban Area","","","",""
"People pursue self-interest","2007","inadequately","Rural Area","","","",""
"People pursue self-interest","2007","general elemantary","Urban Area","","","",""
"People pursue self-interest","2007","general elemantary","Rural Area","","","",""
"People pursue self-interest","2007","middle vocational","Urban Area","","","",""
"People pursue self-interest","2007","middle vocational","Rural Area","","","",""
"People pursue self-interest","2007","vocational + Abi","Urban Area","","","",""
"People pursue self-interest","2007","vocational + Abi","Rural Area","","","",""
"People pursue self-interest","2007","higher vocational","Urban Area","","","",""
"People pursue self-interest","2007","higher vocational","Rural Area","","","",""
"People pursue self-interest","2007","higher education","Urban Area","","","",""
"People pursue self-interest","2007","higher education","Rural Area","","","",""
"People are helpful","2008","in school","Urban Area","99","0.378831531235409","0.316544462763583","0.441118599707235"
"People are helpful","2008","in school","Rural Area","39","0.338035624355587","0.251952575329118","0.424118673382056"
"People are helpful","2008","inadequately","Urban Area","57","0.355570471299956","0.274217610371952","0.436923332227959"
"People are helpful","2008","inadequately","Rural Area","13","","",""
"People are helpful","2008","general elemantary","Urban Area","521","0.387377421436912","0.361255295830188","0.413499547043637"
"People are helpful","2008","general elemantary","Rural Area","256","0.394072856317891","0.357209517370687","0.430936195265096"
"People are helpful","2008","middle vocational","Urban Area","2303","0.362786832363391","0.35072215514524","0.374851509581541"
"People are helpful","2008","middle vocational","Rural Area","1239","0.334352831230514","0.318849297248184","0.349856365212845"
"People are helpful","2008","vocational + Abi","Urban Area","284","0.33935236546521","0.306904822083529","0.371799908846892"
"People are helpful","2008","vocational + Abi","Rural Area","77","0.301836190248315","0.246978657286515","0.356693723210115"
"People are helpful","2008","higher vocational","Urban Area","316","0.364216869702577","0.332368821403327","0.396064918001827"
"People are helpful","2008","higher vocational","Rural Area","177","0.338735565365584","0.298289786750009","0.379181343981158"
"People are helpful","2008","higher education","Urban Area","1303","0.415142208061207","0.397324748536342","0.432959667586072"
"People are helpful","2008","higher education","Rural Area","465","0.399885526336966","0.372052559404184","0.427718493269747"
"People pursue self-interest","2008","in school","Urban Area","134","0.621168468764591","0.558881400292765","0.683455537236417"
"People pursue self-interest","2008","in school","Rural Area","77","0.661964375644413","0.575881326617944","0.748047424670882"
"People pursue self-interest","2008","inadequately","Urban Area","76","0.644429528700045","0.563076667772041","0.725782389628048"
"People pursue self-interest","2008","inadequately","Rural Area","37","0.861804937666772","0.766148579819726","0.957461295513818"
"People pursue self-interest","2008","general elemantary","Urban Area","815","0.612622578563088","0.586500452956364","0.638744704169812"
"People pursue self-interest","2008","general elemantary","Rural Area","419","0.605927143682109","0.569063804734904","0.642790482629313"
"People pursue self-interest","2008","middle vocational","Urban Area","3798","0.637213167636609","0.625148490418459","0.64927784485476"
"People pursue self-interest","2008","middle vocational","Rural Area","2318","0.665647168769486","0.650143634787155","0.681150702751816"
"People pursue self-interest","2008","vocational + Abi","Urban Area","534","0.66064763453479","0.628200091153108","0.693095177916471"
"People pursue self-interest","2008","vocational + Abi","Rural Area","192","0.698163809751685","0.643306276789885","0.753021342713485"
"People pursue self-interest","2008","higher vocational","Urban Area","561","0.635783130297423","0.603935081998173","0.667631178596673"
"People pursue self-interest","2008","higher vocational","Rural Area","349","0.661264434634416","0.620818656018842","0.701710213249991"
"People pursue self-interest","2008","higher education","Urban Area","1635","0.584857791938793","0.567040332413928","0.602675251463658"
"People pursue self-interest","2008","higher education","Rural Area","725","0.600114473663034","0.572281506730253","0.627947440595816"
"People are helpful","2009","in school","Urban Area","","","",""
"People are helpful","2009","in school","Rural Area","","","",""
"People are helpful","2009","inadequately","Urban Area","","","",""
"People are helpful","2009","inadequately","Rural Area","","","",""
"People are helpful","2009","general elemantary","Urban Area","","","",""
"People are helpful","2009","general elemantary","Rural Area","","","",""
"People are helpful","2009","middle vocational","Urban Area","","","",""
"People are helpful","2009","middle vocational","Rural Area","","","",""
"People are helpful","2009","vocational + Abi","Urban Area","","","",""
"People are helpful","2009","vocational + Abi","Rural Area","","","",""
"People are helpful","2009","higher vocational","Urban Area","","","",""
"People are helpful","2009","higher vocational","Rural Area","","","",""
