"plh0196","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","16-34 y.","West Germany","1473","0.312875824363201","0.299097161293024","0.326654487433378"
"People are helpful","2003","16-34 y.","East Germany","361","0.231242149503939","0.209540518709455","0.252943780298424"
"People are helpful","2003","35-65 y.","West Germany","3358","0.332495510569144","0.323060754785853","0.341930266352435"
"People are helpful","2003","35-65 y.","East Germany","841","0.265866020273082","0.249926231330333","0.28180580921583"
"People are helpful","2003","66 and older","West Germany","1450","0.538204787590187","0.519496915174295","0.556912660006079"
"People are helpful","2003","66 and older","East Germany","404","0.444409929119432","0.412054057259817","0.476765800979047"
"People pursue self-interest","2003","16-34 y.","West Germany","2877","0.687124175636799","0.673345512566622","0.700902838706976"
"People pursue self-interest","2003","16-34 y.","East Germany","1089","0.768757850496061","0.747056219701576","0.790459481290545"
"People pursue self-interest","2003","35-65 y.","West Germany","6220","0.667504489430856","0.658069733647564","0.676939245214147"
"People pursue self-interest","2003","35-65 y.","East Germany","2110","0.734133979726918","0.71819419078417","0.750073768669667"
"People pursue self-interest","2003","66 and older","West Germany","1278","0.461795212409813","0.443087339993921","0.480503084825705"
"People pursue self-interest","2003","66 and older","East Germany","502","0.555590070880568","0.523234199020953","0.587945942740183"
"People are helpful","2004","16-34 y.","West Germany","","","",""
"People are helpful","2004","16-34 y.","East Germany","","","",""
"People are helpful","2004","35-65 y.","West Germany","","","",""
"People are helpful","2004","35-65 y.","East Germany","","","",""
"People are helpful","2004","66 and older","West Germany","","","",""
"People are helpful","2004","66 and older","East Germany","","","",""
"People pursue self-interest","2004","16-34 y.","West Germany","","","",""
"People pursue self-interest","2004","16-34 y.","East Germany","","","",""
"People pursue self-interest","2004","35-65 y.","West Germany","","","",""
"People pursue self-interest","2004","35-65 y.","East Germany","","","",""
"People pursue self-interest","2004","66 and older","West Germany","","","",""
"People pursue self-interest","2004","66 and older","East Germany","","","",""
"People are helpful","2005","16-34 y.","West Germany","","","",""
"People are helpful","2005","16-34 y.","East Germany","","","",""
"People are helpful","2005","35-65 y.","West Germany","","","",""
"People are helpful","2005","35-65 y.","East Germany","","","",""
"People are helpful","2005","66 and older","West Germany","","","",""
"People are helpful","2005","66 and older","East Germany","","","",""
"People pursue self-interest","2005","16-34 y.","West Germany","","","",""
"People pursue self-interest","2005","16-34 y.","East Germany","","","",""
"People pursue self-interest","2005","35-65 y.","West Germany","","","",""
"People pursue self-interest","2005","35-65 y.","East Germany","","","",""
"People pursue self-interest","2005","66 and older","West Germany","","","",""
"People pursue self-interest","2005","66 and older","East Germany","","","",""
"People are helpful","2006","16-34 y.","West Germany","","","",""
"People are helpful","2006","16-34 y.","East Germany","","","",""
"People are helpful","2006","35-65 y.","West Germany","","","",""
"People are helpful","2006","35-65 y.","East Germany","","","",""
"People are helpful","2006","66 and older","West Germany","","","",""
"People are helpful","2006","66 and older","East Germany","","","",""
"People pursue self-interest","2006","16-34 y.","West Germany","","","",""
"People pursue self-interest","2006","16-34 y.","East Germany","","","",""
"People pursue self-interest","2006","35-65 y.","West Germany","","","",""
"People pursue self-interest","2006","35-65 y.","East Germany","","","",""
"People pursue self-interest","2006","66 and older","West Germany","","","",""
"People pursue self-interest","2006","66 and older","East Germany","","","",""
"People are helpful","2007","16-34 y.","West Germany","","","",""
"People are helpful","2007","16-34 y.","East Germany","","","",""
"People are helpful","2007","35-65 y.","West Germany","","","",""
"People are helpful","2007","35-65 y.","East Germany","","","",""
"People are helpful","2007","66 and older","West Germany","","","",""
"People are helpful","2007","66 and older","East Germany","","","",""
"People pursue self-interest","2007","16-34 y.","West Germany","","","",""
"People pursue self-interest","2007","16-34 y.","East Germany","","","",""
"People pursue self-interest","2007","35-65 y.","West Germany","","","",""
"People pursue self-interest","2007","35-65 y.","East Germany","","","",""
"People pursue self-interest","2007","66 and older","West Germany","","","",""
"People pursue self-interest","2007","66 and older","East Germany","","","",""
"People are helpful","2008","16-34 y.","West Germany","1113","0.315667648614511","0.299536347249502","0.331798949979521"
"People are helpful","2008","16-34 y.","East Germany","334","0.287680515652482","0.261298411849888","0.314062619455076"
"People are helpful","2008","35-65 y.","West Germany","2926","0.34178654936103","0.331428542869703","0.352144555852356"
"People are helpful","2008","35-65 y.","East Germany","752","0.282620814728377","0.264895813033109","0.300345816423645"
"People are helpful","2008","66 and older","West Germany","1658","0.511210627861981","0.493795685233885","0.528625570490077"
"People are helpful","2008","66 and older","East Germany","491","0.459484124467131","0.43036278732486","0.488605461609402"
"People pursue self-interest","2008","16-34 y.","West Germany","2076","0.684332351385489","0.668201050020479","0.700463652750498"
"People pursue self-interest","2008","16-34 y.","East Germany","797","0.712319484347518","0.685937380544924","0.738701588150112"
"People pursue self-interest","2008","35-65 y.","West Germany","5129","0.65821345063897","0.647855444147644","0.668571457130297"
"People pursue self-interest","2008","35-65 y.","East Germany","1727","0.717379185271623","0.699654183576355","0.735104186966891"
"People pursue self-interest","2008","66 and older","West Germany","1507","0.488789372138019","0.471374429509923","0.506204314766115"
"People pursue self-interest","2008","66 and older","East Germany","634","0.540515875532869","0.511394538390598","0.56963721267514"
"People are helpful","2009","16-34 y.","West Germany","","","",""
"People are helpful","2009","16-34 y.","East Germany","","","",""
"People are helpful","2009","35-65 y.","West Germany","","","",""
"People are helpful","2009","35-65 y.","East Germany","","","",""
"People are helpful","2009","66 and older","West Germany","","","",""
"People are helpful","2009","66 and older","East Germany","","","",""
"People pursue self-interest","2009","16-34 y.","West Germany","","","",""
"People pursue self-interest","2009","16-34 y.","East Germany","","","",""
"People pursue self-interest","2009","35-65 y.","West Germany","","","",""
"People pursue self-interest","2009","35-65 y.","East Germany","","","",""
"People pursue self-interest","2009","66 and older","West Germany","","","",""
"People pursue self-interest","2009","66 and older","East Germany","","","",""
"People are helpful","2010","16-34 y.","West Germany","","","",""
"People are helpful","2010","16-34 y.","East Germany","","","",""
"People are helpful","2010","35-65 y.","West Germany","","","",""
"People are helpful","2010","35-65 y.","East Germany","","","",""
"People are helpful","2010","66 and older","West Germany","","","",""
"People are helpful","2010","66 and older","East Germany","","","",""
"People pursue self-interest","2010","16-34 y.","West Germany","","","",""
"People pursue self-interest","2010","16-34 y.","East Germany","","","",""
"People pursue self-interest","2010","35-65 y.","West Germany","","","",""
"People pursue self-interest","2010","35-65 y.","East Germany","","","",""
"People pursue self-interest","2010","66 and older","West Germany","","","",""
"People pursue self-interest","2010","66 and older","East Germany","","","",""
"People are helpful","2011","16-34 y.","West Germany","","","",""
"People are helpful","2011","16-34 y.","East Germany","","","",""
"People are helpful","2011","35-65 y.","West Germany","","","",""
"People are helpful","2011","35-65 y.","East Germany","","","",""
"People are helpful","2011","66 and older","West Germany","","","",""
"People are helpful","2011","66 and older","East Germany","","","",""
"People pursue self-interest","2011","16-34 y.","West Germany","","","",""
"People pursue self-interest","2011","16-34 y.","East Germany","","","",""
"People pursue self-interest","2011","35-65 y.","West Germany","","","",""
"People pursue self-interest","2011","35-65 y.","East Germany","","","",""
"People pursue self-interest","2011","66 and older","West Germany","","","",""
"People pursue self-interest","2011","66 and older","East Germany","","","",""
"People are helpful","2012","16-34 y.","West Germany","","","",""
"People are helpful","2012","16-34 y.","East Germany","","","",""
"People are helpful","2012","35-65 y.","West Germany","","","",""
"People are helpful","2012","35-65 y.","East Germany","","","",""
"People are helpful","2012","66 and older","West Germany","","","",""
"People are helpful","2012","66 and older","East Germany","","","",""
"People pursue self-interest","2012","16-34 y.","West Germany","","","",""
"People pursue self-interest","2012","16-34 y.","East Germany","","","",""
"People pursue self-interest","2012","35-65 y.","West Germany","","","",""
"People pursue self-interest","2012","35-65 y.","East Germany","","","",""
"People pursue self-interest","2012","66 and older","West Germany","","","",""
"People pursue self-interest","2012","66 and older","East Germany","","","",""
"People are helpful","2013","16-34 y.","West Germany","1717","0.385339870510518","0.370926998471522","0.399752742549514"
"People are helpful","2013","16-34 y.","East Germany","431","0.330476578138136","0.303795759088553","0.357157397187719"
"People are helpful","2013","35-65 y.","West Germany","4867","0.393355966655373","0.384398610905635","0.40231332240511"
"People are helpful","2013","35-65 y.","East Germany","1270","0.371522324176757","0.354871016951706","0.388173631401808"
"People are helpful","2013","66 and older","West Germany","2129","0.578276074737848","0.562279390993465","0.594272758482231"
"People are helpful","2013","66 and older","East Germany","638","0.523551081839167","0.495662242505379","0.551439921172954"
"People pursue self-interest","2013","16-34 y.","West Germany","2663","0.614660129489482","0.600247257450486","0.629073001528478"
"People pursue self-interest","2013","16-34 y.","East Germany","763","0.669523421861864","0.642842602812281","0.696204240911447"
"People pursue self-interest","2013","35-65 y.","West Germany","6558","0.606644033344627","0.59768667759489","0.615601389094365"
"People pursue self-interest","2013","35-65 y.","East Germany","1965","0.628477675823243","0.611826368598192","0.645128983048294"
"People pursue self-interest","2013","66 and older","West Germany","1532","0.421723925262152","0.405727241517768","0.437720609006535"
"People pursue self-interest","2013","66 and older","East Germany","594","0.476448918160833","0.448560078827046","0.504337757494621"
"People are helpful","2014","16-34 y.","West Germany","","","",""
"People are helpful","2014","16-34 y.","East Germany","","","",""
"People are helpful","2014","35-65 y.","West Germany","","","",""
"People are helpful","2014","35-65 y.","East Germany","","","",""
"People are helpful","2014","66 and older","West Germany","","","",""
"People are helpful","2014","66 and older","East Germany","","","",""
"People pursue self-interest","2014","16-34 y.","West Germany","","","",""
"People pursue self-interest","2014","16-34 y.","East Germany","","","",""
