"plh0196","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Full Time","Male","1896","0.306376703115006","0.294623829782328","0.318129576447685"
"People are helpful","2003","Full Time","Female","896","0.285819105030569","0.269395241915418","0.30224296814572"
"People are helpful","2003","Part Time","Male","477","0.293279207509553","0.270384569797165","0.316173845221941"
"People are helpful","2003","Part Time","Female","1180","0.330986656600927","0.315496257610145","0.346477055591708"
"People are helpful","2003","Not Working","Male","1296","0.405897461183996","0.388792129205607","0.423002793162386"
"People are helpful","2003","Not Working","Female","2142","0.445731802224357","0.431837429496132","0.459626174952582"
"People pursue self-interest","2003","Full Time","Male","4014","0.693623296884994","0.681870423552315","0.705376170217672"
"People pursue self-interest","2003","Full Time","Female","2011","0.714180894969431","0.69775703185428","0.730604758084582"
"People pursue self-interest","2003","Part Time","Male","1042","0.706720792490447","0.683826154778059","0.729615430202835"
"People pursue self-interest","2003","Part Time","Female","2365","0.669013343399074","0.653522944408292","0.684503742389855"
"People pursue self-interest","2003","Not Working","Male","1870","0.594102538816004","0.576997206837614","0.611207870794393"
"People pursue self-interest","2003","Not Working","Female","2774","0.554268197775643","0.540373825047418","0.568162570503868"
"People are helpful","2004","Full Time","Male","","","",""
"People are helpful","2004","Full Time","Female","","","",""
"People are helpful","2004","Part Time","Male","","","",""
"People are helpful","2004","Part Time","Female","","","",""
"People are helpful","2004","Not Working","Male","","","",""
"People are helpful","2004","Not Working","Female","","","",""
"People pursue self-interest","2004","Full Time","Male","","","",""
"People pursue self-interest","2004","Full Time","Female","","","",""
"People pursue self-interest","2004","Part Time","Male","","","",""
"People pursue self-interest","2004","Part Time","Female","","","",""
"People pursue self-interest","2004","Not Working","Male","","","",""
"People pursue self-interest","2004","Not Working","Female","","","",""
"People are helpful","2005","Full Time","Male","","","",""
"People are helpful","2005","Full Time","Female","","","",""
"People are helpful","2005","Part Time","Male","","","",""
"People are helpful","2005","Part Time","Female","","","",""
"People are helpful","2005","Not Working","Male","","","",""
"People are helpful","2005","Not Working","Female","","","",""
"People pursue self-interest","2005","Full Time","Male","","","",""
"People pursue self-interest","2005","Full Time","Female","","","",""
"People pursue self-interest","2005","Part Time","Male","","","",""
"People pursue self-interest","2005","Part Time","Female","","","",""
"People pursue self-interest","2005","Not Working","Male","","","",""
"People pursue self-interest","2005","Not Working","Female","","","",""
"People are helpful","2006","Full Time","Male","","","",""
"People are helpful","2006","Full Time","Female","","","",""
"People are helpful","2006","Part Time","Male","","","",""
"People are helpful","2006","Part Time","Female","","","",""
"People are helpful","2006","Not Working","Male","","","",""
"People are helpful","2006","Not Working","Female","","","",""
"People pursue self-interest","2006","Full Time","Male","","","",""
"People pursue self-interest","2006","Full Time","Female","","","",""
"People pursue self-interest","2006","Part Time","Male","","","",""
"People pursue self-interest","2006","Part Time","Female","","","",""
"People pursue self-interest","2006","Not Working","Male","","","",""
"People pursue self-interest","2006","Not Working","Female","","","",""
"People are helpful","2007","Full Time","Male","","","",""
"People are helpful","2007","Full Time","Female","","","",""
"People are helpful","2007","Part Time","Male","","","",""
"People are helpful","2007","Part Time","Female","","","",""
"People are helpful","2007","Not Working","Male","","","",""
"People are helpful","2007","Not Working","Female","","","",""
"People pursue self-interest","2007","Full Time","Male","","","",""
"People pursue self-interest","2007","Full Time","Female","","","",""
"People pursue self-interest","2007","Part Time","Male","","","",""
"People pursue self-interest","2007","Part Time","Female","","","",""
"People pursue self-interest","2007","Not Working","Male","","","",""
"People pursue self-interest","2007","Not Working","Female","","","",""
"People are helpful","2008","Full Time","Male","1598","0.310567930613692","0.297606545011629","0.323529316215754"
