"plh0196","year","education","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","lower secondary degree","Male","1366","0.35910467121311","0.343899432960524","0.374309909465697"
"People are helpful","2003","lower secondary degree","Female","1625","0.407592049440782","0.39239635799796","0.422787740883605"
"People are helpful","2003","secondary school degree","Male","815","0.281528116131472","0.264721953120336","0.298334279142608"
"People are helpful","2003","secondary school degree","Female","1186","0.327488298193085","0.312232192128246","0.342744404257924"
"People are helpful","2003","college entrance qualification","Male","1068","0.35365389583394","0.33618664779985","0.371121143868029"
"People are helpful","2003","college entrance qualification","Female","916","0.37795406364791","0.358886156279061","0.397021971016759"
"People are helpful","2003","Other degree","Male","206","0.326715945844882","0.288966978601165","0.364464913088599"
"People are helpful","2003","Other degree","Female","263","0.402500474677787","0.364176128975595","0.440824820379979"
"People are helpful","2003","no degree/no degree yet","Male","161","0.369723823349838","0.323335829664712","0.416111817034965"
"People are helpful","2003","no degree/no degree yet","Female","182","0.362586247270183","0.319123663521131","0.406048831019235"
"People pursue self-interest","2003","lower secondary degree","Male","2458","0.64089532878689","0.625690090534303","0.656100567039476"
"People pursue self-interest","2003","lower secondary degree","Female","2392","0.592407950559218","0.577212259116395","0.60760364200204"
"People pursue self-interest","2003","secondary school degree","Male","1936","0.718471883868528","0.701665720857392","0.735278046879664"
"People pursue self-interest","2003","secondary school degree","Female","2449","0.672511701806915","0.657255595742076","0.687767807871754"
"People pursue self-interest","2003","college entrance qualification","Male","1810","0.64634610416606","0.628878856131971","0.66381335220015"
"People pursue self-interest","2003","college entrance qualification","Female","1568","0.62204593635209","0.602978028983241","0.641113843720939"
"People pursue self-interest","2003","Other degree","Male","387","0.673284054155118","0.635535086911401","0.711033021398835"
"People pursue self-interest","2003","Other degree","Female","366","0.597499525322213","0.559175179620021","0.635823871024405"
"People pursue self-interest","2003","no degree/no degree yet","Male","255","0.630276176650162","0.583888182965035","0.676664170335288"
"People pursue self-interest","2003","no degree/no degree yet","Female","288","0.637413752729817","0.593951168980765","0.680876336478868"
"People are helpful","2004","lower secondary degree","Male","","","",""
"People are helpful","2004","lower secondary degree","Female","","","",""
"People are helpful","2004","secondary school degree","Male","","","",""
"People are helpful","2004","secondary school degree","Female","","","",""
"People are helpful","2004","college entrance qualification","Male","","","",""
"People are helpful","2004","college entrance qualification","Female","","","",""
"People are helpful","2004","Other degree","Male","","","",""
"People are helpful","2004","Other degree","Female","","","",""
"People are helpful","2004","no degree/no degree yet","Male","","","",""
"People are helpful","2004","no degree/no degree yet","Female","","","",""
"People pursue self-interest","2004","lower secondary degree","Male","","","",""
"People pursue self-interest","2004","lower secondary degree","Female","","","",""
"People pursue self-interest","2004","secondary school degree","Male","","","",""
"People pursue self-interest","2004","secondary school degree","Female","","","",""
"People pursue self-interest","2004","college entrance qualification","Male","","","",""
"People pursue self-interest","2004","college entrance qualification","Female","","","",""
"People pursue self-interest","2004","Other degree","Male","","","",""
"People pursue self-interest","2004","Other degree","Female","","","",""
"People pursue self-interest","2004","no degree/no degree yet","Male","","","",""
"People pursue self-interest","2004","no degree/no degree yet","Female","","","",""
"People are helpful","2005","lower secondary degree","Male","","","",""
"People are helpful","2005","lower secondary degree","Female","","","",""
"People are helpful","2005","secondary school degree","Male","","","",""
"People are helpful","2005","secondary school degree","Female","","","",""
"People are helpful","2005","college entrance qualification","Male","","","",""
"People are helpful","2005","college entrance qualification","Female","","","",""
"People are helpful","2005","Other degree","Male","","","",""
"People are helpful","2005","Other degree","Female","","","",""
"People are helpful","2005","no degree/no degree yet","Male","","","",""
"People are helpful","2005","no degree/no degree yet","Female","","","",""
"People pursue self-interest","2005","lower secondary degree","Male","","","",""
"People pursue self-interest","2005","lower secondary degree","Female","","","",""
"People pursue self-interest","2005","secondary school degree","Male","","","",""
"People pursue self-interest","2005","secondary school degree","Female","","","",""
"People pursue self-interest","2005","college entrance qualification","Male","","","",""
"People pursue self-interest","2005","college entrance qualification","Female","","","",""
"People pursue self-interest","2005","Other degree","Male","","","",""
"People pursue self-interest","2005","Other degree","Female","","","",""
"People pursue self-interest","2005","no degree/no degree yet","Male","","","",""
"People pursue self-interest","2005","no degree/no degree yet","Female","","","",""
"People are helpful","2006","lower secondary degree","Male","","","",""
"People are helpful","2006","lower secondary degree","Female","","","",""
"People are helpful","2006","secondary school degree","Male","","","",""
"People are helpful","2006","secondary school degree","Female","","","",""
"People are helpful","2006","college entrance qualification","Male","","","",""
"People are helpful","2006","college entrance qualification","Female","","","",""
"People are helpful","2006","Other degree","Male","","","",""
"People are helpful","2006","Other degree","Female","","","",""
"People are helpful","2006","no degree/no degree yet","Male","","","",""
"People are helpful","2006","no degree/no degree yet","Female","","","",""
"People pursue self-interest","2006","lower secondary degree","Male","","","",""
"People pursue self-interest","2006","lower secondary degree","Female","","","",""
"People pursue self-interest","2006","secondary school degree","Male","","","",""
"People pursue self-interest","2006","secondary school degree","Female","","","",""
"People pursue self-interest","2006","college entrance qualification","Male","","","",""
"People pursue self-interest","2006","college entrance qualification","Female","","","",""
"People pursue self-interest","2006","Other degree","Male","","","",""
"People pursue self-interest","2006","Other degree","Female","","","",""
"People pursue self-interest","2006","no degree/no degree yet","Male","","","",""
"People pursue self-interest","2006","no degree/no degree yet","Female","","","",""
"People are helpful","2007","lower secondary degree","Male","","","",""
"People are helpful","2007","lower secondary degree","Female","","","",""
"People are helpful","2007","secondary school degree","Male","","","",""
"People are helpful","2007","secondary school degree","Female","","","",""
"People are helpful","2007","college entrance qualification","Male","","","",""
"People are helpful","2007","college entrance qualification","Female","","","",""
"People are helpful","2007","Other degree","Male","","","",""
"People are helpful","2007","Other degree","Female","","","",""
"People are helpful","2007","no degree/no degree yet","Male","","","",""
"People are helpful","2007","no degree/no degree yet","Female","","","",""
"People pursue self-interest","2007","lower secondary degree","Male","","","",""
"People pursue self-interest","2007","lower secondary degree","Female","","","",""
"People pursue self-interest","2007","secondary school degree","Male","","","",""
"People pursue self-interest","2007","secondary school degree","Female","","","",""
"People pursue self-interest","2007","college entrance qualification","Male","","","",""
"People pursue self-interest","2007","college entrance qualification","Female","","","",""
"People pursue self-interest","2007","Other degree","Male","","","",""
"People pursue self-interest","2007","Other degree","Female","","","",""
"People pursue self-interest","2007","no degree/no degree yet","Male","","","",""
"People pursue self-interest","2007","no degree/no degree yet","Female","","","",""
"People are helpful","2008","lower secondary degree","Male","1136","0.353719200651472","0.337006494916015","0.37043190638693"
"People are helpful","2008","lower secondary degree","Female","1389","0.430741603829004","0.413784984234187","0.44769822342382"
"People are helpful","2008","secondary school degree","Male","765","0.29966309677089","0.28145992052861","0.31786627301317"
"People are helpful","2008","secondary school degree","Female","1202","0.341448875256904","0.325190967384364","0.357706783129444"
"People are helpful","2008","college entrance qualification","Male","1059","0.381179510862846","0.36258953337154","0.399769488354153"
"People are helpful","2008","college entrance qualification","Female","987","0.389996843090977","0.370619938933639","0.409373747248314"
