"plh0196","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","in school","Male","125","0.404460416420088","0.348923624076788","0.459997208763388","1"
"People are helpful","2003","in school","Female","120","0.365747766049534","0.312304543464344","0.419190988634723","1"
"People are helpful","2003","inadequately","Male","35","0.340635410529707","0.249986800765936","0.431284020293478","1"
"People are helpful","2003","inadequately","Female","64","0.385092175006626","0.307985898314044","0.462198451699209","1"
"People are helpful","2003","general elemantary","Male","298","0.317342980586959","0.287002000592353","0.347683960581564","1"
"People are helpful","2003","general elemantary","Female","760","0.43218109054737","0.409378352661679","0.454983828433061","1"
"People are helpful","2003","middle vocational","Male","1786","0.334750981038542","0.322040319353767","0.347461642723318","1"
"People are helpful","2003","middle vocational","Female","2052","0.358367721795199","0.345964798962521","0.370770644627878","1"
"People are helpful","2003","vocational + Abi","Male","151","0.32227603578738","0.280510699701481","0.364041371873279","1"
"People are helpful","2003","vocational + Abi","Female","191","0.329659934972481","0.293904281121785","0.365415588823178","1"
"People are helpful","2003","higher vocational","Male","283","0.2889083204893","0.260266317990389","0.31755032298821","1"
"People are helpful","2003","higher vocational","Female","238","0.336417840000637","0.301491161348332","0.371344518652942","1"
"People are helpful","2003","higher education","Male","944","0.370818269763179","0.351621201067633","0.390015338458726","1"
"People are helpful","2003","higher education","Female","753","0.409919580035251","0.387616513052581","0.43222264701792","1"
"People pursue self-interest","2003","higher vocational","Male","679","0.7110916795107","0.68244967701179","0.739733682009611","2"
"People pursue self-interest","2003","in school","Female","192","0.634252233950466","0.580809011365277","0.687695456535655","2"
"People pursue self-interest","2003","higher vocational","Female","465","0.663582159999363","0.628655481347058","0.698508838651668","2"
"People pursue self-interest","2003","inadequately","Female","89","0.614907824993373","0.537801548300791","0.692014101685956","2"
"People pursue self-interest","2003","general elemantary","Male","606","0.682657019413041","0.652316039418436","0.712997999407647","2"
"People pursue self-interest","2003","higher education","Male","1488","0.629181730236821","0.609984661541274","0.648378798932368","2"
"People pursue self-interest","2003","inadequately","Male","70","0.659364589470293","0.568715979706522","0.750013199234064","2"
