"plh0196","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","Schleswig-Holstein","Urban Area","136","0.435531760007152","0.37735149968432","0.493712020329984","1"
"People are helpful","2003","Schleswig-Holstein","Rural Area","170","0.411209253129885","0.361072159328732","0.461346346931038","1"
"People are helpful","2003","Hamburg","Urban Area","118","0.332701995822833","0.278842529991351","0.386561461654316","1"
"People are helpful","2003","Hamburg","Rural Area","","","","","1"
"People are helpful","2003","Lower Saxony","Urban Area","332","0.338326938678596","0.308551906450988","0.368101970906204","1"
"People are helpful","2003","Lower Saxony","Rural Area","340","0.373562261340718","0.342303293636373","0.404821229045064","1"
"People are helpful","2003","Bremen","Urban Area","74","0.378125223242664","0.305865825966249","0.450384620519079","1"
"People are helpful","2003","Bremen","Rural Area","","","","","1"
"People are helpful","2003","North Rhine-Westphalia","Urban Area","1680","0.376459189565768","0.36231285613116","0.390605523000376","1"
"People are helpful","2003","North Rhine-Westphalia","Rural Area","28","","","","1"
"People are helpful","2003","Hesse","Urban Area","370","0.288677843014562","0.263187326138286","0.314168359890838","1"
"People are helpful","2003","Hesse","Rural Area","84","0.340462459706526","0.283301369417204","0.397623549995849","1"
"People are helpful","2003","Rhineland-Palatinate,Saarland","Urban Area","424","0.419724418590275","0.389408309036661","0.450040528143889","1"
"People are helpful","2003","Rhineland-Palatinate,Saarland","Rural Area","132","0.445886443234676","0.390995039635478","0.500777846833873","1"
"People are helpful","2003","Baden-Württemberg","Urban Area","1030","0.383822350164618","0.364573448273971","0.403071252055265","1"
"People are helpful","2003","Baden-Württemberg","Rural Area","77","0.362161170884561","0.299911541578934","0.424410800190188","1"
"People are helpful","2003","Bavaria","Urban Area","578","0.36298126907868","0.339050293656447","0.386912244500913","1"
"People are helpful","2003","Bavaria","Rural Area","557","0.393500972143529","0.369149158836947","0.417852785450111","1"
"People are helpful","2003","Berlin","Urban Area","267","0.338591378730141","0.306240576409002","0.370942181051279","1"
"People are helpful","2003","Berlin","Rural Area","","","","","1"
"People are helpful","2003","Brandenburg","Urban Area","22","","","","1"
"People are helpful","2003","Brandenburg","Rural Area","257","0.285893690658375","0.255747918403871","0.316039462912879","1"
"People are helpful","2003","Mecklenburg-Western Pomerania","Urban Area","16","","","","1"
"People are helpful","2003","Mecklenburg-Western Pomerania","Rural Area","146","0.314764311895848","0.271997023051659","0.357531600740037","1"
"People are helpful","2003","Saxony","Urban Area","275","0.360396469321011","0.326616214569101","0.394176724072922","1"
"People are helpful","2003","Saxony","Rural Area","280","0.305396969296079","0.274006628218349","0.336787310373809","1"
"People are helpful","2003","Saxony-Anhalt","Urban Area","55","0.219149527641898","0.166813991413787","0.271485063870008","1"
"People are helpful","2003","Saxony-Anhalt","Rural Area","191","0.290846143905748","0.256935161654542","0.324757126156954","1"
"People are helpful","2003","Thuringia","Urban Area","92","0.319629228878819","0.265488795417758","0.373769662339879","1"
"People are helpful","2003","Thuringia","Rural Area","156","0.251516517141147","0.218514657179089","0.284518377103206","1"
"People pursue self-interest","2003","Brandenburg","Rural Area","606","0.714106309341625","0.683960537087121","0.744252081596129","2"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Urban Area","55","0.773032962225252","0.675601478146327","0.870464446304177","2"
"People pursue self-interest","2003","Hamburg","Urban Area","176","0.667298004177167","0.613438538345684","0.721157470008649","2"
"People pursue self-interest","2003","Hamburg","Rural Area","","","","","2"
"People pursue self-interest","2003","Schleswig-Holstein","Urban Area","143","0.564468239992848","0.506287979670016","0.622648500315679","2"
"People pursue self-interest","2003","Schleswig-Holstein","Rural Area","200","0.588790746870115","0.538653653068962","0.638927840671268","2"
"People pursue self-interest","2003","Brandenburg","Urban Area","45","0.637010978182001","0.521869740518691","0.752152215845312","2"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Rural Area","307","0.685235688104152","0.642468399259963","0.728002976948341","2"
"People pursue self-interest","2003","Lower Saxony","Urban Area","638","0.661673061321404","0.631898029093796","0.691448093549012","2"
"People pursue self-interest","2003","Lower Saxony","Rural Area","580","0.626437738659282","0.595178770954936","0.657696706363628","2"
"People pursue self-interest","2003","Bremen","Urban Area","99","0.621874776757336","0.549615379480921","0.694134174033751","2"
"People pursue self-interest","2003","Bremen","Rural Area","","","","","2"
"People pursue self-interest","2003","North Rhine-Westphalia","Rural Area","77","0.802103367180111","0.725897604551911","0.87830912980831","2"
"People pursue self-interest","2003","North Rhine-Westphalia","Urban Area","2826","0.623540810434232","0.609394476999624","0.63768714386884","2"
"People pursue self-interest","2003","Hesse","Urban Area","844","0.711322156985438","0.685831640109162","0.736812673861714","2"
"People pursue self-interest","2003","Hesse","Rural Area","180","0.659537540293474","0.602376450004151","0.716698630582796","2"
"People pursue self-interest","2003","Saxony","Urban Area","501","0.639603530678989","0.605823275927078","0.673383785430899","2"
"People pursue self-interest","2003","Saxony","Rural Area","547","0.694603030703921","0.663212689626191","0.725993371781651","2"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Urban Area","594","0.580275581409725","0.549959471856111","0.610591690963339","2"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Rural Area","183","0.554113556765324","0.499222153166127","0.609004960364522","2"
"People pursue self-interest","2003","Baden-Württemberg","Urban Area","1422","0.616177649835382","0.596928747944735","0.635426551726029","2"
"People pursue self-interest","2003","Baden-Württemberg","Rural Area","152","0.637838829115439","0.575589199809812","0.700088458421066","2"
"People pursue self-interest","2003","Bavaria","Urban Area","973","0.63701873092132","0.613087755499087","0.660949706343553","2"
"People pursue self-interest","2003","Bavaria","Rural Area","989","0.606499027856471","0.582147214549889","0.630850841163053","2"
"People pursue self-interest","2003","Berlin","Urban Area","555","0.661408621269859","0.629057818948721","0.693759423590998","2"
