"plh0196","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","1-pers.-HH","Urban Area","873","0.413423509953365","0.392316292434146","0.434530727472585","1"
"People are helpful","2003","1-pers.-HH","Rural Area","346","0.41655832882174","0.383200041576141","0.44991661606734","1"
"People are helpful","2003","(Married) couple without C. ","Urban Area","1930","0.384445996502228","0.370819690488515","0.39807230251594","1"
"People are helpful","2003","(Married) couple without C. ","Rural Area","869","0.383648546367771","0.363962872850713","0.403334219884828","1"
"People are helpful","2003","Single parent ","Urban Area","251","0.336350827803465","0.301864576579545","0.370837079027384","1"
"People are helpful","2003","Single parent ","Rural Area","130","0.339475286461958","0.291927071154419","0.387023501769497","1"
"People are helpful","2003","Couple + C. LE 16 ","Urban Area","957","0.296048986363057","0.279619820042678","0.312478152683437","1"
"People are helpful","2003","Couple + C. LE 16 ","Rural Area","366","0.264306278772748","0.240870418408391","0.287742139137105","1"
"People are helpful","2003","Couple + C. GT 16 ","Urban Area","862","0.339590493188435","0.320819248133509","0.358361738243361","1"
"People are helpful","2003","Couple + C. GT 16 ","Rural Area","434","0.280423048853188","0.257396975699187","0.30344912200719","1"
"People are helpful","2003","Couple + C. LE and GT 16","Urban Area","423","0.327258578900299","0.300655387282769","0.353861770517829","1"
"People are helpful","2003","Couple + C. LE and GT 16","Rural Area","185","0.299123336075768","0.263369407827018","0.334877264324519","1"
"People pursue self-interest","2003","Couple + C. GT 16 ","Rural Area","1028","0.719576951146812","0.69655087799281","0.742603024300813","2"
"People pursue self-interest","2003","1-pers.-HH","Urban Area","1218","0.586576490046635","0.565469272527415","0.607683707565854","2"
"People pursue self-interest","2003","1-pers.-HH","Rural Area","493","0.58344167117826","0.55008338393266","0.616799958423859","2"
"People pursue self-interest","2003","(Married) couple without C. ","Rural Area","1475","0.616351453632229","0.596665780115172","0.636037127149287","2"
"People pursue self-interest","2003","Couple + C. GT 16 ","Urban Area","1583","0.660409506811565","0.641638261756639","0.679180751866491","2"
"People pursue self-interest","2003","(Married) couple without C. ","Urban Area","2966","0.615554003497772","0.60192769748406","0.629180309511485","2"
"People pursue self-interest","2003","Couple + C. LE and GT 16","Urban Area","772","0.672741421099701","0.646138229482171","0.699344612717231","2"
"People pursue self-interest","2003","Single parent ","Urban Area","470","0.663649172196535","0.629162920972616","0.698135423420455","2"
"People pursue self-interest","2003","Single parent ","Rural Area","251","0.660524713538042","0.612976498230503","0.708072928845581","2"
"People pursue self-interest","2003","Couple + C. LE 16 ","Urban Area","2009","0.703951013636943","0.687521847316563","0.720380179957322","2"
"People pursue self-interest","2003","Couple + C. LE 16 ","Rural Area","994","0.735693721227252","0.712257860862895","0.759129581591609","2"
"People pursue self-interest","2003","Couple + C. LE and GT 16","Rural Area","445","0.700876663924232","0.665122735675481","0.736630592172982","2"
"People are helpful","2004","1-pers.-HH","Urban Area","","","","","1"
"People are helpful","2004","1-pers.-HH","Rural Area","","","","","1"
"People are helpful","2004","(Married) couple without C. ","Urban Area","","","","","1"
"People are helpful","2004","(Married) couple without C. ","Rural Area","","","","","1"
"People are helpful","2004","Single parent ","Urban Area","","","","","1"
"People are helpful","2004","Single parent ","Rural Area","","","","","1"
"People are helpful","2004","Couple + C. LE 16 ","Urban Area","","","","","1"
"People are helpful","2004","Couple + C. LE 16 ","Rural Area","","","","","1"
"People are helpful","2004","Couple + C. GT 16 ","Urban Area","","","","","1"
"People are helpful","2004","Couple + C. GT 16 ","Rural Area","","","","","1"
"People are helpful","2004","Couple + C. LE and GT 16","Urban Area","","","","","1"
"People are helpful","2004","Couple + C. LE and GT 16","Rural Area","","","","","1"
"People pursue self-interest","2004","Couple + C. GT 16 ","Rural Area","","","","","2"
"People pursue self-interest","2004","1-pers.-HH","Rural Area","","","","","2"
"People pursue self-interest","2004","Couple + C. GT 16 ","Urban Area","","","","","2"
"People pursue self-interest","2004","1-pers.-HH","Urban Area","","","","","2"
"People pursue self-interest","2004","(Married) couple without C. ","Rural Area","","","","","2"
"People pursue self-interest","2004","(Married) couple without C. ","Urban Area","","","","","2"
"People pursue self-interest","2004","Single parent ","Urban Area","","","","","2"
"People pursue self-interest","2004","Single parent ","Rural Area","","","","","2"
"People pursue self-interest","2004","Couple + C. LE and GT 16","Urban Area","","","","","2"
"People pursue self-interest","2004","Couple + C. LE 16 ","Urban Area","","","","","2"
"People pursue self-interest","2004","Couple + C. LE 16 ","Rural Area","","","","","2"
"People pursue self-interest","2004","Couple + C. LE and GT 16","Rural Area","","","","","2"
"People are helpful","2005","Single parent ","Urban Area","","","","","1"
"People are helpful","2005","Single parent ","Rural Area","","","","","1"
"People are helpful","2005","Couple + C. LE 16 ","Urban Area","","","","","1"
"People are helpful","2005","Couple + C. LE 16 ","Rural Area","","","","","1"
"People are helpful","2005","Couple + C. GT 16 ","Urban Area","","","","","1"
"People are helpful","2005","Couple + C. GT 16 ","Rural Area","","","","","1"
"People are helpful","2005","Couple + C. LE and GT 16","Urban Area","","","","","1"
"People are helpful","2005","Couple + C. LE and GT 16","Rural Area","","","","","1"
"People are helpful","2005","1-pers.-HH","Urban Area","","","","","1"
"People are helpful","2005","1-pers.-HH","Rural Area","","","","","1"
"People are helpful","2005","(Married) couple without C. ","Urban Area","","","","","1"
"People are helpful","2005","(Married) couple without C. ","Rural Area","","","","","1"
"People pursue self-interest","2005","Couple + C. GT 16 ","Rural Area","","","","","2"
"People pursue self-interest","2005","1-pers.-HH","Rural Area","","","","","2"
"People pursue self-interest","2005","Couple + C. GT 16 ","Urban Area","","","","","2"
"People pursue self-interest","2005","1-pers.-HH","Urban Area","","","","","2"
"People pursue self-interest","2005","(Married) couple without C. ","Rural Area","","","","","2"
"People pursue self-interest","2005","(Married) couple without C. ","Urban Area","","","","","2"
"People pursue self-interest","2005","Couple + C. LE and GT 16","Urban Area","","","","","2"
"People pursue self-interest","2005","Single parent ","Urban Area","","","","","2"
"People pursue self-interest","2005","Single parent ","Rural Area","","","","","2"
"People pursue self-interest","2005","Couple + C. LE 16 ","Urban Area","","","","","2"
"People pursue self-interest","2005","Couple + C. LE 16 ","Rural Area","","","","","2"
"People pursue self-interest","2005","Couple + C. LE and GT 16","Rural Area","","","","","2"
"People are helpful","2006","Single parent ","Urban Area","","","","","1"
"People are helpful","2006","Single parent ","Rural Area","","","","","1"
