"plh0196","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","lower secondary degree","West Germany","2459","0.388964381747063","0.376932740999901","0.400996022494225"
"People are helpful","2003","lower secondary degree","East Germany","532","0.358150042270881","0.334157035694","0.382143048847762"
"People are helpful","2003","secondary school degree","West Germany","1389","0.339001487176397","0.324361109448381","0.353641864904413"
"People are helpful","2003","secondary school degree","East Germany","612","0.234994951922343","0.217924880627061","0.252065023217626"
"People are helpful","2003","college entrance qualification","West Germany","1624","0.371275562504833","0.356741480823247","0.385809644186419"
"People are helpful","2003","college entrance qualification","East Germany","360","0.329953032050881","0.302379005501698","0.357527058600064"
"People are helpful","2003","Other degree","West Germany","448","0.362929248588087","0.335458867918206","0.390399629257968"
"People are helpful","2003","Other degree","East Germany","21","","",""
"People are helpful","2003","no degree/no degree yet","West Germany","277","0.364986574794289","0.329424125862132","0.400549023726445"
"People are helpful","2003","no degree/no degree yet","East Germany","66","0.372374794457921","0.302139934051978","0.442609654863864"
"People pursue self-interest","2003","lower secondary degree","West Germany","3848","0.611035618252938","0.599003977505775","0.6230672590001"
"People pursue self-interest","2003","lower secondary degree","East Germany","1002","0.641849957729119","0.617856951152238","0.665842964306"
"People pursue self-interest","2003","secondary school degree","West Germany","2627","0.660998512823603","0.646358135095587","0.67563889055162"
"People pursue self-interest","2003","secondary school degree","East Germany","1758","0.765005048077657","0.747934976782374","0.782075119372939"
"People pursue self-interest","2003","college entrance qualification","West Germany","2621","0.628724437495167","0.614190355813581","0.643258519176753"
"People pursue self-interest","2003","college entrance qualification","East Germany","757","0.670046967949119","0.642472941399936","0.697620994498302"
"People pursue self-interest","2003","Other degree","West Germany","729","0.637070751411913","0.609600370742032","0.664541132081794"
"People pursue self-interest","2003","Other degree","East Germany","24","","",""
"People pursue self-interest","2003","no degree/no degree yet","West Germany","427","0.635013425205711","0.599450976273555","0.670575874137868"
"People pursue self-interest","2003","no degree/no degree yet","East Germany","116","0.627625205542079","0.557390345136136","0.697860065948022"
"People are helpful","2004","lower secondary degree","West Germany","","","",""
"People are helpful","2004","lower secondary degree","East Germany","","","",""
"People are helpful","2004","secondary school degree","West Germany","","","",""
"People are helpful","2004","secondary school degree","East Germany","","","",""
