"plh0196","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","Schleswig-Holstein","Not Employed","118","0.45993455168621","0.39648257837846","0.523386524993959","1"
"People are helpful","2003","Schleswig-Holstein","Employed","188","0.397680534855109","0.350422016738066","0.444939052972151","1"
"People are helpful","2003","Hamburg","Not Employed","54","0.423106314273763","0.329929285119378","0.516283343428148","1"
"People are helpful","2003","Hamburg","Employed","64","0.267228366317912","0.203634208288812","0.330822524347012","1"
"People are helpful","2003","Lower Saxony","Not Employed","280","0.402837538083899","0.3666328551038","0.439042221063998","1"
"People are helpful","2003","Lower Saxony","Employed","392","0.320198524805248","0.293634759742846","0.346762289867649","1"
"People are helpful","2003","Bremen","Not Employed","33","0.428599439590192","0.312669608944717","0.544529270235667","1"
"People are helpful","2003","Bremen","Employed","41","0.321199895664289","0.231024485449311","0.411375305879267","1"
"People are helpful","2003","North Rhine-Westphalia","Not Employed","762","0.464004799833099","0.440579217686277","0.487430381979922","1"
"People are helpful","2003","North Rhine-Westphalia","Employed","946","0.305133614741433","0.288287381047124","0.321979848435742","1"
"People are helpful","2003","Hesse","Not Employed","188","0.37773361761642","0.334088073838772","0.421379161394069","1"
"People are helpful","2003","Hesse","Employed","266","0.251638755408936","0.224796089679452","0.27848142113842","1"
"People are helpful","2003","Rhineland-Palatinate,Saarland","Not Employed","258","0.47343058335189","0.431240253209174","0.515620913494605","1"
"People are helpful","2003","Rhineland-Palatinate,Saarland","Employed","298","0.38876735212569","0.354881946274342","0.422652757977037","1"
"People are helpful","2003","Baden-Württemberg","Not Employed","466","0.480437954259019","0.447778749263603","0.513097159254434","1"
"People are helpful","2003","Baden-Württemberg","Employed","641","0.323535732271776","0.301814833180971","0.345256631362582","1"
"People are helpful","2003","Bavaria","Not Employed","470","0.466131896945853","0.435725901946865","0.496537891944841","1"
"People are helpful","2003","Bavaria","Employed","665","0.322382891509859","0.302214249777085","0.342551533242632","1"
"People are helpful","2003","Berlin","Not Employed","119","0.408092160278775","0.352661405594441","0.463522914963109","1"
"People are helpful","2003","Berlin","Employed","148","0.29000653272522","0.251005376159557","0.329007689290882","1"
"People are helpful","2003","Brandenburg","Not Employed","142","0.37102378647952","0.32307984053785","0.41896773242119","1"
"People are helpful","2003","Brandenburg","Employed","137","0.219367690500858","0.184464847497387","0.254270533504329","1"
"People are helpful","2003","Mecklenburg-Western Pomerania","Not Employed","53","0.3032632021726","0.23738048230515","0.36914592204005","1"
"People are helpful","2003","Mecklenburg-Western Pomerania","Employed","109","0.306179487556119","0.256970463241531","0.355388511870707","1"
"People are helpful","2003","Saxony","Not Employed","231","0.375634205730871","0.337421514372167","0.413846897089575","1"
"People are helpful","2003","Saxony","Employed","324","0.292697493179366","0.26429727125837","0.321097715100362","1"
"People are helpful","2003","Saxony-Anhalt","Not Employed","132","0.323744691040217","0.277948160684812","0.369541221395623","1"
"People are helpful","2003","Saxony-Anhalt","Employed","114","0.220716418319504","0.185341437507669","0.256091399131339","1"
"People are helpful","2003","Thuringia","Not Employed","132","0.364023184491615","0.315582123121687","0.412464245861543","1"
"People are helpful","2003","Thuringia","Employed","116","0.193493378098251","0.161063323087557","0.225923433108945","1"
"People pursue self-interest","2003","Brandenburg","Employed","403","0.780632309499142","0.745729466495671","0.815535152502613","2"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Not Employed","134","0.6967367978274","0.63085407795995","0.762619517694851","2"
"People pursue self-interest","2003","Hamburg","Not Employed","54","0.576893685726237","0.483716656571852","0.670070714880622","2"
"People pursue self-interest","2003","Hamburg","Employed","122","0.732771633682088","0.669177475652988","0.796365791711188","2"
"People pursue self-interest","2003","Schleswig-Holstein","Not Employed","119","0.54006544831379","0.476613475006041","0.60351742162154","2"
