"plh0196","year","education","migback","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","lower secondary degree","no migration background","2667","0.389029804598121","0.377540581752589","0.400519027443652"
"People are helpful","2003","lower secondary degree","direct migration background","251","0.36373313243537","0.327414521615777","0.400051743254964"
"People are helpful","2003","lower secondary degree","indirect migration background","73","0.281023933101897","0.225304465576481","0.336743400627313"
"People are helpful","2003","secondary school degree","no migration background","1840","0.305008981838687","0.293287661433707","0.316730302243666"
"People are helpful","2003","secondary school degree","direct migration background","85","0.353440350326443","0.294535617050185","0.412345083602701"
"People are helpful","2003","secondary school degree","indirect migration background","76","0.291765575656751","0.229690104891859","0.353841046421642"
"People are helpful","2003","college entrance qualification","no migration background","1806","0.363738906650647","0.350248396618948","0.377229416682346"
"People are helpful","2003","college entrance qualification","direct migration background","113","0.376853150234643","0.320788590044523","0.432917710424764"
"People are helpful","2003","college entrance qualification","indirect migration background","65","0.362471591224804","0.294118517518034","0.430824664931573"
"People are helpful","2003","Other degree","no migration background","48","0.429475326004873","0.334340890378227","0.52460976163152"
"People are helpful","2003","Other degree","direct migration background","412","0.357346866221618","0.329053110639586","0.38564062180365"
"People are helpful","2003","Other degree","indirect migration background","9","","",""
"People are helpful","2003","no degree/no degree yet","no migration background","234","0.402263030973806","0.362356478238019","0.442169583709593"
"People are helpful","2003","no degree/no degree yet","direct migration background","84","0.336236452492909","0.274644642335198","0.39782826265062"
"People are helpful","2003","no degree/no degree yet","indirect migration background","25","","",""
"People pursue self-interest","2003","lower secondary degree","no migration background","4250","0.610970195401879","0.599480972556348","0.622459418247411"
"People pursue self-interest","2003","lower secondary degree","direct migration background","423","0.63626686756463","0.599948256745036","0.672585478384223"
"People pursue self-interest","2003","lower secondary degree","indirect migration background","177","0.718976066898103","0.663256599372687","0.774695534423519"
"People pursue self-interest","2003","secondary school degree","no migration background","4087","0.694991018161313","0.683269697756334","0.706712338566293"
"People pursue self-interest","2003","secondary school degree","direct migration background","168","0.646559649673557","0.587654916397299","0.705464382949816"
"People pursue self-interest","2003","secondary school degree","indirect migration background","130","0.708234424343249","0.646158953578358","0.770309895108141"
"People pursue self-interest","2003","college entrance qualification","no migration background","3079","0.636261093349353","0.622770583317655","0.649751603381052"
"People pursue self-interest","2003","college entrance qualification","direct migration background","174","0.623146849765357","0.567082289575236","0.679211409955477"
"People pursue self-interest","2003","college entrance qualification","indirect migration background","125","0.637528408775196","0.569175335068427","0.705881482481966"
"People pursue self-interest","2003","Other degree","no migration background","56","0.570524673995127","0.47539023836848","0.665659109621774"
"People pursue self-interest","2003","Other degree","direct migration background","690","0.642653133778382","0.61435937819635","0.670946889360414"
"People pursue self-interest","2003","Other degree","indirect migration background","7","","",""
"People pursue self-interest","2003","no degree/no degree yet","no migration background","346","0.597736969026194","0.557830416290407","0.637643521761981"
"People pursue self-interest","2003","no degree/no degree yet","direct migration background","142","0.663763547507091","0.602171737349379","0.725355357664802"
"People pursue self-interest","2003","no degree/no degree yet","indirect migration background","55","0.753965408878641","0.6595860780821","0.848344739675181"
"People are helpful","2004","lower secondary degree","no migration background","","","",""
"People are helpful","2004","lower secondary degree","direct migration background","","","",""
"People are helpful","2004","lower secondary degree","indirect migration background","","","",""
"People are helpful","2004","secondary school degree","no migration background","","","",""
"People are helpful","2004","secondary school degree","direct migration background","","","",""
"People are helpful","2004","secondary school degree","indirect migration background","","","",""
"People are helpful","2004","college entrance qualification","no migration background","","","",""
"People are helpful","2004","college entrance qualification","direct migration background","","","",""
"People are helpful","2004","college entrance qualification","indirect migration background","","","",""
"People are helpful","2004","Other degree","no migration background","","","",""
"People are helpful","2004","Other degree","direct migration background","","","",""
"People are helpful","2004","Other degree","indirect migration background","","","",""
"People are helpful","2004","no degree/no degree yet","no migration background","","","",""
"People are helpful","2004","no degree/no degree yet","direct migration background","","","",""
"People are helpful","2004","no degree/no degree yet","indirect migration background","","","",""
"People pursue self-interest","2004","lower secondary degree","no migration background","","","",""
"People pursue self-interest","2004","lower secondary degree","direct migration background","","","",""
"People pursue self-interest","2004","lower secondary degree","indirect migration background","","","",""
"People pursue self-interest","2004","secondary school degree","no migration background","","","",""
"People pursue self-interest","2004","secondary school degree","direct migration background","","","",""
"People pursue self-interest","2004","secondary school degree","indirect migration background","","","",""
"People pursue self-interest","2004","college entrance qualification","no migration background","","","",""
"People pursue self-interest","2004","college entrance qualification","direct migration background","","","",""
"People pursue self-interest","2004","college entrance qualification","indirect migration background","","","",""
"People pursue self-interest","2004","Other degree","no migration background","","","",""
"People pursue self-interest","2004","Other degree","direct migration background","","","",""
"People pursue self-interest","2004","Other degree","indirect migration background","","","",""
"People pursue self-interest","2004","no degree/no degree yet","no migration background","","","",""
"People pursue self-interest","2004","no degree/no degree yet","direct migration background","","","",""
"People pursue self-interest","2004","no degree/no degree yet","indirect migration background","","","",""
"People are helpful","2005","lower secondary degree","no migration background","","","",""
"People are helpful","2005","lower secondary degree","direct migration background","","","",""
"People are helpful","2005","lower secondary degree","indirect migration background","","","",""
