"plh0196","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"People are helpful","2003","no migration background","Urban Area","4408","0.364215513080636","0.355571093959558","0.372859932201714","1"
"People are helpful","2003","no migration background","Rural Area","2249","0.347776302316907","0.336368850358302","0.359183754275511","1"
"People are helpful","2003","direct migration background","Urban Area","823","0.372103849519818","0.351586064146546","0.39262163489309","1"
"People are helpful","2003","direct migration background","Rural Area","141","0.316692263486416","0.273807228413224","0.359577298559608","1"
"People are helpful","2003","indirect migration background","Urban Area","238","0.306949608816707","0.272334009727582","0.341565207905833","1"
"People are helpful","2003","indirect migration background","Rural Area","28","","","","1"
"People pursue self-interest","2003","no migration background","Urban Area","7496","0.635784486919364","0.627140067798287","0.644428906040442","2"
"People pursue self-interest","2003","no migration background","Rural Area","4447","0.652223697683094","0.640816245724489","0.663631149641698","2"
"People pursue self-interest","2003","indirect migration background","Urban Area","444","0.693050391183293","0.658434792094167","0.727665990272418","2"
"People pursue self-interest","2003","indirect migration background","Rural Area","69","0.692658354890208","0.6008393739891","0.784477335791316","2"
"People pursue self-interest","2003","direct migration background","Urban Area","1309","0.627896150480182","0.60737836510691","0.648413935853454","2"
"People pursue self-interest","2003","direct migration background","Rural Area","311","0.683307736513584","0.640422701440392","0.726192771586776","2"
"People are helpful","2004","no migration background","Urban Area","","","","","1"
"People are helpful","2004","no migration background","Rural Area","","","","","1"
"People are helpful","2004","direct migration background","Urban Area","","","","","1"
"People are helpful","2004","direct migration background","Rural Area","","","","","1"
"People are helpful","2004","indirect migration background","Urban Area","","","","","1"
"People are helpful","2004","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2004","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2004","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2004","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2004","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2004","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2004","direct migration background","Rural Area","","","","","2"
"People are helpful","2005","no migration background","Urban Area","","","","","1"
"People are helpful","2005","no migration background","Rural Area","","","","","1"
"People are helpful","2005","direct migration background","Urban Area","","","","","1"
"People are helpful","2005","direct migration background","Rural Area","","","","","1"
"People are helpful","2005","indirect migration background","Urban Area","","","","","1"
"People are helpful","2005","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2005","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2005","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2005","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2005","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2005","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2005","direct migration background","Rural Area","","","","","2"
"People are helpful","2006","no migration background","Urban Area","","","","","1"
"People are helpful","2006","no migration background","Rural Area","","","","","1"
"People are helpful","2006","direct migration background","Urban Area","","","","","1"
"People are helpful","2006","direct migration background","Rural Area","","","","","1"
"People are helpful","2006","indirect migration background","Urban Area","","","","","1"
"People are helpful","2006","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2006","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2006","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2006","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2006","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2006","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2006","direct migration background","Rural Area","","","","","2"
"People are helpful","2007","no migration background","Urban Area","","","","","1"
"People are helpful","2007","no migration background","Rural Area","","","","","1"
"People are helpful","2007","direct migration background","Urban Area","","","","","1"
"People are helpful","2007","direct migration background","Rural Area","","","","","1"
"People are helpful","2007","indirect migration background","Urban Area","","","","","1"
"People are helpful","2007","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2007","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2007","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2007","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2007","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2007","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2007","direct migration background","Rural Area","","","","","2"
"People are helpful","2008","no migration background","Urban Area","4161","0.382477959026729","0.373168044960679","0.39178787309278","1"
"People are helpful","2008","no migration background","Rural Area","2154","0.354131124415569","0.34206711324996","0.366195135581178","1"
"People are helpful","2008","direct migration background","Urban Area","581","0.355380490494735","0.33147562829691","0.379285352692559","1"
"People are helpful","2008","direct migration background","Rural Area","122","0.359862813248489","0.308845962492529","0.410879664004449","1"
"People are helpful","2008","indirect migration background","Urban Area","223","0.302543078679669","0.267202142658729","0.337884014700609","1"
"People are helpful","2008","indirect migration background","Rural Area","33","0.214503054191415","0.137795040174591","0.291211068208239","1"
"People pursue self-interest","2008","indirect migration background","Urban Area","426","0.697456921320331","0.662115985299391","0.732797857341271","2"
"People pursue self-interest","2008","indirect migration background","Rural Area","77","0.785496945808585","0.708788931791761","0.862204959825409","2"
"People pursue self-interest","2008","no migration background","Urban Area","6307","0.617522040973271","0.60821212690722","0.626831955039321","2"
"People pursue self-interest","2008","no migration background","Rural Area","3883","0.645868875584431","0.633804864418822","0.65793288675004","2"
"People pursue self-interest","2008","direct migration background","Urban Area","959","0.644619509505265","0.620714647307441","0.66852437170309","2"
"People pursue self-interest","2008","direct migration background","Rural Area","218","0.640137186751511","0.589120335995551","0.691154037507471","2"
"People are helpful","2009","no migration background","Urban Area","","","","","1"
"People are helpful","2009","no migration background","Rural Area","","","","","1"
"People are helpful","2009","direct migration background","Urban Area","","","","","1"
"People are helpful","2009","direct migration background","Rural Area","","","","","1"
"People are helpful","2009","indirect migration background","Urban Area","","","","","1"
"People are helpful","2009","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2009","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2009","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2009","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2009","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2009","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2009","direct migration background","Rural Area","","","","","2"
"People are helpful","2010","direct migration background","Urban Area","","","","","1"
"People are helpful","2010","direct migration background","Rural Area","","","","","1"
"People are helpful","2010","no migration background","Urban Area","","","","","1"
"People are helpful","2010","no migration background","Rural Area","","","","","1"
"People are helpful","2010","indirect migration background","Urban Area","","","","","1"
"People are helpful","2010","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2010","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2010","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2010","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2010","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2010","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2010","direct migration background","Rural Area","","","","","2"
"People are helpful","2011","direct migration background","Urban Area","","","","","1"
"People are helpful","2011","direct migration background","Rural Area","","","","","1"
"People are helpful","2011","indirect migration background","Urban Area","","","","","1"
"People are helpful","2011","no migration background","Urban Area","","","","","1"
"People are helpful","2011","no migration background","Rural Area","","","","","1"
"People are helpful","2011","indirect migration background","Rural Area","","","","","1"
"People pursue self-interest","2011","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2011","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2011","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2011","indirect migration background","Rural Area","","","","","2"
"People pursue self-interest","2011","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2011","direct migration background","Rural Area","","","","","2"
"People are helpful","2012","direct migration background","Urban Area","","","","","1"
"People are helpful","2012","direct migration background","Rural Area","","","","","1"
"People are helpful","2012","indirect migration background","Urban Area","","","","","1"
"People are helpful","2012","indirect migration background","Rural Area","","","","","1"
"People are helpful","2012","no migration background","Urban Area","","","","","1"
"People are helpful","2012","no migration background","Rural Area","","","","","1"
"People pursue self-interest","2012","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2012","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2012","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2012","direct migration background","Rural Area","","","","","2"
"People pursue self-interest","2012","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2012","indirect migration background","Rural Area","","","","","2"
"People are helpful","2013","direct migration background","Urban Area","838","0.429350932246342","0.40742629035732","0.451275574135364","1"
"People are helpful","2013","direct migration background","Rural Area","291","0.431194745558163","0.392705618350308","0.469683872766019","1"
"People are helpful","2013","indirect migration background","Urban Area","346","0.3756695458441","0.344775673426259","0.40656341826194","1"
"People are helpful","2013","indirect migration background","Rural Area","91","0.45463445817701","0.389133654986993","0.520135261367028","1"
"People are helpful","2013","no migration background","Urban Area","5888","0.4348097477993","0.426356109741386","0.443263385857214","1"
"People are helpful","2013","no migration background","Rural Area","3598","0.43593657757279","0.425175432552734","0.446697722592846","1"
"People pursue self-interest","2013","no migration background","Urban Area","7322","0.5651902522007","0.556736614142786","0.573643890258614","2"
"People pursue self-interest","2013","no migration background","Rural Area","4559","0.56406342242721","0.553302277407154","0.574824567447266","2"
"People pursue self-interest","2013","direct migration background","Urban Area","1120","0.570649067753658","0.548724425864636","0.592573709642681","2"
"People pursue self-interest","2013","direct migration background","Rural Area","345","0.568805254441837","0.530316127233981","0.607294381649692","2"
"People pursue self-interest","2013","indirect migration background","Urban Area","598","0.6243304541559","0.59343658173806","0.655224326573741","2"
"People pursue self-interest","2013","indirect migration background","Rural Area","131","0.54536554182299","0.479864738632972","0.610866345013007","2"
"People are helpful","2014","direct migration background","Urban Area","","","","","1"
"People are helpful","2014","direct migration background","Rural Area","","","","","1"
"People are helpful","2014","indirect migration background","Urban Area","","","","","1"
"People are helpful","2014","indirect migration background","Rural Area","","","","","1"
"People are helpful","2014","no migration background","Urban Area","","","","","1"
"People are helpful","2014","no migration background","Rural Area","","","","","1"
"People pursue self-interest","2014","no migration background","Urban Area","","","","","2"
"People pursue self-interest","2014","no migration background","Rural Area","","","","","2"
"People pursue self-interest","2014","direct migration background","Urban Area","","","","","2"
"People pursue self-interest","2014","direct migration background","Rural Area","","","","","2"
"People pursue self-interest","2014","indirect migration background","Urban Area","","","","","2"
"People pursue self-interest","2014","indirect migration background","Rural Area","","","","","2"
"People are helpful","2015","direct migration background","Urban Area","","","","","1"
"People are helpful","2015","direct migration background","Rural Area","","","","","1"
"People are helpful","2015","indirect migration background","Urban Area","","","","","1"
"People are helpful","2015","indirect migration background","Rural Area","","","","","1"
"People are helpful","2015","no migration background","Urban Area","","","","","1"
