"plh0196","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","16-34 y.","lower secondary degree","352","0.299066070737735","0.272523249042158","0.325608892433312"
"People are helpful","2003","16-34 y.","secondary school degree","553","0.266939174797454","0.247059054995873","0.286819294599034"
"People are helpful","2003","16-34 y.","college entrance qualification","521","0.305013267936253","0.282891539711594","0.327134996160912"
"People are helpful","2003","16-34 y.","Other degree","69","0.25670092494094","0.197195243736539","0.316206606145341"
"People are helpful","2003","16-34 y.","no degree/no degree yet","257","0.366631296412908","0.329923174658504","0.403339418167312"
"People are helpful","2003","35-65 y.","lower secondary degree","1404","0.314057333297754","0.300197480370726","0.327917186224783"
"People are helpful","2003","35-65 y.","secondary school degree","1197","0.2889323131318","0.274843369483258","0.303021256780341"
"People are helpful","2003","35-65 y.","college entrance qualification","1215","0.359563324723148","0.342952464532314","0.376174184913982"
"People are helpful","2003","35-65 y.","Other degree","318","0.369129448840824","0.336553747219566","0.401705150462082"
"People are helpful","2003","35-65 y.","no degree/no degree yet","53","0.29766907927781","0.227041729580087","0.368296428975534"
"People are helpful","2003","66 and older","lower secondary degree","1235","0.522325844831372","0.502300234078721","0.542351455584023"
"People are helpful","2003","66 and older","secondary school degree","251","0.494590567811264","0.451113442488593","0.538067693133935"
"People are helpful","2003","66 and older","college entrance qualification","248","0.550231872205525","0.506274396014585","0.594189348396465"
"People are helpful","2003","66 and older","Other degree","82","0.479135286323601","0.404477447485609","0.553793125161594"
"People are helpful","2003","66 and older","no degree/no degree yet","33","0.501838755518704","0.378373464649242","0.625304046388166"
"People pursue self-interest","2003","16-34 y.","lower secondary degree","791","0.700933929262265","0.674391107566688","0.727476750957842"
"People pursue self-interest","2003","16-34 y.","secondary school degree","1349","0.733060825202546","0.713180705400966","0.752940945004127"
"People pursue self-interest","2003","16-34 y.","college entrance qualification","1143","0.694986732063747","0.672865003839089","0.717108460288406"
"People pursue self-interest","2003","16-34 y.","Other degree","138","0.74329907505906","0.683793393854659","0.802804756263461"
"People pursue self-interest","2003","16-34 y.","no degree/no degree yet","405","0.633368703587092","0.596660581832688","0.670076825341496"
"People pursue self-interest","2003","35-65 y.","lower secondary degree","2904","0.685942666702246","0.672082813775217","0.699802519629274"
