"plh0196","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","lower secondary degree","1-pers.-HH","575","0.45120585369871","0.423881149146798","0.478530558250623"
"People are helpful","2003","lower secondary degree","(Married) couple without C. ","1361","0.414124317907417","0.397210538821282","0.431038096993552"
"People are helpful","2003","lower secondary degree","Single parent ","126","0.341402797974357","0.292757021770945","0.39004857417777"
"People are helpful","2003","lower secondary degree","Couple + C. LE 16 ","323","0.259452592736919","0.233849977112156","0.285055208361682"
"People are helpful","2003","lower secondary degree","Couple + C. GT 16 ","368","0.327328021034196","0.299623505847397","0.355032536220995"
"People are helpful","2003","lower secondary degree","Couple + C. LE and GT 16","121","0.270071198575084","0.228772535577647","0.311369861572522"
"People are helpful","2003","secondary school degree","1-pers.-HH","290","0.35833875737993","0.324066795476508","0.392610719283352"
"People are helpful","2003","secondary school degree","(Married) couple without C. ","581","0.321867526545066","0.300326575837791","0.343408477252341"
"People are helpful","2003","secondary school degree","Single parent ","112","0.285088781919758","0.23908819751378","0.331089366325735"
"People are helpful","2003","secondary school degree","Couple + C. LE 16 ","427","0.269921305897806","0.247878453891265","0.291964157904347"
"People are helpful","2003","secondary school degree","Couple + C. GT 16 ","356","0.263936769116096","0.23895690848071","0.288916629751482"
"People are helpful","2003","secondary school degree","Couple + C. LE and GT 16","180","0.321465292462274","0.282748865924117","0.360181719000431"
"People are helpful","2003","college entrance qualification","1-pers.-HH","301","0.410282229482523","0.37517262969595","0.445391829269095"
"People are helpful","2003","college entrance qualification","(Married) couple without C. ","659","0.380228907845916","0.357043471624423","0.403414344067408"
"People are helpful","2003","college entrance qualification","Single parent ","61","0.318357212709238","0.25011433310672","0.386600092311755"
"People are helpful","2003","college entrance qualification","Couple + C. LE 16 ","453","0.326286442943831","0.300711061015284","0.351861824872378"
"People are helpful","2003","college entrance qualification","Couple + C. GT 16 ","330","0.325564446443757","0.296136678244446","0.354992214643068"
"People are helpful","2003","college entrance qualification","Couple + C. LE and GT 16","133","0.351365772572837","0.302119411181017","0.400612133964658"
"People are helpful","2003","Other degree","1-pers.-HH","36","0.382050186769026","0.2853562962268","0.478744077311251"
"People are helpful","2003","Other degree","(Married) couple without C. ","148","0.37615274697268","0.326182011382221","0.426123482563138"
"People are helpful","2003","Other degree","Single parent ","28","","",""
"People are helpful","2003","Other degree","Couple + C. LE 16 ","102","0.336518102071464","0.281466035312661","0.391570168830267"
"People are helpful","2003","Other degree","Couple + C. GT 16 ","79","0.377843239360776","0.314631227667618","0.441055251053934"
"People are helpful","2003","Other degree","Couple + C. LE and GT 16","54","0.334932257145167","0.254721299631779","0.415143214658555"
"People are helpful","2003","no degree/no degree yet","1-pers.-HH","16","","",""
"People are helpful","2003","no degree/no degree yet","(Married) couple without C. ","32","0.361493680218793","0.261115409481966","0.461871950955621"
"People are helpful","2003","no degree/no degree yet","Single parent ","38","0.430045345414079","0.32601363406787","0.534077056760288"
"People are helpful","2003","no degree/no degree yet","Couple + C. LE 16 ","13","","",""
"People are helpful","2003","no degree/no degree yet","Couple + C. GT 16 ","135","0.367244145560254","0.315929212282723","0.418559078837786"
"People are helpful","2003","no degree/no degree yet","Couple + C. LE and GT 16","94","0.34080201801549","0.283077911097385","0.398526124933596"
"People pursue self-interest","2003","lower secondary degree","1-pers.-HH","699","0.54879414630129","0.521469441749377","0.576118850853202"
"People pursue self-interest","2003","lower secondary degree","(Married) couple without C. ","1897","0.585875682092583","0.568961903006448","0.602789461178718"
"People pursue self-interest","2003","lower secondary degree","Single parent ","239","0.658597202025643","0.60995142582223","0.707242978229055"
"People pursue self-interest","2003","lower secondary degree","Couple + C. LE 16 ","803","0.740547407263081","0.714944791638318","0.766150022887844"
"People pursue self-interest","2003","lower secondary degree","Couple + C. GT 16 ","734","0.672671978965804","0.644967463779005","0.700376494152603"
