"plh0196","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","West Germany","Male","2907","0.349578684781713","0.339149264399806","0.360008105163621"
"People are helpful","2003","West Germany","Female","3374","0.391628990872208","0.381328331259647","0.401929650484769"
"People are helpful","2003","East Germany","Male","762","0.284054803379064","0.266602796924102","0.301506809834027"
"People are helpful","2003","East Germany","Female","844","0.312248477684306","0.294903237786812","0.3295937175818"
"People pursue self-interest","2003","West Germany","Male","5123","0.650421315218287","0.639991894836379","0.660850735600194"
"People pursue self-interest","2003","West Germany","Female","5252","0.608371009127792","0.598070349515231","0.618671668740352"
"People pursue self-interest","2003","East Germany","Male","1803","0.715945196620936","0.698493190165973","0.733397203075898"
"People pursue self-interest","2003","East Germany","Female","1898","0.687751522315694","0.6704062824182","0.705096762213188"
"People are helpful","2004","West Germany","Male","","","",""
"People are helpful","2004","West Germany","Female","","","",""
"People are helpful","2004","East Germany","Male","","","",""
"People are helpful","2004","East Germany","Female","","","",""
"People pursue self-interest","2004","West Germany","Male","","","",""
"People pursue self-interest","2004","West Germany","Female","","","",""
"People pursue self-interest","2004","East Germany","Male","","","",""
"People pursue self-interest","2004","East Germany","Female","","","",""
"People are helpful","2005","West Germany","Male","","","",""
"People are helpful","2005","West Germany","Female","","","",""
"People are helpful","2005","East Germany","Male","","","",""
"People are helpful","2005","East Germany","Female","","","",""
"People pursue self-interest","2005","West Germany","Male","","","",""
"People pursue self-interest","2005","West Germany","Female","","","",""
"People pursue self-interest","2005","East Germany","Male","","","",""
"People pursue self-interest","2005","East Germany","Female","","","",""
"People are helpful","2006","West Germany","Male","","","",""
"People are helpful","2006","West Germany","Female","","","",""
"People are helpful","2006","East Germany","Male","","","",""
"People are helpful","2006","East Germany","Female","","","",""
"People pursue self-interest","2006","West Germany","Male","","","",""
"People pursue self-interest","2006","West Germany","Female","","","",""
"People pursue self-interest","2006","East Germany","Male","","","",""
"People pursue self-interest","2006","East Germany","Female","","","",""
"People are helpful","2007","West Germany","Male","","","",""
"People are helpful","2007","West Germany","Female","","","",""
"People are helpful","2007","East Germany","Male","","","",""
"People are helpful","2007","East Germany","Female","","","",""
"People pursue self-interest","2007","West Germany","Male","","","",""
"People pursue self-interest","2007","West Germany","Female","","","",""
"People pursue self-interest","2007","East Germany","Male","","","",""
"People pursue self-interest","2007","East Germany","Female","","","",""
"People are helpful","2008","West Germany","Male","2565","0.350230544490273","0.338926211252054","0.361534877728492"
"People are helpful","2008","West Germany","Female","3132","0.398385813493953","0.387355991690751","0.409415635297154"
"People are helpful","2008","East Germany","Male","703","0.306383707275251","0.287486289932771","0.325281124617732"
"People are helpful","2008","East Germany","Female","874","0.351853869277943","0.332940394246257","0.370767344309629"
"People pursue self-interest","2008","West Germany","Male","4276","0.649769455509727","0.638465122271508","0.661073788747946"
"People pursue self-interest","2008","West Germany","Female","4436","0.601614186506047","0.590584364702846","0.612644008309249"
"People pursue self-interest","2008","East Germany","Male","1583","0.693616292724749","0.674718875382268","0.712513710067229"
"People pursue self-interest","2008","East Germany","Female","1575","0.648146130722057","0.629232655690371","0.667059605753743"
"People are helpful","2009","West Germany","Male","","","",""
"People are helpful","2009","West Germany","Female","","","",""
"People are helpful","2009","East Germany","Male","","","",""
"People are helpful","2009","East Germany","Female","","","",""
"People pursue self-interest","2009","West Germany","Male","","","",""
"People pursue self-interest","2009","West Germany","Female","","","",""
"People pursue self-interest","2009","East Germany","Male","","","",""
"People pursue self-interest","2009","East Germany","Female","","","",""
"People are helpful","2010","West Germany","Male","","","",""
"People are helpful","2010","West Germany","Female","","","",""
"People are helpful","2010","East Germany","Male","","","",""
"People are helpful","2010","East Germany","Female","","","",""
"People pursue self-interest","2010","West Germany","Male","","","",""
"People pursue self-interest","2010","West Germany","Female","","","",""
"People pursue self-interest","2010","East Germany","Male","","","",""
"People pursue self-interest","2010","East Germany","Female","","","",""
"People are helpful","2011","West Germany","Male","","","",""
"People are helpful","2011","West Germany","Female","","","",""
"People are helpful","2011","East Germany","Male","","","",""
"People are helpful","2011","East Germany","Female","","","",""
"People pursue self-interest","2011","West Germany","Male","","","",""
"People pursue self-interest","2011","West Germany","Female","","","",""
"People pursue self-interest","2011","East Germany","Male","","","",""
"People pursue self-interest","2011","East Germany","Female","","","",""
"People are helpful","2012","West Germany","Male","","","",""
"People are helpful","2012","West Germany","Female","","","",""
"People are helpful","2012","East Germany","Male","","","",""
"People are helpful","2012","East Germany","Female","","","",""
"People pursue self-interest","2012","West Germany","Male","","","",""
"People pursue self-interest","2012","West Germany","Female","","","",""
"People pursue self-interest","2012","East Germany","Male","","","",""
"People pursue self-interest","2012","East Germany","Female","","","",""
"People are helpful","2013","West Germany","Male","3773","0.418095524666003","0.407779437983514","0.428411611348492"
"People are helpful","2013","West Germany","Female","4940","0.461823162537735","0.452369904601446","0.471276420474023"
"People are helpful","2013","East Germany","Male","1026","0.387614294909957","0.368810962022171","0.406417627797743"
"People are helpful","2013","East Germany","Female","1313","0.416459510120161","0.399055326219124","0.433863694021198"
"People pursue self-interest","2013","West Germany","Male","5009","0.581904475333997","0.571588388651508","0.592220562016487"
"People pursue self-interest","2013","West Germany","Female","5744","0.538176837462266","0.528723579525977","0.547630095398554"
"People pursue self-interest","2013","East Germany","Male","1553","0.612385705090043","0.593582372202257","0.631189037977829"
"People pursue self-interest","2013","East Germany","Female","1769","0.583540489879839","0.566136305978802","0.600944673780876"
"People are helpful","2014","West Germany","Male","","","",""
"People are helpful","2014","West Germany","Female","","","",""
"People are helpful","2014","East Germany","Male","","","",""
"People are helpful","2014","East Germany","Female","","","",""
"People pursue self-interest","2014","West Germany","Male","","","",""
"People pursue self-interest","2014","West Germany","Female","","","",""
"People pursue self-interest","2014","East Germany","Male","","","",""
"People pursue self-interest","2014","East Germany","Female","","","",""
"People are helpful","2015","West Germany","Male","","","",""
"People are helpful","2015","West Germany","Female","","","",""
"People are helpful","2015","East Germany","Male","","","",""
"People are helpful","2015","East Germany","Female","","","",""
"People pursue self-interest","2015","West Germany","Male","","","",""
"People pursue self-interest","2015","West Germany","Female","","","",""
"People pursue self-interest","2015","East Germany","Male","","","",""
"People pursue self-interest","2015","East Germany","Female","","","",""
"People are helpful","2016","West Germany","Male","","","",""
"People are helpful","2016","West Germany","Female","","","",""
"People are helpful","2016","East Germany","Male","","","",""
"People are helpful","2016","East Germany","Female","","","",""
"People pursue self-interest","2016","West Germany","Male","","","",""
"People pursue self-interest","2016","West Germany","Female","","","",""
"People pursue self-interest","2016","East Germany","Male","","","",""
"People pursue self-interest","2016","East Germany","Female","","","",""
"People are helpful","2017","West Germany","Male","","","",""
"People are helpful","2017","West Germany","Female","","","",""
"People are helpful","2017","East Germany","Male","","","",""
"People are helpful","2017","East Germany","Female","","","",""
"People pursue self-interest","2017","West Germany","Male","","","",""
"People pursue self-interest","2017","West Germany","Female","","","",""
"People pursue self-interest","2017","East Germany","Male","","","",""
"People pursue self-interest","2017","East Germany","Female","","","",""
"People are helpful","2018","West Germany","Male","5215","0.458822186128506","0.449540492066247","0.468103880190765"
"People are helpful","2018","West Germany","Female","5686","0.475624647236945","0.466651471570916","0.484597822902974"
"People are helpful","2018","East Germany","Male","1221","0.440682047493635","0.422289634906807","0.459074460080463"
"People are helpful","2018","East Germany","Female","1486","0.484890438438736","0.467337072660591","0.502443804216882"
"People pursue self-interest","2018","West Germany","Male","5857","0.541177813871494","0.531896119809235","0.550459507933753"
"People pursue self-interest","2018","West Germany","Female","6213","0.524375352763055","0.515402177097026","0.533348528429084"
"People pursue self-interest","2018","East Germany","Male","1578","0.559317952506365","0.540925539919537","0.577710365093193"
"People pursue self-interest","2018","East Germany","Female","1628","0.515109561561264","0.497556195783118","0.532662927339409"
