"ple0005","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","no migration background","general elemantary","681","0.358421842187563","0.337405597697768","0.379438086677358","2"
"A little","2002","no migration background","higher vocational","594","0.391691882374646","0.367352029952407","0.416031734796886","2"
"A little","2002","no migration background","higher education","1397","0.349877019470654","0.335260569480248","0.36449346946106","2"
"A little","2002","indirect migration background","in school","11","","","","2"
"A little","2002","indirect migration background","inadequately","","","","","2"
"A little","2002","indirect migration background","general elemantary","41","0.253924288031868","0.193602158356625","0.31424641770711","2"
"A little","2002","indirect migration background","higher vocational","10","","","","2"
"A little","2002","indirect migration background","higher education","14","","","","2"
"A little","2002","no migration background","in school","50","0.118479468106468","0.0896880421900734","0.147270894022862","2"
"A little","2002","no migration background","inadequately","26","","","","2"
"A little","2002","no migration background","vocational + Abi","251","0.285095339192197","0.255401884333766","0.314788794050627","2"
"A little","2002","indirect migration background","vocational + Abi","9","","","","2"
"A little","2002","no migration background","middle vocational","3745","0.375239905329974","0.365871983983041","0.384607826676907","2"
"A little","2002","indirect migration background","middle vocational","67","0.270005012917493","0.221663366389641","0.318346659445344","2"
"A little","2002","direct migration background","in school","4","","","","2"
"A little","2002","direct migration background","inadequately","74","0.384035636317689","0.314326316624224","0.453744956011154","2"
"A little","2002","direct migration background","vocational + Abi","90","0.403077098404477","0.341780874653682","0.464373322155273","2"
"A little","2002","direct migration background","higher vocational","55","0.348617638590641","0.274779493991845","0.422455783189437","2"
"A little","2002","direct migration background","general elemantary","254","0.347111158054581","0.312069965028626","0.382152351080536","2"
"A little","2002","direct migration background","middle vocational","344","0.364144663584454","0.334686728994615","0.393602598174293","2"
"A little","2002","direct migration background","higher education","136","0.391446562407848","0.343375236634176","0.439517888181519","2"
"Not at all","2002","indirect migration background","general elemantary","152","0.704161280534019","0.640906016818755","0.767416544249283","3"
"Not at all","2002","indirect migration background","inadequately","8","","","","3"
"Not at all","2002","indirect migration background","higher education","48","0.69596381656915","0.584987044158111","0.806940588980188","3"
"Not at all","2002","indirect migration background","in school","64","0.775890527138934","0.683350180595029","0.86843087368284","3"
"Not at all","2002","indirect migration background","higher vocational","29","","","","3"
"Not at all","2002","indirect migration background","vocational + Abi","26","","","","3"
"Not at all","2002","indirect migration background","middle vocational","245","0.692156443544966","0.641894097842149","0.742418789247783","3"
