"ple0005","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Strong","2002","lower secondary degree","in school","","","",""
"Strong","2002","lower secondary degree","inadequately","","","",""
"Strong","2002","lower secondary degree","general elemantary","480","0.288255448190344","0.267637565510727","0.30887333086996"
"Strong","2002","lower secondary degree","middle vocational","1121","0.208325168015542","0.197817360498809","0.218832975532275"
"Strong","2002","lower secondary degree","vocational + Abi","4","","",""
"Strong","2002","lower secondary degree","higher vocational","102","0.211106365521288","0.176064346608026","0.24614838443455"
"Strong","2002","lower secondary degree","higher education","32","0.176300480597675","0.123221001735554","0.229379959459795"
"Strong","2002","secondary school degree","in school","","","",""
"Strong","2002","secondary school degree","inadequately","","","",""
"Strong","2002","secondary school degree","general elemantary","44","0.105035934743922","0.0815916408229343","0.128480228664909"
"Strong","2002","secondary school degree","middle vocational","431","0.109267879244772","0.100203992148107","0.118331766341436"
"Strong","2002","secondary school degree","vocational + Abi","5","","",""
"Strong","2002","secondary school degree","higher vocational","71","0.118801314846063","0.0959627691373031","0.141639860554822"
"Strong","2002","secondary school degree","higher education","78","0.142936718755229","0.116649000963741","0.169224436546717"
"Strong","2002","college entrance qualification","in school","","","",""
"Strong","2002","college entrance qualification","inadequately","","","",""
"Strong","2002","college entrance qualification","general elemantary","","","",""
"Strong","2002","college entrance qualification","middle vocational","11","","",""
"Strong","2002","college entrance qualification","vocational + Abi","75","0.105107648465871","0.0857272316560037","0.124488065275739"
"Strong","2002","college entrance qualification","higher vocational","33","0.0917740098046853","0.0625143611780359","0.121033658431335"
"Strong","2002","college entrance qualification","higher education","232","0.0877026011093513","0.0782720802630319","0.0971331219556706"
"Strong","2002","Other degree","in school","","","",""
"Strong","2002","Other degree","inadequately","8","","",""
"Strong","2002","Other degree","general elemantary","78","0.202030765133428","0.162584273499409","0.241477256767447"
"Strong","2002","Other degree","middle vocational","68","0.148850288648857","0.116463572166518","0.181237005131196"
"Strong","2002","Other degree","vocational + Abi","23","","",""
"Strong","2002","Other degree","higher vocational","12","","",""
"Strong","2002","Other degree","higher education","16","","",""
"Strong","2002","no degree/no degree yet","in school","8","","",""
"Strong","2002","no degree/no degree yet","inadequately","61","0.268839696350405","0.21321006547711","0.324469327223699"
"Strong","2002","no degree/no degree yet","general elemantary","","","",""
"Strong","2002","no degree/no degree yet","middle vocational","7","","",""
"Strong","2002","no degree/no degree yet","vocational + Abi","","","",""
"Strong","2002","no degree/no degree yet","higher vocational","2","","",""
"Strong","2002","no degree/no degree yet","higher education","","","",""
"A little","2002","lower secondary degree","in school","","","",""
"A little","2002","lower secondary degree","inadequately","","","",""
"A little","2002","lower secondary degree","general elemantary","676","0.381145830310429","0.359038669348476","0.403252991272381"
"A little","2002","lower secondary degree","middle vocational","2269","0.40551192650016","0.392807905350391","0.418215947649929"
"A little","2002","lower secondary degree","vocational + Abi","15","","",""
"A little","2002","lower secondary degree","higher vocational","216","0.442915110263688","0.400262052860692","0.485568167666684"
"A little","2002","lower secondary degree","higher education","107","0.522173633250205","0.452597863381066","0.591749403119345"
"A little","2002","secondary school degree","in school","","","",""
"A little","2002","secondary school degree","inadequately","","","",""
"A little","2002","secondary school degree","general elemantary","145","0.217610529953046","0.186059259023104","0.249161800882988"
"A little","2002","secondary school degree","middle vocational","1572","0.351734434158545","0.337861171983168","0.365607696333921"
"A little","2002","secondary school degree","vocational + Abi","11","","",""
"A little","2002","secondary school degree","higher vocational","300","0.366949209798691","0.332928516635021","0.40096990296236"
"A little","2002","secondary school degree","higher education","275","0.437391073661953","0.400133651561477","0.474648495762429"
"A little","2002","college entrance qualification","in school","","","",""
"A little","2002","college entrance qualification","inadequately","","","",""
"A little","2002","college entrance qualification","general elemantary","","","",""
"A little","2002","college entrance qualification","middle vocational","135","0.196184677947105","0.168649658695068","0.223719697199143"
"A little","2002","college entrance qualification","vocational + Abi","269","0.284317721614546","0.255812616171941","0.312822827057151"
"A little","2002","college entrance qualification","higher vocational","111","0.328922973919786","0.281307777558668","0.376538170280905"
"A little","2002","college entrance qualification","higher education","1086","0.319331403822846","0.303787865213458","0.334874942432234"
"A little","2002","Other degree","in school","","","",""
"A little","2002","Other degree","inadequately","8","","",""
"A little","2002","Other degree","general elemantary","155","0.378513886193816","0.330863856233827","0.426163916153804"
"A little","2002","Other degree","middle vocational","155","0.335901425016807","0.292926878945046","0.378875971088568"
"A little","2002","Other degree","vocational + Abi","55","0.392900458000797","0.312852309275012","0.472948606726583"
"A little","2002","Other degree","higher vocational","29","","",""
"A little","2002","Other degree","higher education","76","0.406211503189829","0.33930706670641","0.473115939673247"
"A little","2002","no degree/no degree yet","in school","65","0.123859849546575","0.0978033560461066","0.149916343047043"
"A little","2002","no degree/no degree yet","inadequately","92","0.341697437087477","0.282187867183032","0.401207006991923"
"A little","2002","no degree/no degree yet","general elemantary","","","",""
"A little","2002","no degree/no degree yet","middle vocational","20","","",""
"A little","2002","no degree/no degree yet","vocational + Abi","","","",""
"A little","2002","no degree/no degree yet","higher vocational","2","","",""
"A little","2002","no degree/no degree yet","higher education","","","",""
"Not at all","2002","lower secondary degree","in school","","","",""
"Not at all","2002","lower secondary degree","inadequately","","","",""
"Not at all","2002","lower secondary degree","general elemantary","698","0.330598721499228","0.309185250001556","0.352012192996899"
"Not at all","2002","lower secondary degree","middle vocational","2348","0.386162905484298","0.373565542003147","0.398760268965448"
"Not at all","2002","lower secondary degree","vocational + Abi","12","","",""
"Not at all","2002","lower secondary degree","higher vocational","203","0.345978524215024","0.305132498640661","0.386824549789387"
"Not at all","2002","lower secondary degree","higher education","59","0.30152588615212","0.237603503463737","0.365448268840503"
"Not at all","2002","secondary school degree","in school","","","",""
"Not at all","2002","secondary school degree","inadequately","","","",""
"Not at all","2002","secondary school degree","general elemantary","468","0.677353535303032","0.641606785340096","0.713100285265969"
"Not at all","2002","secondary school degree","middle vocational","2548","0.538997686596684","0.524515315347218","0.55348005784615"
"Not at all","2002","secondary school degree","vocational + Abi","21","","",""
"Not at all","2002","secondary school degree","higher vocational","400","0.514249475355247","0.478970621293041","0.549528329417453"
"Not at all","2002","secondary school degree","higher education","328","0.419672207582818","0.382607009563003","0.456737405602633"
"Not at all","2002","college entrance qualification","in school","","","",""
"Not at all","2002","college entrance qualification","inadequately","","","",""
"Not at all","2002","college entrance qualification","general elemantary","","","",""
"Not at all","2002","college entrance qualification","middle vocational","653","0.789223065086805","0.760942627291413","0.817503502882197"
"Not at all","2002","college entrance qualification","vocational + Abi","618","0.610574629919583","0.57976105741094","0.641388202428226"
"Not at all","2002","college entrance qualification","higher vocational","230","0.579303016275528","0.529270783561339","0.629335248989717"
"Not at all","2002","college entrance qualification","higher education","2138","0.592965995067803","0.576586841117892","0.609345149017714"
"Not at all","2002","Other degree","in school","","","",""
"Not at all","2002","Other degree","inadequately","20","","",""
