"ple0005","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Strong","2002","16-34 y.","lower secondary degree","39","0.0297583598076658","0.0203121632827733","0.0392045563325583"
"Strong","2002","16-34 y.","secondary school degree","80","0.0377397613990605","0.029623968453196","0.045855554344925"
"Strong","2002","16-34 y.","college entrance qualification","34","0.0236743631958397","0.0165715849352159","0.0307771414564636"
"Strong","2002","16-34 y.","Other degree","8","","",""
"Strong","2002","16-34 y.","no degree/no degree yet","11","","",""
"Strong","2002","35-65 y.","lower secondary degree","806","0.176259809824436","0.165372011856544","0.187147607792327"
"Strong","2002","35-65 y.","secondary school degree","386","0.101874087607218","0.0925766155178408","0.111171559696595"
"Strong","2002","35-65 y.","college entrance qualification","200","0.069266400991686","0.0606734849345021","0.07785931704887"
"Strong","2002","35-65 y.","Other degree","140","0.150479184671392","0.127659088429939","0.173299280912846"
"Strong","2002","35-65 y.","no degree/no degree yet","34","0.200124189301604","0.141182506310004","0.259065872293203"
"Strong","2002","66 and older","lower secondary degree","894","0.385375629372984","0.365880189894423","0.404871068851545"
"Strong","2002","66 and older","secondary school degree","163","0.365503580493974","0.323831055651866","0.407176105336082"
"Strong","2002","66 and older","college entrance qualification","117","0.310799763914732","0.269265936840361","0.352333590989103"
"Strong","2002","66 and older","Other degree","57","0.403874005799921","0.326876302229161","0.480871709370682"
"Strong","2002","66 and older","no degree/no degree yet","33","0.523620111278929","0.403127340327586","0.644112882230271"
"A little","2002","16-34 y.","lower secondary degree","264","0.237538364567175","0.213879799200481","0.261196929933869"
"A little","2002","16-34 y.","secondary school degree","470","0.230644770226546","0.212704855512498","0.248584684940595"
"A little","2002","16-34 y.","college entrance qualification","313","0.183882014624817","0.165783711487189","0.201980317762446"
"A little","2002","16-34 y.","Other degree","45","0.237005779803809","0.180685328495482","0.293326231112135"
"A little","2002","16-34 y.","no degree/no degree yet","71","0.114279586110429","0.0901169878586021","0.138442184362255"
"A little","2002","35-65 y.","lower secondary degree","1896","0.409091962671349","0.395043179836328","0.42314074550637"
"A little","2002","35-65 y.","secondary school degree","1585","0.385497456124617","0.370537269727646","0.400457642521588"
"A little","2002","35-65 y.","college entrance qualification","1050","0.328554089102585","0.312658540661642","0.344449637543529"
"A little","2002","35-65 y.","Other degree","357","0.38443195339954","0.353383496704131","0.415480410094948"
"A little","2002","35-65 y.","no degree/no degree yet","79","0.44117963055728","0.368031151876911","0.51432810923765"
"A little","2002","66 and older","lower secondary degree","1123","0.462766900144507","0.442793659101299","0.482740141187715"
"A little","2002","66 and older","secondary school degree","248","0.473599861397008","0.430392953289296","0.516806769504719"
"A little","2002","66 and older","college entrance qualification","238","0.479985719068583","0.435151387956322","0.524820050180845"
"A little","2002","66 and older","Other degree","76","0.478102239705589","0.39971616853592","0.556488310875257"
"A little","2002","66 and older","no degree/no degree yet","29","","",""
"Not at all","2002","16-34 y.","lower secondary degree","940","0.732703275625159","0.708101105826092","0.757305445424227"
"Not at all","2002","16-34 y.","secondary school degree","1568","0.731615468374393","0.712744017386374","0.750486919362411"
"Not at all","2002","16-34 y.","college entrance qualification","1413","0.792443622179343","0.77349646814465","0.811390776214036"
"Not at all","2002","16-34 y.","Other degree","166","0.739003793300592","0.680838159450575","0.797169427150608"
"Not at all","2002","16-34 y.","no degree/no degree yet","584","0.866552587854366","0.840726209070814","0.892378966637917"
"Not at all","2002","35-65 y.","lower secondary degree","2003","0.414648227504215","0.400571015452376","0.428725439556055"
"Not at all","2002","35-65 y.","secondary school degree","2095","0.512628456268165","0.497264755385559","0.527992157150771"
"Not at all","2002","35-65 y.","college entrance qualification","2104","0.602179509905729","0.585615208557237","0.61874381125422"
"Not at all","2002","35-65 y.","Other degree","446","0.465088861929068","0.433254141910362","0.496923581947773"
"Not at all","2002","35-65 y.","no degree/no degree yet","64","0.358696180141116","0.288038927450373","0.429353432831858"
"Not at all","2002","66 and older","lower secondary degree","377","0.151857470482509","0.137481455414519","0.1662334855505"
"Not at all","2002","66 and older","secondary school degree","102","0.160896558109018","0.12910070099809","0.192692415219946"
"Not at all","2002","66 and older","college entrance qualification","122","0.209214517016685","0.172712727740125","0.245716306293245"
"Not at all","2002","66 and older","Other degree","23","","",""
"Not at all","2002","66 and older","no degree/no degree yet","4","","",""
"Strong","2003","16-34 y.","lower secondary degree","","","",""
