"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","37.73","40","631","24","40","40","42","60","37.01","38.45","6","80","40","40"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","37.59","40","2878","23","40","40","40","60","37.28","37.9","0","80","40","40"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","38.53","40","643","35","40","40","40","54","38.04","39.02","4","70","40","40"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","39.58","40","1017","40","40","40","40","65","39.23","39.93","5","70","40","40"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","38.01","40","1068","24","40","40","40","60","37.5","38.52","1","80","40","40"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","36.95","40","590","24","40","40","40","49","36.3","37.6","5","66","40","40"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","37.13","40","2522","22","40","40","40","50","36.82","37.44","3","74","40","40"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","38.54","40","497","36","40","40","40","56","37.96","39.12","4","72","40","40"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","39.07","40","846","38","40","40","40","60","38.7","39.44","7","70","40","40"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","37.2","40","1000","23","40","40","40","45","36.72","37.68","1","60","40","40"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","36.95","40","614","25","39","40","40","50","36.32","37.58","2","66","40","40"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","37.06","40","2429","25","38","40","40","50","36.76","37.36","3","60","40","40"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","38.08","40","460","35","39","40","40","48","37.52","38.64","5","56","40","40"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","38.92","40","786","38","39","40","40","48","38.55","39.29","7","60","40","40"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","37.47","40","977","25","39","40","40","45","37.03","37.91","3","76","40","40"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","36.42","40","617","23","38","40","40","46","35.76","37.08","4","60","40","40"
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","36.91","40","2415","23","38","40","40","50","36.6","37.22","1","72","40","40"
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","36.83","40","440","22","38","40","40","55","36.15","37.51","2","55","40","40"
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","38.84","40","773","38","38.5","40","40","50","38.46","39.22","5","80","40","40"
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","37.22","40","994","25","38","40","40","45","36.79","37.65","2","60","40","40"
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","36.34","40","608","23","38","40","40","46","35.68","37","2","56","40","40"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","36.72","40","2285","24","38","40","40","50","36.41","37.03","2","72","40","40"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","36.71","40","385","30","38","40","40","42","36.01","37.41","2","49","40","40"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","38.13","40","693","35","38","40","40","50","37.7","38.56","4","70","39","40"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","36.72","40","984","24","38","40","40","45","36.25","37.19","3","60","40","40"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1989","college entrance qualification","West Germany","35.9","40","618","20","37.5","40","40","43","35.24","36.56","2","50","39","40"
"1989","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1989","lower secondary degree","West Germany","36.47","39","2261","22","37.5","40","40","50","36.15","36.79","4","68","39","40"
"1989","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","West Germany","36.89","39","373","30","37.5","40","40","45","36.15","37.63","2","60","38","40"
"1989","Other degree","East Germany","","","","","","","","","","","","","",""
"1989","Other degree","West Germany","38.01","40","683","37","38","40","40","48","37.61","38.41","2","60","38.5","39"
"1989","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1989","secondary school degree","West Germany","36.8","39","976","23","38","40","40","50","36.34","37.26","3","77","39","40"
"1990","college entrance qualification","East Germany","40.59","43.7","411","30","40","43.8","43.8","48","39.96","41.22","10","49.5","43.7000007629395","43.7000007629395"
"1990","college entrance qualification","West Germany","35.61","38.5","596","21","37.4","39","40","45","34.97","36.25","4","70","38.5","38.5"
"1990","lower secondary degree","East Germany","40.39","43.7","1085","30","40","43.8","45","50","39.97","40.81","4","76","43.5","43.7000007629395"
